nom,commune,code_postal,gestionnaire,adresse_l1,telephone,email,site_web,sous_categories,habitat_type,eligibilite_avp,presentation,departement,source,date_extraction,public_cible
Résidence autonomie Soleil,Jeumont,59460,CCAS,,03 27 67 15 87,geoffrey.leveau@orange.fr,https://www.has-sante.fr/jcms/6330_FicheESSMS/fr/foyer-soleil,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Jeumont, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (59),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/nord-59/jeumont-59460/residence-autonomie-soleil/590797338,2026-01-15,personnes_agees
Résidence autonomie Thérèse Vandevannet,Haubourdin,59320,CCAS,2 allée de la Paix,03 20 07 20 91,residence.beaupre@haubourdin.fr,https://www.has-sante.fr/jcms/2666_FicheESSMS/fr/foyer-logement-therese-vandevannet,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Haubourdin, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (59),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/nord-59/haubourdin-59320/residence-autonomie-therese-vandevannet/590057980,2026-01-15,personnes_agees
Résidence autonomie du Touquet,Wattrelos,59150,CCAS,437 rue du Mont-à-Leux,03 20 26 29 27,,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=590785051,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Wattrelos, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (59),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/nord-59/wattrelos-59150/residence-autonomie-du-touquet/590785051,2026-01-15,personnes_agees
Résidence autonomie Le Val de Lys,Halluin,59250,CCAS,3 rue de la Libération,03 20 94 63 81,sabinewillocq@mairie-halluin.fr,http://www.halluin.fr,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Halluin, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (59),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/nord-59/halluin-59250/residence-autonomie-le-val-de-lys/590788543,2026-01-15,personnes_agees
Résidence autonomie Le Val de Roses,Dunkerque,59140,Fondation Partage et Vie,47 rue Marceau,03 28 65 82 90,levaldesroses@fondationpartageetvie.org,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=590796900,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Dunkerque, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (59),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/nord-59/dunkerque-59140/residence-autonomie-le-val-de-roses/590796900,2026-01-15,personnes_agees
Résidence autonomie Van Gogh,Croix,59170,ALEFPA,,03 20 36 91 34,contact.residence-vangogh@alefpa.fr,https://www.alefpa.fr/etablissement/residence-autonomie-van-gogh/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Croix, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (59),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/nord-59/croix-59170/residence-autonomie-van-gogh/590792602,2026-01-15,personnes_agees
Résidence autonomie du Village,Wattignies,59139,CCAS,,03 20 97 39 51,residenceduvillage@ccas-wattignies.fr,https://www.has-sante.fr/jcms/723_FicheESSMS/fr/residence-du-village,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Wattignies, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (59),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/nord-59/wattignies-59139/residence-autonomie-du-village/590806675,2026-01-15,personnes_agees
Résidence Services Les Girandières -,Valenciennes,59300,Girandieres,27 Rue Henry Derycke,08 00 96 99 96,,https://www.girandieres.com/residences-seniors/hauts-de-france/valenciennes-276.html?utm_source=adwords&amp;utm_medium=perfmax&amp;utm_campaign=valenciennes&amp;gclid=CjwKCAjwl6OiBhA2EiwAuUwWZdmMH79oh8X0BFZ2N-Gxs,Résidence services seniors,residence,a_verifier,,59,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Passage de l'Arsenal,Valenciennes,59300,Happy Senior,8 passage de l'arsenal,03 65 61 30 10,,https://www.residencehappysenior.fr/residences/valenciennes/,Résidence services seniors,residence,a_verifier,,59,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Coeur des Flandres,Capinghem,59160,Happy Senior,Avenue Nelson Mandela,03 20 07 05 03,,https://www.residencehappysenior.fr/residences/lille-capinghem/,Résidence services seniors,residence,a_verifier,,59,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Cœur de vies,Bois-Grenier,59280,Afeji,14 Allee du Moulin des Layes,03 59 61 40 19,,https://www.afeji.org/etablissement/residence-services-coeur-de-vies/,Résidence services seniors,residence,a_verifier,,59,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Jardins d'Arcadie -,Mons-en-Barœul,59370,Jardins-Arcadie,15 Rue Montesquieu,03 20 74 63 15,,https://jardins-arcadie.fr/residence/residence-seniors-mons-en-baroeul,Résidence services seniors,residence,a_verifier,,59,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Aquarelia -,Wasquehal,59290,Aquarelia,20 Rue Victor Hugo,03 66 96 44 54,,https://aquarelia.fr/residences-seniors/residence-senior-wasquehal/,Résidence services seniors,residence,a_verifier,,59,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Le Parc de Saint-Cloud,Cambrai,59400,Domitys,29 Rue Lallier,03 59 28 48 69,,https://www.domitys.fr/residence-services-senior/hauts-de-france/nord-59/cambrai-le-parc-saint-cloud-59,Résidence services seniors,residence,a_verifier,,59,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services L'Hermine Blanche,Wasquehal,59290,Domitys,1 Rue Jeannine Pilliaert,03 59 28 48 61,,https://www.domitys.fr/residence-services-senior/hauts-de-france/nord-59/wasquehal-lhermine-blanche-59,Résidence services seniors,residence,a_verifier,,59,pour-les-personnes-agees.gouv.fr,,personnes_agees
