nom,commune,code_postal,gestionnaire,adresse_l1,telephone,email,site_web,sous_categories,habitat_type,eligibilite_avp,presentation,departement,source,date_extraction,public_cible
"Résidence autonomie Ambroise-Croizat Argenteuil, VAL-D'OISE",Argenteuil,95100,CCAS,9 rue des Gobelins,01 39 61 49 82,,https://www.argenteuil.fr/fr/ccas,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Argenteuil, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (95),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/val-doise-95/argenteuil-95100/residence-autonomie-ambroise-croizat/950806760,2026-01-30,personnes_agees
"Résidence autonomie Le Parc Magny-en-Vexin, VAL-D'OISE",Magny En Vexin,95420,CCAS,5 rue du Four à Chaux,06 11 02 87 60,,https://www.has-sante.fr/jcms/2025_FicheESSMS/fr/residence-autonomie-le-parc,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Magny En Vexin, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (95),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/val-doise-95/magny-en-vexin-95420/residence-autonomie-le-parc/950806067,2026-01-30,personnes_agees
"Résidence autonomie Eugène Robin Beauchamp, VAL-D'OISE",Beauchamp,95250,Union Départemental des Centres Communaux,60 avenue Anatole France,01 34 18 17 06,frpa@ville-beauchamp.fr,https://www.has-sante.fr/jcms/3576_FicheESSMS/fr/residence-autonomie-eugene-robin,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Beauchamp, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (95),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/val-doise-95/beauchamp-95250/residence-autonomie-eugene-robin/950806034,2026-01-30,personnes_agees
"Résidence autonomie Jeanne Carnajac Garges-lès-Gonesse, VAL-D'OISE",Garges Les Gonesse,95140,CCAS,7 rue Duvivier,01 39 86 37 80,sindoussoulouh@villedegarges.com,https://www.villedegarges.fr/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Garges Les Gonesse, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (95),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/val-doise-95/garges-les-gonesse-95140/residence-autonomie-jeanne-carnajac/950783332,2026-01-30,personnes_agees
"Résidence autonomie Jean Baillet Argenteuil, VAL-D'OISE",Argenteuil,95100,CCAS,106 rue du Perreux,01 39 61 12 58,,https://www.argenteuil.fr/fr/ccas,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Argenteuil, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (95),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/val-doise-95/argenteuil-95100/residence-autonomie-jean-baillet/950806778,2026-01-30,personnes_agees
"Résidence autonomie Les Érables Herblay-sur-Seine, VAL-D'OISE",Herblay sur-Seine,95220,CCAS,1 rue de Cormeilles,03 87 16 33 00,accueil@amli.asso.fr,https://www.has-sante.fr/jcms/12627_FicheESSMS/fr/residence-autonomie-les-erables,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Herblay sur-Seine, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (95),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/val-doise-95/herblay-sur-seine-95220/residence-autonomie-les-erables/950783456,2026-01-30,personnes_agees
"Résidence autonomie Héloïse Montmorency, VAL-D'OISE",Montmorency,95160,CCAS,11 avenue Charles de Gaulle,01 39 64 98 00,rpa@ville-montmorency.fr,http://www.ville-montmorency.fr,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Montmorency, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (95),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/val-doise-95/montmorency-95160/residence-autonomie-heloise/950802025,2026-01-30,personnes_agees
"Résidence autonomie Maurice Utrillo Sannois, VAL-D'OISE",Sannois,95110,CCAS,11 rue Henri Dumont,01 39 80 71 30,ramu@sannois.fr,https://www.ville-sannois.fr/mon-quotidien/seniors/la-residence-autonomie-maurice-utrillo,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Sannois, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (95),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/val-doise-95/sannois-95110/residence-autonomie-maurice-utrillo/950783498,2026-01-30,personnes_agees
"Résidence autonomie Les Villageoises Cergy, VAL-D'OISE",Cergy,95000,APUI Les Villageoises,9 rue de la Justice Mauve,01 30 30 55 90,commission.apui@apui95.org,https://www.has-sante.fr/jcms/12418_FicheESSMS/fr/residence-autonomie-les-villageoises,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Cergy, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (95),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/val-doise-95/cergy-95000/residence-autonomie-les-villageoises/950801761,2026-01-30,personnes_agees
"Résidence autonomie Gabriel Dangien Eaubonne, VAL-D'OISE",Eaubonne,95600,CCAS,43 avenue de Paris,01 34 16 51 67,action-sociale@eaubonne.fr,https://www.has-sante.fr/jcms/6807_FicheESSMS/fr/residence-autonomie-gabriel-dangien,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Eaubonne, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (95),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/val-doise-95/eaubonne-95600/residence-autonomie-gabriel-dangien/950805960,2026-01-30,personnes_agees
"Résidence autonomie des Jardins Louvres, VAL-D'OISE",Louvres,95380,EPSMS - Résidence des Jardins,12 rue du Bouteillier,01 34 72 14 60,residence.desjardins@orange.fr,https://www.ville-louvres.fr/residence-autonomie-des-jardins/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Louvres, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (95),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/val-doise-95/louvres-95380/residence-autonomie-des-jardins/950002808,2026-01-30,personnes_agees
"Résidence autonomie Yvonne Colas Éragny, VAL-D'OISE",Eragny,95610,Association ARPAVIE,39 rue de la Marne,01 30 37 13 94,yvonne-colas.direction@arpavie.fr,https://www.arpavie.fr,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Eragny, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (95),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/val-doise-95/eragny-95610/residence-autonomie-yvonne-colas/950805994,2026-01-30,personnes_agees
