nom,commune,code_postal,gestionnaire,adresse_l1,telephone,email,site_web,sous_categories,habitat_type,eligibilite_avp,presentation,departement,source,date_extraction,public_cible
"Résidence autonomie Arc-en-ciel Mandelieu-la-Napoule, ALPES-MARITIMES",Mandelieu La Napoule,06210,CCAS,76 chemin de la Théoulière,04 93 49 71 39,residencearcenciel@mairie-mandelieu.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=060799970,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Mandelieu La Napoule, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (06),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/alpes-maritimes-06/mandelieu-la-napoule-06210/residence-autonomie-arc-en-ciel/060799970,2026-01-09,personnes_agees
Résidence autonomie Estérel,Antibes,06160,CCAS,18 avenue de l'Estérel,04 83 88 40 00,residence.esterel@ccas-antibes.fr,https://www.has-sante.fr/jcms/5834_FicheESSMS/fr/residence-autonomie-esterel,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Antibes, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (06),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/alpes-maritimes-06/antibes-06160/residence-autonomie-esterel/060030798,2026-01-09,personnes_agees
Résidence autonomie Le font de l'Orme,Mougins,06250,CCAS,48 allée des Ormes,04 92 92 48 00,accueilccas@villedemougins.com,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=060007358,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Mougins, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (06),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/alpes-maritimes-06/mougins-06250/residence-autonomie-le-font-de-lorme/060007358,2026-01-09,personnes_agees
"Résidence autonomie La fraternelle Cagnes-sur-Mer, ALPES-MARITIMES",Cagnes sur-Mer,06800,CCAS,34 avenue Auguste Renoir,04 93 73 48 17,foyerlogement@ccas-cagnes.fr,https://www.ccas-cagnes.fr/residence-autonomie,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Cagnes sur-Mer, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (06),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/alpes-maritimes-06/cagnes-sur-mer-06800/residence-autonomie-la-fraternelle/060792413,2026-01-09,personnes_agees
Résidence autonomie Gambetta,Nice,06000,CCAS,141 boulevard Gambetta,04 93 97 11 88,dg@ccas-nice.fr,https://www.nice.fr/lieux/residence-autonomie-gambetta/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Nice, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (06),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/alpes-maritimes-06/nice-06000/residence-autonomie-gambetta/060782240,2026-01-09,personnes_agees
Résidence autonomie Île de Lérins,Cannes,06150,Association ARPAVIE,4 rue de la Verrerie,04 93 48 01 16,iles-de-lerins.direction@arparvie.fr,https://www.arpavie.fr/residence/residence-les-iles-de-lerins,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Cannes, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (06),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/alpes-maritimes-06/cannes-06150/residence-autonomie-ile-de-lerins/060793213,2026-01-09,personnes_agees
Résidence autonomie Les Jardins de Saint-Martin,Mougins,06250,Colisée France,267 route de la Roquette,04 83 65 02 16,,https://colisee.fr/contact/?resId=31767,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Mougins, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (06),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/alpes-maritimes-06/mougins-06250/residence-autonomie-les-jardins-de-saint-martin/060030483,2026-01-09,personnes_agees
Résidence autonomie Les Lucioles,Nice,06000,Fondation Asile Evangélique,3 avenue des Baumettes,04 93 37 75 00,administration@lucioles-nice.com,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=060791639,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Nice, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (06),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/alpes-maritimes-06/nice-06000/residence-autonomie-les-lucioles/060791639,2026-01-09,personnes_agees
Résidence autonomie Les Mille Soleils,Vallauris,06220,S.A Hexafinance,228 avenue Henri Barbusse,04 97 21 60 10,mille.soleils@cegetel.net,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=060791589,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Vallauris, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (06),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/alpes-maritimes-06/vallauris-06220/residence-autonomie-les-mille-soleils/060791589,2026-01-09,personnes_agees
Résidence autonomie Les Orangers,Vallauris,06220,SAS Alph'Âge gestion,9 avenue de l'Hopital,04 93 64 44 07,adelaide.le-scao@univi.fr,https://www.univi.fr/etablissement/residence-autonomie-les-orangers/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Vallauris, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (06),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/alpes-maritimes-06/vallauris-06220/residence-autonomie-les-orangers/060005758,2026-01-09,personnes_agees
Résidence autonomie Les Strélitzias,Antibes,06160,SARL Les Strélitzias,2 rue Pierre Commanay,04 92 93 64 00,residenceautonomie@hotelstrelitzias.com,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=060782596,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Antibes, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (06),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/alpes-maritimes-06/antibes-06160/residence-autonomie-les-strelitzias/060782596,2026-01-09,personnes_agees
Résidence autonomie Les Tourelles,Vallauris,06220,SAS Alph'Âge gestion,3 avenue des Jasmins,04 93 64 70 00,accueil.lestourelles@univi.fr,https://www.univi.fr/etablissement/residence-autonomie-les-tourelles/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Vallauris, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (06),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/alpes-maritimes-06/vallauris-06220/residence-autonomie-les-tourelles/060007168,2026-01-09,personnes_agees
Résidence autonomie Les Yuccas,Cannes,06150,OMEG'Âge Gestion,4 allée des Yuccas,04 92 99 71 00,,https://www.univi.fr/contact/contacter-un-etablissement/?eta=residencesenior-lesyuccas,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Cannes, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (06),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/alpes-maritimes-06/cannes-06150/residence-autonomie-les-yuccas/060782547,2026-01-09,personnes_agees
Résidence autonomie Lou Paradou,Antibes,06160,Caisse Autonome Prev,530 chemin des Ames du Purgatoire,04 92 91 24 60,antibes.louparadou@apiprovence.org,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=060782570,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Antibes, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (06),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/alpes-maritimes-06/antibes-06160/residence-autonomie-lou-paradou/060782570,2026-01-09,personnes_agees
