nom,commune,code_postal,gestionnaire,adresse_l1,telephone,email,site_web,sous_categories,habitat_type,eligibilite_avp,presentation,departement,source,date_extraction,public_cible
Résidence autonomie La Colline,Bouilly,10320,ASIMAT,4 rue de l'Herminette,03 25 28 30 47,lacolline@asimat.fr,https://www.asimat.fr/ehpad-et-residence-autonomie-la-colline/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Bouilly, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Aube (10),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/aube-10/bouilly-10320/residence-autonomie-la-colline/100010503,2025-12-19,personnes_agees
"Résidence autonomie des Orchidées Sainte-Savine, AUBE",Sainte Savine,10300,CCAS,1 rue Eugéne Laroche,03 25 79 06 45,laureline.guibert@philogeris.com,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=100003573,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Sainte Savine, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Aube (10),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/aube-10/sainte-savine-10300/residence-autonomie-des-orchidees/100003573,2025-12-19,personnes_agees
"Résidence autonomie Joseph Wagner Brienne-le-Château, AUBE",Brienne Le Chateau,10500,CCAS,1 allée Jean Nicolas Pierret,03 25 92 81 44,residenceauto.jw@orange.fr,https://ville-brienne-le-chateau.fr/cadre-de-vie/seniors/la-residence-autonomie-joseph-wagner/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Brienne Le Chateau, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Aube (10),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/aube-10/brienne-le-chateau-10500/residence-autonomie-joseph-wagner/100003441,2025-12-19,personnes_agees
Résidence autonomie Les Chèvrefeuilles,Troyes,10000,Centre municipal d'action sociale,37 rue Charles Dutreix,03 25 49 51 30,admi.cmas@ville-troyes.fr,https://www.ville-troyes.fr/au-quotidien/bien-vieillir/se-loger/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Troyes, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Aube (10),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/aube-10/troyes-10000/residence-autonomie-les-chevrefeuilles/100000470,2025-12-19,personnes_agees
"Résidence autonomie Les Érables Les Noës-près-Troyes, AUBE",Les Noes Pres Troyes,10420,Centre municipal d'action sociale,33 rue Millard,03 25 74 80 73,rpa.leserables@orange.fr,https://www.ville-troyes.fr/au-quotidien/bien-vieillir/se-loger/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Les Noes Pres Troyes, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Aube (10),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/aube-10/les-noes-pres-troyes-10420/residence-autonomie-les-erables/100002310,2025-12-19,personnes_agees
"Résidence autonomie Les Mésanges Saint-Parres-lès-Vaudes, AUBE",Saint Parres Les Vaudes,10260,Syndicat I,11 rue des Pommiers,03 25 40 91 55,direction.mesanges@orange.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=100003581,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Saint Parres Les Vaudes, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Aube (10),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/aube-10/saint-parres-les-vaudes-10260/residence-autonomie-les-mesanges/100003581,2025-12-19,personnes_agees
Résidence autonomie Les Ormes,Troyes,10000,Centre municipal d'action sociale,2 rue Andre Mutter,03 25 80 89 08,rpa.lesormes@orange.fr,https://www.ville-troyes.fr/au-quotidien/bien-vieillir/se-loger/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Troyes, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Aube (10),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/aube-10/troyes-10000/residence-autonomie-les-ormes/100002328,2025-12-19,personnes_agees
"Résidence autonomie Saint-Roch Nogent-sur-Seine, AUBE",Nogent sur-Seine,10400,CCAS,1 rue du Champ Mouzard,03 25 39 80 59,residence.st.roch@nogentsurseine.fr,https://www.nogentsurseine.fr/famille-solidarites/le-centre-communal-daction-sociale-ccas/la-residence-autonomie-saint-roch,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Nogent sur-Seine, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Aube (10),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/aube-10/nogent-sur-seine-10400/residence-autonomie-saint-roch/100002112,2025-12-19,personnes_agees
Résidence Services Carré Madeleine,Troyes,10000,Ovelia,6 Rue du Ravelin,03 53 72 00 13,,https://www.ovelia.fr/residences-seniors/troyes-carre-madeleine,Résidence services seniors,residence,a_verifier,,10,pour-les-personnes-agees.gouv.fr,,personnes_agees
Habitat inclusif de LADAPT Aube,Troyes,10000,LADAPT,32 Rue Beau Tocquat,07 57 40 86 79,troyes@ladapt.net,https://www.ladapt.net/etablissement-service-est-aube,Habitat inclusif,habitat_partage,a_verifier,"**Présentation de l'Habitat inclusif de LADAPT Aube** L'Habitat inclusif de LADAPT Aube est un établissement situé à Troyes (10000), dans le département de l'Aube. Il propose un habitat inclusif pour les personnes en situation de handicap. **Gestionnaire et public accueilli** L'Habitat inclusif de LADAPT Aube est géré par LADAPT, une organisation spécialisée dans l'accompagnement et l'insertion des personnes en situation de handicap. L'établissement accueille des personnes en situation de handicap, proposant un accompagnement individualisé pour leur insertion sociale et professionnelle.",Aube (10),https://maboussoleaidants.fr/mes-solutions/habitat-alternatif-senior-handicap/10/10016263,2025-12-19,personnes_handicapees
