nom,commune,code_postal,gestionnaire,adresse_l1,telephone,email,site_web,sous_categories,habitat_type,eligibilite_avp,presentation,departement,source,date_extraction,public_cible
"Résidence autonomie Soleil du Montchaud Vénissieux, METROPOLE DE LYON",Venissieux,69200,CCAS,8 rue Georges Lyvet,04 78 70 50 01,aperrimbert@ville-venissieux.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=690788849,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Venissieux, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (69),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/metropole-de-lyon-69m/venissieux-69200/residence-autonomie-soleil-du-montchaud/690788849,2026-01-30,personnes_agees
"Résidence autonomie Les Colibris Bron, METROPOLE DE LYON",Bron,69500,CCAS,,04 78 41 04 95,ccas-secretariatresidence-ledouxville-bron@ville-bron.fr,https://www.has-sante.fr/jcms/8230_FicheESSMS/fr/foyer-soleil-les-colibris,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Bron, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (69),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/metropole-de-lyon-69m/bron-69500/residence-autonomie-les-colibris/690788708,2026-01-30,personnes_agees
Résidence autonomie Bonheur et bien-être,Tarare,69170,Bonheur et bien-être,2 rue de verdun,04 74 05 09 41,contact@bonheuretbienetre.com,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=690788294,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Tarare, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (69),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/rhone-69d/tarare-69170/residence-autonomie-bonheur-et-bien-etre/690788294,2026-01-30,personnes_agees
Résidence autonomie Soleil,Tarare,69170,Bonheur et bien-être,1 rue de verdun,04 74 05 09 41,contact@bonheuretbienetre.com,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=690788203,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Tarare, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (69),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/rhone-69d/tarare-69170/residence-autonomie-soleil/690788203,2026-01-30,personnes_agees
"Résidence autonomie Ambroise-Croizat Vaulx-en-Velin, METROPOLE DE LYON",Vaulx En Velin,69120,CCAS,88 chemin du Gabugy,04 78 80 92 55,residence.croizat@mairie-vaulxenvelin.fr,https://www.has-sante.fr/jcms/8076_FicheESSMS/fr/residence-autonomie-ambroise-croizat,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Vaulx En Velin, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (69),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/metropole-de-lyon-69m/vaulx-en-velin-69120/residence-autonomie-ambroise-croizat/690788591,2026-01-30,personnes_agees
"Résidence autonomie Saint Vincent Givors, METROPOLE DE LYON",Givors,69700,Fondation Partage et Vie,14 quai Robichon-Malgontier,04 78 73 03 26,saintvincent@fondationpartageetvie.org,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=690025234,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Givors, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (69),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/metropole-de-lyon-69m/givors-69700/residence-autonomie-saint-vincent/690025234,2026-01-30,personnes_agees
"Résidence autonomie Édouard Flandrin Décines-Charpieu, METROPOLE DE LYON",Decines Charpieu,69150,CCAS,21 rue Nansen,04 78 49 46 75,residenceflandrin@mairie-decines.fr,https://www.has-sante.fr/jcms/14804_FicheESSMS/fr/foyer-residence-e-flandrin,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Decines Charpieu, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (69),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/metropole-de-lyon-69m/decines-charpieu-69150/residence-autonomie-edouard-flandrin/690788112,2026-01-30,personnes_agees
Résidence autonomie Joie de vivre,Tarare,69170,Bonheur et bien-être,40 avenue Jean Jaurès,04 74 05 09 41,contact@bonheuretbienetre.com,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=690788260,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Tarare, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (69),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/rhone-69d/tarare-69170/residence-autonomie-joie-de-vivre/690788260,2026-01-30,personnes_agees
"Résidence autonomie Le Petit Bois Saint-Fons, METROPOLE DE LYON",Saint Fons,69190,CCAS,23 avenue Albert Thomas,04 78 70 56 54,nmunyarukato@saint-fons.fr,https://www.saint-fons.fr/ACTION-SOCIALE/5316/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Saint Fons, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (69),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/metropole-de-lyon-69m/saint-fons-69190/residence-autonomie-le-petit-bois/690788534,2026-01-30,personnes_agees
"Résidence autonomie Marie Lyan Caluire-et-Cuire, METROPOLE DE LYON",Caluire Et Cuire,69300,CCAS,3 impasse du Collège,04 78 08 00 21,l.cottaz@ville-caluire.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=690788096,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Caluire Et Cuire, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (69),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/metropole-de-lyon-69m/caluire-et-cuire-69300/residence-autonomie-marie-lyan/690788096,2026-01-30,personnes_agees
