nom,commune,code_postal,gestionnaire,adresse_l1,telephone,email,site_web,sous_categories,habitat_type,eligibilite_avp,presentation,departement,source,date_extraction,public_cible
Résidence autonomie Les Marronniers,Mouzon,08210,CCAS,3 avenue Moulin Lavigne,03 24 26 15 34,ccasmouzon@orange.fr,https://www.mouzon.fr/famille-et-solidarite/residence-les-marronniers/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Mouzon, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (08),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/ardennes-08/mouzon-08210/residence-autonomie-les-marronniers/080005374,2026-01-29,personnes_agees
"Résidence autonomie Les Sorbiers Charleville-Mézières, ARDENNES",Charleville Mezieres,08000,RESIDEIS,19 rue des Mésanges,03 24 37 07 05,residence.lessorbiers@resideis.fr,https://www.sivom-bethunois.fr/index.php/social/residences/sorbiers/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Charleville Mezieres, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (08),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/ardennes-08/charleville-mezieres-08000/residence-autonomie-les-sorbiers/080005903,2026-01-29,personnes_agees
Résidence autonomie Mac Donald,Sedan,08200,CCAS,7 rue Jules Clin,03 24 27 73 50,ccas@ville-sedan.fr,https://sedan.fr/equipment/residence-mac-donald/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Sedan, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (08),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/ardennes-08/sedan-08200/residence-autonomie-mac-donald/080003213,2026-01-29,personnes_agees
"Résidence autonomie Les Jardins de la Côme Vivier-au-Court, ARDENNES",Vivier Au Court,08440,ADAPAH,1 rue du Cercle,03 24 37 86 97,contact@adapah08.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=080008196,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Vivier Au Court, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (08),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/ardennes-08/vivier-au-court-08440/residence-autonomie-les-jardins-de-la-come/080008196,2026-01-29,personnes_agees
HOME | Global axe,Charleville-,08000,,31 Avenue Charles de Gaulle,,,https://dora.inclusion.gouv.fr/services/global-axe-home-habiter-oui-mai,Habitat inclusif,habitat_partage,a_verifier,"HOME | Global axe est un habitat inclusif situé à Charleville-Mézières, dans le département des Ardennes. Il est géré par l'établissement HOME | Global axe. Ce type d'établissement accueille des personnes bénéficiaires de l'Allocation Adulte Handicapé (AAH), des personnes en situation de handicap, ainsi que des bénéficiaires de la Prestation Compensation Handicap transport (PCH). Les critères d'admission incluent la reconnaissance de la Commission des Droits et de l'Autonomie pour les Personnes Handicapées (CDAPH) et la nécessité de changer de logement ou d'en trouver un nouveau.",Ardennes (08),https://dora.inclusion.gouv.fr/services/global-axe-home-habiter-oui-mai,2026-01-29,personnes_agees
DiversiTOIT habitat Inclusif,Revin,08500,EPAJ,,,,,Habitat inclusif,habitat_partage,a_verifier,"DiversiTOIT habitat Inclusif est un habitat inclusif situé à Revin, dans le département des Ardennes. Il offre un environnement convivial et sécurisé pour les personnes en situation de handicap. Géré par l'établissement DiversiTOIT habitat Inclusif, cet établissement accueille des personnes en situation de handicap, leur offrant un soutien et une assistance adaptés à leurs besoins. Le but de DiversiTOIT habitat Inclusif est de promouvoir l'autonomie et l'inclusion des personnes accueillies.",Ardennes (08),https://www.diversitoit.fr/habitat-inclusif-revin-vallee-meuse.php,2026-01-29,personnes_handicapees
Maison partagée Charleville-Mézières,Charleville-Mézières,08000,Ages & Vie,"14 A, B, C, D RUE DE L’ILE SAINT JEAN",0801 07 08 09,,https://agesetvie.com/maisons-partagees/grand-est/ardennes-08/charleville-mezieres-08000/maisons-partagees-charleville-mezieres,Colocation avec services,habitat_partage,non_eligible,"La Maison partagée Charleville-Mézières est une colocation avec services située à Charleville-Mézières, dans le département des Ardennes. Cette maison partagée offre un cadre de vie agréable et convivial, avec des structures à taille humaine et un environnement sécurisé. Gérée par l'établissement Maison partagée Charleville-Mézières, cette maison accueille des personnes âgées qui cherchent un hébergement de qualité et des services adaptés à leurs besoins.",Ardennes (08),https://agesetvie.com/maisons-partagees/grand-est/ardennes-08,2026-01-29,personnes_agees
Maison partagée Rimogne,Rimogne,08150,Ages & Vie,98 RUE RENÉ PETIT,0801 07 08 09,,https://agesetvie.com/maisons-partagees/grand-est/ardennes-08/rimogne-08150/maisons-partagees-rimogne,Colocation avec services,habitat_partage,non_eligible,"La Maison partagée Rimogne est une colocation avec services située à Rimogne, dans le département des Ardennes. Cette maison partagée est gérée par l'établissement Maison partagée Rimogne. La Maison partagée Rimogne accueille des personnes âgées qui cherchent une solution de vie en communauté, entre le domicile individuel et la maison de retraite. Les locataires bénéficient d'une ambiance familiale et d'un suivi attentif du personnel.",Ardennes (08),https://agesetvie.com/maisons-partagees/grand-est/ardennes-08,2026-01-29,personnes_agees
Maison partagée Les Hautes-Rivières,Les Hautes-Rivières,08800,Ages & Vie,29 RUE DE LINCHAMPS,0801 07 08 09,,https://agesetvie.com/maisons-partagees/grand-est/ardennes-08/les-hautes-rivieres-08800/maisons-partagees-les-hautes-rivieres,Colocation avec services,habitat_partage,non_eligible,"Maison partagée Les Hautes-Rivières est une colocation avec services située à Les Hautes-Rivières, dans le département des Ardennes. Cette maison partagée est gérée par l'établissement Maison partagée Les Hautes-Rivières. Cette maison partagée accueille les seniors en perte d'autonomie, offrant une solution de proximité entre le domicile individuel et la maison de retraite. Les résidents peuvent continuer à mener leur vie de manière autonome, avec la possibilité de recevoir des soins et des aides adaptés à leurs besoins.",Ardennes (08),https://agesetvie.com/maisons-partagees/grand-est/ardennes-08,2026-01-29,personnes_agees
Maison partagée Ages & Vie Floing,Floing,08200,Ages & Vie,12 RUE DU 29 AOÛT 1944,0801 07 08 09,,https://agesetvie.com/maisons-partagees/grand-est/ardennes-08/floing-08200/maisons-partagees-floing,Colocation avec services,habitat_partage,non_eligible,"Maison partagée Ages & Vie Floing est une colocation avec services située à Floing, dans le département des Ardennes. Cette maison partagée est gérée par l'établissement Maison partagée Ages & Vie Floing. La maison accueille des personnes âgées, qui bénéficient d'un environnement convivial et sécurisé. Les résidents peuvent profiter de services tels que des sorties, des animations et un personnel bienveillant et professionnel. Les commentaires des résidents suggèrent que la maison propose un environnement favorable à la convivialité et à la sécurité, avec un personnel attentif et à l'écoute.",Ardennes (08),https://agesetvie.com/maisons-partagees/grand-est/ardennes-08/floing-08200/maisons-partagees-floing,2026-01-29,personnes_agees
