nom,commune,code_postal,gestionnaire,adresse_l1,telephone,email,site_web,sous_categories,habitat_type,eligibilite_avp,presentation,departement,source,date_extraction,public_cible
"Résidence autonomie Gaston Grinbaum Vigneux-sur-Seine, ESSONNE",Vigneux sur-Seine,91270,CCAS,92 rue Gaston Grinbaum,01 69 40 10 20,rpagrinbaum@vigneux91.fr,http://www.mairie-vigneux-sur-seine.fr/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Vigneux sur-Seine, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (91),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/essonne-91/vigneux-sur-seine-91270/residence-autonomie-gaston-grinbaum/910801059,2026-01-10,personnes_agees
Résidence Services Debussy,Saint-Michel-sur-Orge,91240,Univi,18 Rue Debussy,01 60 15 82 44,,https://www.univi.fr/etablissement/debussy-copie-2/,Résidence services seniors,residence,a_verifier,"Résidence Services Debussy est une résidence services seniors située à Saint-Michel-sur-Orge, dans le département des Yvelines. Elle est implantée au 18 Rue Debussy, 91240 Saint-Michel-sur-Orge. Cette résidence est gérée par l'établissement Résidence Services Debussy. Elle accueille des personnes âgées autonomes ou nécessitant une aide pour leur quotidien. Les services proposés par la Résidence Services Debussy incluent des activités récréatives, des soins de santé et des services de soutien pour les résidents.",91,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Templitudes Parc Clause,Brétigny-sur-Orge,91220,Domusvi,20 Rue du Bois de Châtres,01 69 88 62 50,,https://www.domusvi.com/residences-seniors/essonne-91/les-templitudes-parc-clause,Résidence services seniors,residence,a_verifier,"Résidence Services Les Templitades Parc Clause est une résidence pour seniors située à Brétigny-sur-Orge, dans le département de l'Essonne. Cette établissement propose des services de qualité pour les personnes âgées. Géré par l'établissement Résidence Services Les Templitades Parc Clause, ce lieu accueille les personnes âgées qui cherchent un environnement convivial et sécurisé. Les résidents bénéficient d'une attention personnalisée et d'une prise en charge adaptée à leurs besoins.",91,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Templitudes Les Moulins de l'Orge,Dourdan,91410,Domusvi,16 Avenue d’Etampes,01 60 83 68 68,,https://www.domusvi.com/residences-seniors/essonne-91/les-templitudes-les-moulins-de-lorge,Résidence services seniors,residence,a_verifier,"Résidence Services Les Templitades Les Moulins de l'Orge est une résidence services seniors située à Dourdan, dans le département des Essonne. Cette établissement offre un environnement convivial et sécurisé pour les personnes âgées. Géré par l'établissement Résidence Services Les Templitades Les Moulins de l'Orge, cette résidence accueille les seniors qui souhaitent bénéficier d'une vie autonome tout en bénéficiant de services de soutien et d'accompagnement. Les résidents peuvent ainsi profiter d'une vie sociale active et de loisirs variés.",91,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Nahoma de,Massy,91300,Nahoma,7 Allée Louis Blériot,01 40 78 15 15,,https://www.nahoma.fr/,Résidence services seniors,residence,a_verifier,"Résidence Services Nahoma de Massy est un établissement de type résidence services seniors situé dans la commune de Massy, dans le département des Hauts-de-Seine, au 7 Allée Louis Blériot. Géré par l'établissement Résidence Services Nahoma de, ce lieu accueille des personnes âgées qui souhaitent bénéficier d'une vie autonome tout en bénéficiant de services de soutien. La résidence est conçue pour offrir un environnement convivial et sécurisé, permettant aux résidents de maintenir leur indépendance tout en bénéficiant de l'aide nécessaire.",91,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services,Montgeron,91230,Villabeausoleil,1 Rue d'Eschborn,01 85 12 10 12,,https://www.villabeausoleil.com/villa/residence-services-seniors/montgeron,Résidence services seniors,residence,a_verifier,"La Résidence Services est un établissement de résidence services seniors situé à Montgeron, dans le département de l'Essonne. Cette résidence propose 131 appartements conçus pour répondre aux besoins des seniors. La Résidence Services est gérée par l'établissement Résidence Services. Elle accueille des personnes âgées souhaitant bénéficier d'un environnement convivial et sécurisé. Les résidents peuvent profiter d'une conciergerie et d'une proximité avec les commerces et les services de proximité.",91,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Jardins d'Arcadie -,Saint-Michel-sur-Orge,91240,Jardins-Arcadie,21bis Rue de Liers,01 69 51 77 77,,https://jardins-arcadie.fr/residence/residence-seniors-de-saint-michel-sur-orge,Résidence services seniors,residence,a_verifier,"Résidence Services Les Jardins d'Arcadie est une résidence services seniors située à Saint-Michel-sur-Orge, dans le département de l'Essonne. Cette établissement est géré par l'établissement Résidence Services Les Jardins d'Arcadie -. Cette résidence accueille des personnes âgées autonomes ou nécessitant une aide pour leur quotidien. Les résidents bénéficient d'un environnement convivial et sécurisé, avec des équipements adaptés à leurs besoins. Les Jardins d'Arcadie propose des services de soins, d'entretien personnel et de soutien pour les activités quotidiennes.",91,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Saint-Jacques,Boutigny-sur-Essonne,91820,Residence-Saint-Jacques,3 Rue de Cheval Rue,01 69 90 66 99,,https://residence-saint-jacques.com/,Résidence services seniors,residence,a_verifier,"Résidence Services Saint-Jacques est une résidence services seniors située à Boutigny-sur-Essonne, dans le département de l'Essonne. Cette établissement est géré par l'établissement Résidence Services Saint-Jacques. Cette résidence accueille les personnes âgées qui nécessitent une assistance pour leur quotidien. Les services proposés incluent une prise en charge médicale, une aide à la vie quotidienne et une surveillance médicale permanente. L'établissement dispose également d'une unité de soins de longue durée (USLD) et d'une unité d'hébergement pour personnes âgées dépendantes (EHPAD).",91,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Girandières de,Morangis,91420,Girandieres,Allée des Erables,01 69 74 92 38,,https://www.girandieres.com/residences-seniors/ile-de-france/morangis-322.html,Résidence services seniors,residence,a_verifier,"Résidence Services Les Girandières de Morangis est une résidence services seniors située à Morangis (91420), dans le département du Essonne (91). Géré par l'établissement Résidence Services Les Girandières de, cet établissement accueille les seniors en besoin d'aide pour maintenir leur autonomie. Les Girandières de Morangis propose des services adaptés aux besoins des personnes âgées, notamment des activités de loisirs, des soins de santé et des services d'aide à la vie quotidienne.",91,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services de,Marcoussis,91460,Clinalliance,Rue Moutard Martin,01 69 80 13 00,,https://www.clinalliance.fr/residences-seniors/nos-residences/marcoussis,Résidence services seniors,residence,a_verifier,"Résidence Services de Marcoussis est une résidence services seniors située à Marcoussis, dans le département des Essonne. Cette établissement est géré par l'établissement Résidence Services de. Résidence Services de Marcoussis accueille les personnes âgées qui nécessitent une aide pour maintenir leur autonomie. L'établissement propose des services adaptés aux besoins de ses résidents, notamment des soins de santé, des activités récréatives et des repas.",91,pour-les-personnes-agees.gouv.fr,,personnes_agees
