nom,commune,code_postal,gestionnaire,adresse_l1,telephone,email,site_web,sous_categories,habitat_type,eligibilite_avp,presentation,departement,source,date_extraction,public_cible
"Résidence autonomie Les Pavillons La Bastide-sur-l'Hers, ARIEGE",La Bastide sur-Lhers,09600,Association de la Lausada,,05 61 01 43 96,direction@lausada.com,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=090782293,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à La Bastide sur-Lhers, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (09),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/ariege-09/la-bastide-sur-lhers-09600/residence-autonomie-les-pavillons/090782293,2026-01-29,personnes_agees
Résidence autonomie Bleu Printemps,Varilhes,09120,CIAS,10 avenue Jacques Carrie,05 61 60 84 52,residence.autonomie@agglo-pfv.fr,https://www.agglo-foix-varilhes.fr/content/la-residence-autonomie-bleu-printemps-varilhes,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Varilhes, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (09),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/ariege-09/varilhes-09120/residence-autonomie-bleu-printemps/090000662,2026-01-29,personnes_agees
Famille Gouvernante,Saint Girons,09200,UDAF,,,,,Habitat inclusif,habitat_partage,a_verifier,"L'établissement Famille Gouvernante est un habitat inclusif situé à Saint Girons, dans le département de l'Ariège. Il offre un environnement de vie autonome et sécurisé à ses résidents. Géré par l'établissement Famille Gouvernante, cet établissement accueille des personnes âgées ou handicapées qui cherchent un soutien et une aide pour leur quotidien. Les résidents bénéficient d'une assistance personnalisée pour maintenir leur autonomie et leur qualité de vie.",Ariège (09),https://www.udaf09.fr/c/habitat-inclusif-famille-gouvernante-en-ariege,2026-01-29,personnes_agees
La maison d'Elisa&François,Verdun,09310,Association Verdun les arts,37 Chemin de Peyret,0670089890,,https://www.jeveuxaider.gouv.fr/organisations/24812-verdun-les-arts,Habitat inclusif,habitat_partage,a_verifier,"La maison d'Elisa&François est un habitat inclusif situé à Verdun, dans le département de l'Ariège. Cette communauté résidentielle accueille des personnes âgées et/ou en situation de handicap, offrant un environnement convivial et sécurisé. Géré par l'établissement La maison d'Elisa&François, ce lieu est conçu pour favoriser la solidarité et l'insertion sociale. Les locataires bénéficient d'un accès à des services de santé et de produits locaux, ainsi que d'activités douces encourageant une alimentation saine et un mode de vie respectueux de l'environnement.",Ariège (09),https://www.habitatdescommuns.org/projet/h/la-maison-d-elisa-francois.html,2026-01-29,personnes_agees
Habitat inclusif - Sated09,Pamiers,09100,Sated09,rue des Landes,,,https://sated09.fr/projets/habitat-inclusif/,Habitat inclusif,habitat_partage,a_verifier,"Habitat inclusif - Sated09 est un établissement situé à Pamiers (09100), dans le département de l'Ariège. Il s'agit d'un habitat inclusif, conçu pour accueillir des personnes âgées et des personnes avec un Trouble du Spectre de l'Autisme (TSA). Géré par l'établissement Habitat inclusif - Sated09, ce lieu propose un environnement adapté et sécurisé, composé de 10 logements de type T2 indépendants, associés à des espaces de vie partagée. Le projet est animé par un projet de vie sociale et partagé, qui vise à favoriser l'inclusion et la convivialité entre les habitants.",Ariège (09),https://sated09.fr/projets/habitat-inclusif/,2026-01-29,personnes_handicapees
Domaine de la Vernoune,Montaut,09700,,"La Vernoune, 09700 Montaut",+33 5 61 68 40 39,,https://www.domainedemontaut.net/,Habitat inclusif,habitat_partage,a_verifier,"Domaine de la Vernoune est un habitat inclusif situé dans la commune de Montaut, dans le département de l'Ariège. Géré par l'établissement Domaine de la Vernoune, cet établissement offre un environnement naturel et ressourçant pour les personnes qui y séjournent. Le Domaine de Montaut accueille des personnes de tous âges et besoins, proposant des services adaptés à leurs besoins. Les activités proposées incluent des balades à cheval, des cours et des randonnées dispensés par des moniteurs qualifiés.",Ariège (09),https://www.maison-familiale-seniors-vernoune.fr/,2026-01-29,personnes_agees
Maison partagée à destination des séniors et des personnes en situation de handicap,Seix,09140,,,,contact@maisondouce.fr,https://lesmaisonsdouces.fr/,Habitat inclusif,habitat_partage,a_verifier,"Maison partagée à destination des séniors et des personnes en situation de handicap, située dans la commune de Seix, dans le département de l'Ariège. Cette maison partagée offre un environnement inclusif et accueillant, permettant aux résidents de vivre dans un espace privé de 30m2, avec coin salon, coin chambre, salle d'eau et WC. Géré par l'établissement Maison partagée à destination des séniors et des personnes en situation de handicap, cet établissement accueille les séniors et les personnes en situation de handicap.",Ariège (09),https://lesmaisonsdouces.fr/,2026-01-29,personnes_handicapees
Maison ou Habitat Partagé pour Retraités,Troye-d'Ariège,09500,,,,,https://www.villesetvillagesouilfaitbonvivre.com/vivre-a-Troye-d'Ari%C3%A8ge-09500/09316/09,Habitat inclusif,habitat_partage,a_verifier,"Maison ou Habitat Partagé pour Retraités est un établissement d'hébergement inclusif situé à Troye-d'Ariège, dans le département de l'Ariège.",Ariège (09),https://www.colocation-adulte.fr/colocation-senior-a-troye-d-ariege/colocataires-seniors,2026-01-29,personnes_agees
Une maison partagée pour personnes âgées,Saint-Jean-du-Falga,09100,,2 rue Foun Rouge,05 34 01 91 00,,https://www.adsea09.org/project/loustal-maison-partagee/,Habitat inclusif,habitat_partage,a_verifier,"Une maison partagée pour personnes âgées est située à Saint-Jean-du-Falga, dans le département de l'Ariège. Elle est implantée au 2 rue Foun Rouge et peut être contactée au 05 34 01 91 00. Géré par l'établissement Une maison partagée pour personnes âgées, cet établissement accueille des personnes âgées. Le site officiel mentionne également l'existence d'un EHPAD des Sources, situé à proximité, au même adresse. L'établissement propose des services et activités spécifiques, notamment ceux mentionnés sur le site officiel de l'Oustal – Maison Partagée, membre de l'ADSEA09.",Ariège (09),https://france3-regions.franceinfo.fr/occitanie/ariege/foix/maison-partagee-personnes-agees-saint-jean-du-falga-ariege-1508959.html,2026-01-29,personnes_agees
Habitat partagé – Verdun les arts,Verdun,09000,,,,,https://www.union-habitat.org/index.php/lab-habitat/recherche?f%5B0%5D=natures%3A1429&f%5B1%5D=natures%3A1441&f%5B2%5D=natures%3A1442&f%5B3%5D=natures%3A1444&f%5B4%5D=natures%3A1547&f%5B5%5D=natures%3A1548&f%5B6%5D=region%3A50&page=1,Habitat inclusif,habitat_partage,a_verifier,"Habitat partagé – Verdun les arts est un établissement inclusif situé à Verdun, dans le département de l'Ariège. Il offre un habitat adapté aux besoins de ses résidents, favorisant la convivialité et la solidarité. Géré par l'établissement Habitat partagé – Verdun les arts, cet établissement accueille des personnes en situation de précarité ou de vulnérabilité, offrant ainsi un soutien et un accompagnement pour leur insertion sociale et professionnelle. Il s'inscrit dans le cadre du projet Lab Habitat Search, qui vise à promouvoir l'inclusion et la mixité sociale dans les quartiers.",Ariège (09),https://verdunlesarts.org/index.php/a-propos-de/,2026-01-29,personnes_agees
Maison d'Alliance de Pamiers,Pamiers,09100,,7 rue du Rempart Touronc,04 48 07 23 60,,https://www.maisonalliance.fr/maisons-alliance/maison-dalliance-saint-antonin-pamiers,Habitat inclusif,habitat_partage,a_verifier,"La Maison d'Alliance de Pamiers est un établissement d'hébergement inclusif situé dans la charmante ville de Pamiers, en Ariège. Cette maison d'alliance se trouve au sein de la Maison des Oeuvres, en plein centre-ville, à proximité de la chapelle de la Maison diocésaine. Géré par l'établissement Maison d'Alliance de Pamiers, ce lieu accueille des personnes âgées, des personnes handicapées et des personnes en situation de précarité. La maison d'alliance compte 19 logements, dont 6 de type 1 (T1), 12 de type 2 (T2) et 1 de type 3 (T3), offrant des surfaces allant de 29m2 à 70m2.",Ariège (09),https://www.papyhappy.fr/etablissement-beguinage/ariege-09/pamiers/maison-d-alliance-de-pamiers,2026-01-29,personnes_agees
