nom,commune,code_postal,gestionnaire,adresse_l1,telephone,email,site_web,sous_categories,habitat_type,eligibilite_avp,presentation,departement,source,date_extraction,public_cible
Résidence autonomie L'Âge d'Or,Noyon,60400,CCAS,24 rue de Belfort,03 44 93 06 68,,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=600109631,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Noyon, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (60),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/oise-60/noyon-60400/residence-autonomie-lage-dor/600109631,2025-12-19,personnes_agees
"Résidence autonomie L'Âge d'Or Pont-Sainte-Maxence, OISE",Pont Sainte Maxence,60700,CCAS,1 rue de la Paix,03 44 72 47 75,ccas@pontsaintemaxence.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=600103253,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Pont Sainte Maxence, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (60),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/oise-60/pont-sainte-maxence-60700/residence-autonomie-lage-dor/600103253,2025-12-19,personnes_agees
Résidence autonomie Aurélie Leroy,Creil,60100,CCAS,1 rue du docteur Schweitzer,03 44 25 77 68,viedesseniors@mairie-creil.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=600103212,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Creil, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (60),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/oise-60/creil-60100/residence-autonomie-aurelie-leroy/600103212,2025-12-19,personnes_agees
"Résidence autonomie Beauséjour Méru, OISE",Meru,60110,CCAS,1 rue François Vallet,03 44 52 34 16,flanguedoc@ville-meru.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=600105407,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Meru, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (60),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/oise-60/meru-60110/residence-autonomie-beausejour/600105407,2025-12-19,personnes_agees
Résidence autonomie Le Bosquet,Beauvais,60000,CCAS,20 rue de Gascogne,03 44 79 39 50,nnaessens@beauvais.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=600103279,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Beauvais, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (60),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/oise-60/beauvais-60000/residence-autonomie-le-bosquet/600103279,2025-12-19,personnes_agees
Résidence autonomie Brichebay,Senlis,60300,Résid'Oise,57 rue de Brichebay,03 44 72 29 98,contact@lacompassion.fr,https://www.lacompassion.fr/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Senlis, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (60),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/oise-60/senlis-60300/residence-autonomie-brichebay/600110381,2025-12-19,personnes_agees
Résidence autonomie Chantereine,Breteuil,60120,Association La Compassion,1 rue Chantereine,03 44 14 06 66,contact@lacompassion.fr,https://www.lacompassion.fr/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Breteuil, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (60),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/oise-60/breteuil-60120/residence-autonomie-chantereine/600009542,2025-12-19,personnes_agees
Résidence autonomie La Clé des Champs,Beauvais,60000,CCAS,51 rue Arnaud Bisson,03 44 45 42 40,dfromentin@beauvais.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=600011118,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Beauvais, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (60),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/oise-60/beauvais-60000/residence-autonomie-la-cle-des-champs/600011118,2025-12-19,personnes_agees
Résidence autonomie Le Clos du Censé,Clermont,60600,CCAS,36 rue de Fay,03 44 50 67 25,rpaclermont@orange.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=600106132,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Clermont, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (60),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/oise-60/clermont-60600/residence-autonomie-le-clos-du-cense/600106132,2025-12-19,personnes_agees
"Résidence autonomie Le Côteau des Coquelicots Nogent-sur-Oise, OISE",Nogent sur-Oise,60180,CCAS,30 avenue Saint-Exupéry,03 44 71 84 06,rpa@nogentsuroise.fr,https://www.nogentsuroise.fr/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Nogent sur-Oise, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (60),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/oise-60/nogent-sur-oise-60180/residence-autonomie-le-coteau-des-coquelicots/600103170,2025-12-19,personnes_agees
