nom,commune,code_postal,gestionnaire,adresse_l1,telephone,email,site_web,sous_categories,habitat_type,eligibilite_avp,presentation,departement,source,date_extraction,public_cible
Résidence de l'Arc,Tournus,71700,Réseau APA 71,,03 85 32 10 07,isabelle.desbois@domissol.asso.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=710970427,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Tournus, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (71),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/saone-et-loire-71/tournus-71700/residence-de-larc/710970427,2025-12-29,personnes_agees
Résidence autonomie aux Sept Fontaines,Givry,71640,CCAS,10 boulevard de Metz,03 85 44 41 45,7fontaines@mairiedegivry.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=710972837,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Givry, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (71),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/saone-et-loire-71/givry-71640/residence-autonomie-aux-sept-fontaines/710972837,2025-12-29,personnes_agees
Résidence autonomie le Belvédère,Chauffailles,71170,CCAS,55 rue Antonin Achaintre,03 85 84 63 19,rpa.chauffailles@gmail.com,http://www.chauffailles.fr/residence-le-belvedere.html,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Chauffailles, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (71),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/saone-et-loire-71/chauffailles-71170/residence-autonomie-le-belvedere/710785478,2025-12-29,personnes_agees
Résidence autonomie Benetin,Cluny,71250,CCAS,,03 85 59 17 44,direction.polesocial@cluny.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=710785486,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Cluny, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (71),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/saone-et-loire-71/cluny-71250/residence-autonomie-benetin/710785486,2025-12-29,personnes_agees
"Résidence autonomie du Champ Saunier Étang-sur-Arroux, SAONE-ET-LOIRE",Etang sur-Arroux,71190,CCAS,,03 85 82 27 34,,https://www.opacsaoneetloire.fr/location/le-logement-senior-a-l-opac-saone-et-loire,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Etang sur-Arroux, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (71),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/saone-et-loire-71/etang-sur-arroux-71190/residence-autonomie-du-champ-saunier/710972845,2025-12-29,personnes_agees
"Résidence autonomie Cité Fleurie Crêches-sur-Saône, SAONE-ET-LOIRE",Creches sur-Saone,71680,CCAS,165 rue de la Cité Fleurie,06 25 25 58 43,residenceautonomie-citefleurie@creches-sur-saone.com,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=710972647,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Creches sur-Saone, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (71),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/saone-et-loire-71/creches-sur-saone-71680/residence-autonomie-cite-fleurie/710972647,2025-12-29,personnes_agees
Résidence autonomie La Couronne Le,Le Creusot,71200,Office Public de l'Habitat,2 rue de la Couronne,03 85 32 23 01,nathalie.taupenot-crance@opacsaoneetloire.fr,https://www.opacsaoneetloire.fr/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Le Creusot, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (71),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/saone-et-loire-71/le-creusot-71200/residence-autonomie-la-couronne/710975095,2025-12-29,personnes_agees
Résidence autonomie Croix-Blanche,Autun,71400,Fondation Partage et Vie,17 rue de la Croix Blanche,03 85 86 93 00,levillagedelacroixblanche@fondationpartageetvie.org,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=710940172,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Autun, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (71),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/saone-et-loire-71/autun-71400/residence-autonomie-croix-blanche/710940172,2025-12-29,personnes_agees
"Résidence autonomie l'Esquilin Chalon-sur-Saône, SAONE-ET-LOIRE",Chalon sur-Saone,71100,CCAS,5 rue Colette,03 85 41 52 36,chantal.colmard@chalonsursaone.fr,https://www.has-sante.fr/jcms/6117_FicheESSMS/fr/fl-chalon-sur-saone-l-esquilin,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Chalon sur-Saone, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (71),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/saone-et-loire-71/chalon-sur-saone-71100/residence-autonomie-lesquilin/710972902,2025-12-29,personnes_agees
Résidence autonomie La Fougeraie,Digoin,71160,CCAS,,03 85 53 00 42,ccas.digoin@orange.fr,https://www.digoin.fr/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Digoin, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (71),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/saone-et-loire-71/digoin-71160/residence-autonomie-la-fougeraie/710785502,2025-12-29,personnes_agees
