nom,commune,code_postal,gestionnaire,adresse_l1,telephone,email,site_web,sous_categories,habitat_type,eligibilite_avp,presentation,departement,source,date_extraction,public_cible
"Résidence autonomie Eugénie Cotton Grand-Couronne, SEINE-MARITIME",Grand Couronne,76530,CCAS,17 rue Pasteur,02 35 67 73 81,ra.eugeniecotton@ville-grandcouronne.fr,https://www.has-sante.fr/jcms/6517_FicheESSMS/fr/residence-eugenie-cotton,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Grand Couronne, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (76),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/seine-maritime-76/grand-couronne-76530/residence-autonomie-eugenie-cotton/760791616,2026-01-07,personnes_agees
"Résidence autonomie La Fontaine Bois-Guillaume, SEINE-MARITIME",Bois Guillaume,76230,CCAS,50 sente des Planchettes,02 35 12 24 76,fontaine.direction@arpavie.fr,https://www.arpavie.fr/residence/residence-la-fontaine,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Bois Guillaume, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (76),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/seine-maritime-76/bois-guillaume-76230/residence-autonomie-la-fontaine/760791095,2026-01-07,personnes_agees
"Résidence autonomie Gaston Marest Fécamp, SEINE-MARITIME",Fecamp,76400,CCAS,27 rue des Renelles,06 30 38 52 01,gaston.marest@ville-fecamp.fr,https://www.ville-fecamp.fr/mon-quotidien/solidarites/ccas/pole-autonomie/residence-autonomie/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Fecamp, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (76),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/seine-maritime-76/fecamp-76400/residence-autonomie-gaston-marest/760801316,2026-01-07,personnes_agees
Résidence autonomie Georges de Beaurepaire,Pavilly,76570,CCAS,,02 32 94 52 07,anneclaire.appere@pavilly.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=760801902,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Pavilly, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (76),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/seine-maritime-76/pavilly-76570/residence-autonomie-georges-de-beaurepaire/760801902,2026-01-07,personnes_agees
"Résidence autonomie Gérard Tertre Arelaune-en-Seine, SEINE-MARITIME",Arelaune En Seine,76940,CCAS,1 place Henri Malou,02 35 77 57 80,,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=760801977,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Arelaune En Seine, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (76),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/seine-maritime-76/arelaune-en-seine-76940/residence-autonomie-gerard-tertre/760801977,2026-01-07,personnes_agees
"Résidence autonomie Germaine Coty Étretat, SEINE-MARITIME",Etretat,76790,CCAS,21 rue Guy de Maupassant,02 35 27 05 06,rpagcoty@orange.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=760791269,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Etretat, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (76),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/seine-maritime-76/etretat-76790/residence-autonomie-germaine-coty/760791269,2026-01-07,personnes_agees
Résidence autonomie Germaine Coty,Duclair,76480,CCAS,,02 35 05 91 53,ccas@duclair.fr,http://www.duclair.fr,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Duclair, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (76),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/seine-maritime-76/duclair-76480/residence-autonomie-germaine-coty/760791236,2026-01-07,personnes_agees
"Résidence autonomie Gustave Flaubert Le Petit-Quevilly, SEINE-MARITIME",Le Petit Quevilly,76140,CCAS,,02 35 73 14 20,,https://www.petit-quevilly.fr/pages-pratiques/horaires-et-contact,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Le Petit Quevilly, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (76),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/seine-maritime-76/le-petit-quevilly-76140/residence-autonomie-gustave-flaubert/760791467,2026-01-07,personnes_agees
"Résidence autonomie Guy de Maupassant Gruchet-le-Valasse, SEINE-MARITIME",Gruchet Le Valasse,76210,Séminor Fécamp,2 rue du docteur Gernez,02 35 31 66 87,rpa@seminor.fr,https://www.seminor.fr/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Gruchet Le Valasse, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (76),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/seine-maritime-76/gruchet-le-valasse-76210/residence-autonomie-guy-de-maupassant/760805903,2026-01-07,personnes_agees
"Résidence autonomie Hôtel de Ville Fécamp, SEINE-MARITIME",Fecamp,76400,CCAS,13 rue Paul Bert,06 30 38 51 99,paulbert.hdv@ville-fecamp.fr,https://www.ville-fecamp.fr/mon-quotidien/solidarites/ccas/pole-autonomie/residence-autonomie/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Fecamp, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (76),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/seine-maritime-76/fecamp-76400/residence-autonomie-hotel-de-ville/760919381,2026-01-07,personnes_agees
