nom,commune,code_postal,gestionnaire,adresse_l1,telephone,email,site_web,sous_categories,habitat_type,eligibilite_avp,presentation,departement,source,date_extraction,public_cible
Résidence autonomie Alma Fontenoy,Roubaix,59100,CCAS,3 rue de la Grand Mère,03 20 36 86 36,flfontennoy@ccas-roubaix.fr,http://www.ville-roubaix.fr,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Roubaix, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (59),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/nord-59/roubaix-59100/residence-autonomie-alma-fontenoy/590790523,2026-01-15,personnes_agees
Résidence autonomie Ambroise-Croizat,Dunkerque,59430,Commune,2 rue Chanzy (Saint-Pol-sur-Mer),03 28 27 23 56,raac@ville-saintpolsurmer.fr,https://www.has-sante.fr/jcms/6870_FicheESSMS/fr/logement-foyer-a-croizat,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Dunkerque, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (59),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/nord-59/dunkerque-59430/residence-autonomie-ambroise-croizat/590785002,2026-01-15,personnes_agees
"Résidence autonomie Arthur François Faches-Thumesnil, NORD",Faches Thumesnil,59155,CCAS,45 rue Henri Dillies,03 20 29 80 45,residence_afrancois@ville-fachesthumesnil.fr,http://www.ville-fachesthumesnil.fr,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Faches Thumesnil, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (59),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/nord-59/faches-thumesnil-59155/residence-autonomie-arthur-francois/590787958,2026-01-15,personnes_agees
Résidence autonomie Arthur Musmeaux,Raismes,59590,- SIVU Comité des âges du Pays Trithois,,03 27 23 70 00,foyer@ville-raismes.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=590796561,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Raismes, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (59),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/nord-59/raismes-59590/residence-autonomie-arthur-musmeaux/590796561,2026-01-15,personnes_agees
Résidence autonomie Beau Séjour,Auby,59950,CCAS,2 rue du Grand Marais,03 27 92 13 10,residencebeausejour@auby.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=590787909,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Auby, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (59),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/nord-59/auby-59950/residence-autonomie-beau-sejour/590787909,2026-01-15,personnes_agees
Résidence autonomie Beaumont,Roubaix,59100,CCAS,120 rue de Beaumont,03 20 75 16 25,flbeaumo@ccas-roubaix.fr,https://www.ville-roubaix.fr/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Roubaix, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (59),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/nord-59/roubaix-59100/residence-autonomie-beaumont/590788394,2026-01-15,personnes_agees
Résidence autonomie Le Béguinage,Gravelines,59820,CCAS,,03 28 23 14 75,accueil.beguinage@ville-gravelines.fr,https://www.ville-gravelines.fr/gravelines-pratique/les-annuaires/les-equipements/residence-autonomie-le-beguinage,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Gravelines, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (59),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/nord-59/gravelines-59820/residence-autonomie-le-beguinage/590786901,2026-01-15,personnes_agees
Résidence autonomie Bergson,Dunkerque,59240,Association Hestia,9 rue Racine (Dunkerque),03 28 63 80 38,hestia.dunkerque@gmail.com,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=590815973,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Dunkerque, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (59),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/nord-59/dunkerque-59240/residence-autonomie-bergson/590815973,2026-01-15,personnes_agees
"Résidence autonomie Carrefour de l'Amitié Vieux-Condé, NORD",Vieux Conde,59690,CCAS,218 rue Gustave Boucaut,03 27 38 00 22,carrefourdelamitie@wanadoo.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=590787925,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Vieux Conde, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (59),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/nord-59/vieux-conde-59690/residence-autonomie-carrefour-de-lamitie/590787925,2026-01-15,personnes_agees
Résidence autonomie Charles Vanel,Ostricourt,59162,Fondation Partage et Vie,,03 27 89 95 50,,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=590806998,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Ostricourt, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (59),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/nord-59/ostricourt-59162/residence-autonomie-charles-vanel/590806998,2026-01-15,personnes_agees
"Résidence autonomie La Chataigneraie Saint-Saulve, NORD",Saint Saulve,59880,Association Gestion Foyer Chataigneraie,,03 27 33 19 71,d.colas@chataigneraie.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=590788527,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Saint Saulve, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (59),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/nord-59/saint-saulve-59880/residence-autonomie-la-chataigneraie/590788527,2026-01-15,personnes_agees
Résidence autonomie Clairbois,Wasquehal,59290,Omeg'âge Gestion,30 rue Léon Jouhaux,03 20 45 30 00,accueil.clairbois@univi.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=590789970,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Wasquehal, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (59),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/nord-59/wasquehal-59290/residence-autonomie-clairbois/590789970,2026-01-15,personnes_agees
Résidence autonomie Le Clos du Bourg,Lambersart,59130,Association Gestion Française Clos,166 rue du Bourg,03 20 09 60 70,clos.du.bourg@wanadoo.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=590805404,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Lambersart, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (59),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/nord-59/lambersart-59130/residence-autonomie-le-clos-du-bourg/590805404,2026-01-15,personnes_agees
"Résidence autonomie Comtesse des Flandres Annœullin, NORD",Annoeullin,59112,AGEPA,2 boulevard Joliot Curie,03 20 85 56 87,comtesse.agepa@gmail.com,https://www.has-sante.fr/jcms/10935_FicheESSMS/fr/log-foyer-comtesse-de-flandres,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Annoeullin, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (59),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/nord-59/annoeullin-59112/residence-autonomie-comtesse-des-flandres/590787933,2026-01-15,personnes_agees
Résidence autonomie Daniel Sacleux,Seclin,59113,CCAS,,03 20 32 20 30,dir-sacleux@ville-seclin.fr,https://www.ville-seclin.fr,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Seclin, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (59),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/nord-59/seclin-59113/residence-autonomie-daniel-sacleux/590796645,2026-01-15,personnes_agees
"Résidence autonomie des Prés du Hem Armentières, NORD",Armentieres,59280,AFEJI Hauts-de-France,2 rue de Messines,03 20 77 00 81,respresduhem@afeji.org,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=590806667,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Armentieres, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (59),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/nord-59/armentieres-59280/residence-autonomie-des-pres-du-hem/590806667,2026-01-15,personnes_agees
"Résidence autonomie Domaine de la Rivière Marquette-lez-Lille, NORD",Marquette Lez Lille,59520,SAS Gestion Domaine de la Rivière,2 rue de Wambrechies,03 20 74 18 42,secretariat@ledomainedelariviere.fr,https://www.has-sante.fr/jcms/3641_FicheESSMS/fr/foyer-logement-domaine-de-la-riviere,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Marquette Lez Lille, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (59),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/nord-59/marquette-lez-lille-59520/residence-autonomie-domaine-de-la-riviere/590053070,2026-01-15,personnes_agees
