nom,commune,code_postal,gestionnaire,adresse_l1,telephone,email,site_web,sous_categories,habitat_type,eligibilite_avp,presentation,departement,source,date_extraction,public_cible
Résidence autonomie Jeanne Jugan,Amiens,80000,Petites soeurs des pauvres,15 rue Just Haüy,03 22 91 47 94,,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=800017279,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Amiens, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (80),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/somme-80/amiens-80000/residence-autonomie-jeanne-jugan/800017279,2026-01-30,personnes_agees
Résidence autonomie Louis Pasteur,Gamaches,80220,Séminor Fécamp,27 rue Pasteur,03 22 30 92 60,rpa@seminor.fr,https://www.seminor.fr/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Gamaches, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (80),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/somme-80/gamaches-80220/residence-autonomie-louis-pasteur/800005662,2026-01-30,personnes_agees
Résidence autonomie du Plateau des Villers,Quevauvillers,80710,Commune,18 rue Sainneville,03 22 90 87 70,marpa.des.villers@cc2so.fr,http://www.cc2so.fr,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Quevauvillers, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (80),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/somme-80/quevauvillers-80710/residence-autonomie-du-plateau-des-villers/800009656,2026-01-30,personnes_agees
Résidence autonomie Robert Page,Abbeville,80100,CCAS,8 rue Dumont,03 22 24 52 55,robertpage@abbeville.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=800003691,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Abbeville, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (80),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/somme-80/abbeville-80100/residence-autonomie-robert-page/800003691,2026-01-30,personnes_agees
"Résidence autonomie Les Tilleuls Ailly-sur-Noye, SOMME",Ailly sur-Noye,80250,Association Les Tilleuls,,03 22 41 04 03,contact.lestilleuls@fassic.org,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=800003717,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Ailly sur-Noye, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (80),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/somme-80/ailly-sur-noye-80250/residence-autonomie-les-tilleuls/800003717,2026-01-30,personnes_agees
"Résidence autonomie MARPA Feuquières-en-Vimeu, SOMME",Feuquieres En Vimeu,80210,Association Gestionnaire MARPA,2 rue Altiero Spinelli,03 22 26 76 47,,https://www.marpa.fr/contactez-nous/,MARPA,residence,a_verifier,"MARPA située à Feuquieres En Vimeu, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (80),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/somme-80/feuquieres-en-vimeu-80210/residence-autonomie-marpa/800019689,2026-01-30,personnes_agees
Résidence autonomie Les Châtaigniers,Combles,80360,AGMARPA de Combles,6 rue Neuve,03 22 85 15 15,combles@marpa-picardie.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=800014706,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Combles, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (80),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/somme-80/combles-80360/residence-autonomie-les-chataigniers/800014706,2026-01-30,personnes_agees
Résidence autonomie Les Tilleuls,Nouvion,80860,Association Gestion MARPA Canton,1 rue Neuve,03 22 23 42 75,marpa-nouvion@orange.fr,https://www.marpa.fr/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Nouvion, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (80),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/somme-80/nouvion-80860/residence-autonomie-les-tilleuls/800015513,2026-01-30,personnes_agees
Résidence autonomie MARPA Les Blés d'Or,Matigny,80400,Association de Gestion de,49 rue Nationale,03 22 87 29 74,matigny@marpa-picardie.fr,https://www.marpa.fr/,MARPA,residence,a_verifier,"MARPA située à Matigny, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (80),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/somme-80/matigny-80400/residence-autonomie-marpa-les-bles-dor/800018202,2026-01-30,personnes_agees
Résidence Services L'Aigrette Bleue,Abbeville,80100,Domitys,76 Boulevard de la Portelette,03 59 28 48 75,,https://www.domitys.fr/residence-services-senior/hauts-de-france/somme-80/abbeville-laigrette-bleue-80,Résidence services seniors,residence,a_verifier,,80,pour-les-personnes-agees.gouv.fr,,personnes_agees
