nom,commune,code_postal,gestionnaire,adresse_l1,telephone,email,site_web,sous_categories,habitat_type,eligibilite_avp,presentation,departement,source,date_extraction,public_cible
Résidence Services Saint Fargeau,Saint-Fargeau-Ponthierry,77310,Nahoma,22 Avenue de Fontainebleau,01 40 78 15 15,,https://www.nahoma.fr/,Résidence services seniors,residence,a_verifier,,77,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Senior Act',Montévrain,77144,Senioract,23 Avenue des Frênes,06 45 93 58 81,,https://www.senioract.fr/index.php,Résidence services seniors,residence,a_verifier,,77,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Senioriales de Nandy-Sénart,Nandy,77176,Senioriales,115 Avenue du Pavillon Bouret,05 62 47 94 94,,https://www.senioriales.com/louer/ile-de-france/senioriales-de-nandy-senart,Résidence services seniors,residence,a_verifier,,77,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Senioriales de,Pringy,77310,Senioriales,2 Rue Charles Philipe de Rigaud,05 62 47 94 94,,https://www.senioriales.com/louer/ile-de-france/senioriales-de-pringy,Résidence services seniors,residence,a_verifier,,77,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services,Serris,77700,Domitys,37 Cours du Danube,01 88 58 00 00,,https://www.domitys.fr/residence-services-senior/ile-de-france/seine-et-marne-77/serris-saria-77?at_campaign=serris&amp;at_medium=pm&amp;at_source=gmb&amp;utm_campaign=serris&amp;utm_medium=pm&amp;utm_source=gmb,Résidence services seniors,residence,a_verifier,,77,pour-les-personnes-agees.gouv.fr,,personnes_agees
Le Prieuré,Thomery,77810,,,,,https://www.maisondescultures.com/le-prieur%C3%A9,Habitat inclusif,habitat_partage,a_verifier,"Le Prieuré est un habitat inclusif situé à Thomery, dans le département de Seine-et-Marne. Ce site historique, appartenant au diocèse de Meaux, a été réaménagé pour accueillir des personnes en situation de handicap, âgées autonomes ou vulnérables sociales. Géré par l'établissement Le Prieuré, ce lieu accueille 15 personnes, ainsi que des activités pour un public extérieur, dans une idée de mixité, d'entraide, de partage et de lien avec le territoire.",Seine-et-Marne (77),https://www.maisondescultures.com/,2026-01-30,personnes_agees
Résidence Les Roses,Combs-la-Ville,77380,Trois Moulins Habitat,5 rue Pablo Picasso,01 64 13 45 15,,https://www.combs-la-ville.fr/vivre-ici/etre-accompagne/logements-sociaux,Habitat inclusif,habitat_partage,a_verifier,"Résidence Les Roses est un habitat inclusif situé à Combs-la-Ville, dans le département de Seine-et-Marne. L'établissement est géré par Trois Moulins Habitat et se trouve au 5 rue Pablo Picasso. Cette résidence accueille des personnes âgées ou handicapées, offrant un environnement convivial et sécurisé. Les résidents bénéficient d'une assistance et d'une prise en charge adaptées à leurs besoins. Résidence Les Roses propose des activités et services spécifiques, tels que des ateliers de loisirs et des soins de santé.",Seine-et-Marne (77),https://www.fti-fonciere.fr/residence-les-roses-a-combs-la-ville-77-un-exemple-dhabitat-inclusif-et-durable/,2026-01-30,personnes_agees
"La Maison, Habitat partagé",Chevry-Cossigny,77173,Okanni,2 rue Charles Pathé,,,https://www.okanni.fr/habitat-partage/la-maison-chevry-cossigny/,Habitat inclusif,habitat_partage,a_verifier,"La Maison, Habitat partagé, est un établissement d'hébergement inclusif situé à Chevry-Cossigny, dans le département de Seine-et-Marne. Il est géré par l'établissement La Maison, Habitat partagé. La Maison accueille 8 résidents âgés et 1 étudiant ou jeune actif, offrant à chacun un espace de vie privé indépendant ainsi qu'un accès à des espaces communs. Un personnel qualifié est présent au quotidien pour accompagner la communauté, notamment une auxiliaire de vie et une animatrice qui aident et veillent au bien-être des résidents.",Seine-et-Marne (77),https://www.okanni.fr/habitat-partage/la-maison-chevry-cossigny/,2026-01-30,personnes_agees
CetteFamille - Maison partagée Alzheimer de Fontains,Fontains,77370,CetteFamille,17 Rue de Trévois,01 76 44 04 37,00contact@cettefamille.com,https://www.cettefamille.com/habitats-partages/maison-seniors-de-fontains/,Maison d'accueil familial,habitat_partage,non_eligible,"CetteFamille - Maison partagée Alzheimer de Fontains est une maison d'accueil familial située à Fontains (77370), dans le département de Seine-et-Marne. Elle est conçue pour accueillir des personnes âgées désorientées, ou atteintes de la maladie d’Alzheimer ou de maladies apparentées, qui nécessitent l’accompagnement d’un professionnel pour les gestes du quotidien. La maison est gérée par CetteFamille et est adaptée aux troubles cognitifs. Elle propose un environnement familial et confortable, avec un haut degré de confort, un jardin fleuri et un potager adapté.",Seine-et-Marne (77),https://www.zenior.care/habitats-partages/cette-famille-maison-seniors-de-fontains,2026-01-30,alzheimer_accessible
Béguinage de Magny le Hongre - Habitat & Humanisme,Magny-le-Hongre,77700,Habitat & Humanisme,,,,,Béguinage,logement_independant,non_eligible,"Le Béguinage de Magny le Hongre - Habitat & Humanisme est un établissement situé à Magny-le-Hongre, dans le département de Seine-et-Marne. Il s'agit d'un béguinage, un type d'établissement historique qui accueille des personnes en recherche de communauté et de soutien. Géré par l'établissement Béguinage de Magny le Hongre - Habitat & Humanisme, ce béguinage accueille des personnes qui cherchent à vivre en communauté et à partager des valeurs d'humanisme. Les activités et services proposés par l'établissement ne sont pas précisés dans les informations disponibles.",Seine-et-Marne (77),https://www.papyhappy.fr/etablissement-beguinage/seine-et-marne-77,2026-01-30,personnes_agees
La Maison des Cultures,Thomery,77810,Fondation de France,8 rue du 4 septembre,,contact@maisondescultures.com,https://fondation.credit-cooperatif.coop/maison-des-cultures,Habitat inclusif,habitat_partage,a_verifier,"La Maison des Cultures est un habitat inclusif situé à Thomery, dans le département de Seine-et-Marne. Ce type d'établissement propose un environnement de vie partagé pour les personnes âgées ayant des besoins spécifiques, notamment celles atteintes de la maladie d'Alzheimer. Géré par la Fondation de France, La Maison des Cultures accueille des personnes âgées, des séniors et des personnes fragiles, dans un cadre de colocation avec jardin.",Seine-et-Marne (77),https://www.fondationdefrance.org/fr/cat-le-mal-logement-un-fleau-silencieux/la-maison-des-cultures-de-thomery-reinventer-lhabitat-partage-pour-les-plus-vulnerables,2026-01-30,personnes_agees
