nom,commune,code_postal,gestionnaire,adresse_l1,telephone,email,site_web,sous_categories,habitat_type,eligibilite_avp,presentation,departement,source,date_extraction,public_cible
Résidence autonomie L'Europe,Annonay,07100,CIAS,34 avenue de l'Europe,04 75 33 07 37,martine.chazot@annonayrhoneagglo.fr,https://annonayrhoneagglo.fr/EHPA-FOYER-de-l-Europe.html,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Annonay, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (07),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/ardeche-07/annonay-07100/residence-autonomie-leurope/070783592,2026-01-09,personnes_agees
Résidence autonomie Jean-Hélène,Lavilledieu,07170,Oxance - Mutuelles de France,160 rue Herve Joncour,04 75 94 20 23,foyerjeanhelene@oxance.fr,https://www.has-sante.fr/jcms/14440_FicheESSMS/fr/logement-foyer-jean-helene,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Lavilledieu, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (07),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/ardeche-07/lavilledieu-07170/residence-autonomie-jean-helene/070005012,2026-01-09,personnes_agees
"Résidence autonomie Les Colombes Davézieux, ARDECHE",Davezieux,07430,Association Bienfaisance protestants,175 rue des Colombes,04 75 32 99 40,directeur@abpa.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=070007497,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Davezieux, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (07),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/ardeche-07/davezieux-07430/residence-autonomie-les-colombes/070007497,2026-01-09,personnes_agees
"Résidence autonomie MAPA Les Cerisiers Boulieu-lès-Annonay, ARDECHE",Boulieu Les Annonay,07100,CIAS,,04 75 69 24 50,valerie.combette@annonay-agglo.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=070006358,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Boulieu Les Annonay, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (07),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/ardeche-07/boulieu-les-annonay-07100/residence-autonomie-mapa-les-cerisiers/070006358,2026-01-09,personnes_agees
"Résidence autonomie MARPA La Vivance Saint-Félicien, ARDECHE",Saint Felicien,07410,Mutualité,,04 75 06 12 76,07marpa@orange.fr,https://www.marpa.fr/residences-retraite/la-vivance-saint-felicien-07/,MARPA,residence,a_verifier,"MARPA située à Saint Felicien, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (07),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/ardeche-07/saint-felicien-07410/residence-autonomie-marpa-la-vivance/070786579,2026-01-09,personnes_agees
"Résidence autonomie du Val d'Ardèche Labégude, ARDECHE",Labegude,07200,CCAS,3 rue Jean Moulin,04 75 37 68 72,ccas.resid-val-ardeche@wanadoo.fr,https://www.labegude.fr/le-val-dardeche/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Labegude, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (07),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/ardeche-07/labegude-07200/residence-autonomie-du-val-dardeche/070786462,2026-01-09,personnes_agees
Résidence autonomie La Vigne de Champ-Long,Vesseaux,07200,Association Groupe SOS Séniors,222 chemin de Champlong,04 75 93 40 09,direction-champ-long@groupe-sos.org,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=070007091,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Vesseaux, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (07),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/ardeche-07/vesseaux-07200/residence-autonomie-la-vigne-de-champ-long/070007091,2026-01-09,personnes_agees
Résidence Services Les 3C,Laurac-en-Vivarais,07110,Residenceles3C,2 Passage Victor Reynouard,06 85 23 88 06,,https://residenceles3c.fr/,Résidence services seniors,residence,a_verifier,,07,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Bains,Saint-Péray,07130,Colisee,14 Avenue du 11 Novembre,04 75 40 30 13,,https://colisee.fr/residences/residence-senior-saint-peray-les-bains/,Résidence services seniors,residence,a_verifier,,07,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Senioriales de,Ruoms,07120,Senioriales,Le Champ du Gras,05 62 47 94 94,,https://www.senioriales.com/louer/auvergne-rhone-alpes/senioriales-de-ruoms,Résidence services seniors,residence,a_verifier,,07,pour-les-personnes-agees.gouv.fr,,personnes_agees
