nom,commune,code_postal,gestionnaire,adresse_l1,telephone,email,site_web,sous_categories,habitat_type,eligibilite_avp,presentation,departement,source,date_extraction,public_cible
Résidence autonomie des Petits Près Les,Les Andelys,27700,CCAS,,02 32 54 14 18,ccas@ville-andelys.fr,https://www.ville-andelys.fr/residence-autonomie-les-petits-pres/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Les Andelys, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (27),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/eure-27/les-andelys-27700/residence-autonomie-des-petits-pres/270003957,2026-01-29,personnes_agees
"Résidence autonomie Navarre Évreux, EURE",Evreux,27000,CCAS,51 avenue Aristide Briand,06 73 23 12 81,ccas@evreux.fr,https://www.evreux.fr/annuaire/ccas/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Evreux, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (27),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/eure-27/evreux-27000/residence-autonomie-navarre/270003973,2026-01-29,personnes_agees
"Résidence autonomie Maillot Évreux, EURE",Evreux,27000,CCAS,36 rue Maillot,02 32 39 54 01,ccas@evreux.fr,https://www.evreux.fr/annuaire/ccas/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Evreux, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (27),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/eure-27/evreux-27000/residence-autonomie-maillot/270003981,2026-01-29,personnes_agees
Résidence autonomie Turmel Le,Le Neubourg,27110,CCAS,4 rue de la Paix,02 32 35 61 28,christelle.demarconnay@le-neubourg.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=270009780,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Le Neubourg, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (27),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/eure-27/le-neubourg-27110/residence-autonomie-turmel/270009780,2026-01-29,personnes_agees
"Résidence autonomie Saint-Marcel Saint-Marcel, EURE",Saint Marcel,27950,CCAS,1 rue de la Pommeraie,06 31 09 96 41,srault@marcel27.fr,https://www.has-sante.fr/jcms/12952_FicheESSMS/fr/residence-ccas-saint-marcel,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Saint Marcel, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (27),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/eure-27/saint-marcel-27950/residence-autonomie-saint-marcel/270004328,2026-01-29,personnes_agees
"Résidence autonomie Albatros Pont-Audemer, EURE",Pont Audemer,27500,CCAS,1 rue de la Galette Chaude,02 32 41 69 73,ccas@pontaudemer.fr,https://www.ville-pont-audemer.fr/vivre-ici/sante-3eme-age-social/ehpad-lalbatros/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Pont Audemer, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (27),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/eure-27/pont-audemer-27500/residence-autonomie-albatros/270004229,2026-01-29,personnes_agees
Résidence autonomie du Parc,Louviers,27400,CCAS,35 rue Massacre,02 32 40 35 19,residence.parc@ville-louviers.fr,https://www.has-sante.fr/jcms/11698_FicheESSMS/fr/residence-ccas-de-louviers,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Louviers, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (27),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/eure-27/louviers-27400/residence-autonomie-du-parc/270012370,2026-01-29,personnes_agees
"Résidence autonomie Espages Val-de-Reuil, EURE",Val de Reuil,27100,CCAS,28 allée des Sages,02 32 59 58 00,,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=270007719,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Val de Reuil, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (27),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/eure-27/val-de-reuil-27100/residence-autonomie-espages/270007719,2026-01-29,personnes_agees
Résidence autonomie Les Cygnes et les Flamants,Gaillon,27600,CCAS,2 rue du Printemps de Prague,06 79 26 48 65,ccas@ville-gaillon.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=270003999,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Gaillon, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (27),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/eure-27/gaillon-27600/residence-autonomie-les-cygnes-et-les-flamants/270003999,2026-01-29,personnes_agees
Résidence autonomie Les Blanchères,Vernon,27200,CCAS,38 rue Louise Damasse,02 32 51 22 20,contact@vernon27.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=270010671,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Vernon, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (27),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/eure-27/vernon-27200/residence-autonomie-les-blancheres/270010671,2026-01-29,personnes_agees
