nom,commune,code_postal,gestionnaire,adresse_l1,telephone,email,site_web,sous_categories,habitat_type,eligibilite_avp,presentation,departement,source,date_extraction,public_cible
"Résidence autonomie de l'Âge d'Or Saint-Clément, MEURTHE-ET-MOSELLE",Saint Clement,54950,SIVOM,19 rue Haxo,03 83 72 60 08,sivomstclement@orange.fr,https://www.has-sante.fr/jcms/13062_FicheESSMS/fr/foyer-de-l-age-d-or,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Saint Clement, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (54),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/meurthe-et-moselle-54/saint-clement-54950/residence-autonomie-de-lage-dor/540004975,2025-12-29,personnes_agees
"Résidence autonomie Ambroise Croizat Blénod-lès-Pont-à-Mousson, MEURTHE-ET-MOSELLE",Blenod Les Pont A Mousson,54700,CCAS,4 rue Saint-Guérin,03 83 81 07 40,foyer@blenod.com.fr,https://www.has-sante.fr/jcms/11510_FicheESSMS/fr/residence-a-croizat,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Blenod Les Pont A Mousson, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (54),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/meurthe-et-moselle-54/blenod-les-pont-a-mousson-54700/residence-autonomie-ambroise-croizat/540005543,2025-12-29,personnes_agees
"Résidence autonomie Ambroise-Croizat Audun-le-Roman, MEURTHE-ET-MOSELLE",Audun Le Roman,54560,CCAS,2 rue Ambroise Croizat,03 82 21 66 17,etatcivil@audunleroman.fr,https://www.has-sante.fr/jcms/9541_FicheESSMS/fr/foyer-residence-a-croizat,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Audun Le Roman, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (54),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/meurthe-et-moselle-54/audun-le-roman-54560/residence-autonomie-ambroise-croizat/540005105,2025-12-29,personnes_agees
"Résidence autonomie André Claudel Damelevières, MEURTHE-ET-MOSELLE",Damelevieres,54360,CCAS,2 rue de la Resistance,03 83 75 75 23,ccas.fpa.damelevieres@wanadoo.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=540004892,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Damelevieres, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (54),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/meurthe-et-moselle-54/damelevieres-54360/residence-autonomie-andre-claudel/540004892,2025-12-29,personnes_agees
"Résidence autonomie André Clerbout Neuves-Maisons, MEURTHE-ET-MOSELLE",Neuves Maisons,54230,CCAS,2 rue Pierre Mendès France,03 83 47 16 03,foyer.clerbout@neuves-maisons.fr,https://www.neuves-maisons.fr/la-ville-a-votre-service/residence-autonomie-andre-clerbout/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Neuves Maisons, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (54),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/meurthe-et-moselle-54/neuves-maisons-54230/residence-autonomie-andre-clerbout/540005592,2025-12-29,personnes_agees
Résidence autonomie André Picquot,Toul,54200,CCAS,,03 83 43 23 63,residence.picquot@mairie-toul.fr,https://www.toul.fr/?les-3-residences,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Toul, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (54),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/meurthe-et-moselle-54/toul-54200/residence-autonomie-andre-picquot/540006418,2025-12-29,personnes_agees
Résidence autonomie Benoît Frachon,Longlaville,54810,Commune,,03 82 24 60 98,location@amli.asso.fr,https://www.has-sante.fr/jcms/9764_FicheESSMS/fr/residence-benoit-frachon,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Longlaville, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (54),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/meurthe-et-moselle-54/longlaville-54810/residence-autonomie-benoit-frachon/540006392,2025-12-29,personnes_agees
"Résidence autonomie Boffrand Lunéville, MEURTHE-ET-MOSELLE",Luneville,54300,CCAS,,03 83 74 26 80,rpaboffrand@ccas-luneville.fr,https://luneville.fr/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Luneville, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (54),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/meurthe-et-moselle-54/luneville-54300/residence-autonomie-boffrand/540006103,2025-12-29,personnes_agees
Résidence autonomie de Boudonville,Nancy,54000,CCAS,1 rue Saint-Bodon,03 83 96 40 24,residenceboudonville@mairie-nancy.fr,https://www.nancy.fr/accueil,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Nancy, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (54),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/meurthe-et-moselle-54/nancy-54000/residence-autonomie-de-boudonville/540005097,2025-12-29,personnes_agees
"Résidence autonomie Le Clos Pré Saint-Max, MEURTHE-ET-MOSELLE",Saint Max,54130,Association Les Bruyères,,03 83 29 30 58,dirstmax@asso-lesbruyeres.org,https://www.has-sante.fr/jcms/15264_FicheESSMS/fr/foyer-logement-du-clos-pre,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Saint Max, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (54),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/meurthe-et-moselle-54/saint-max-54130/residence-autonomie-le-clos-pre/540006046,2025-12-29,personnes_agees
