nom,commune,code_postal,gestionnaire,adresse_l1,telephone,email,site_web,sous_categories,habitat_type,eligibilite_avp,presentation,departement,source,date_extraction,public_cible
Résidence autonomie Tisserand Paris 14e,,,Centre d'action sociale de la ville de Paris (CASVP),134 rue d'Alésia,01 53 90 32 00,casvp-s14@paris.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=750803967,Résidence autonomie,residence,a_verifier,,Département (75),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/paris-75/paris-14e-arrondissement-75014/residence-autonomie-tisserand/750803967,2026-01-10,personnes_agees
Résidence autonomie Villa Saint-Ange Paris 17e,,,Centre d'action sociale de la ville de Paris (CASVP),16 rue Jean Leclaire,01 42 60 11 95,casvp-s01@paris.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=750825341,Résidence autonomie,residence,a_verifier,,Département (75),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/paris-75/paris-17e-arrondissement-75017/residence-autonomie-villa-saint-ange/750825341,2026-01-10,personnes_agees
Résidence Services André Leroux,Paris,75017,Univi,21 Rue Jean Leclaire,17  01 53 31 30,,https://www.univi.fr/etablissement/residence-seniors-andre-leroux/,Résidence services seniors,residence,a_verifier,,75,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Le Jardin des Moines,Paris,75017,Univi,26 Rue Brochant,17  01 46 27 15,,https://www.univi.fr/etablissement/residence-seniors-le-jardin-des-moines/,Résidence services seniors,residence,a_verifier,,75,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidences Services Mobicap,Paris,75016,Residences-Mobicap,37-39 rue Boissière,16  03 74 09 03,,https://residences-mobicap.fr,Résidence services seniors,residence,a_verifier,,75,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Hespérides Auteuil Chardon-Lagache,Paris,75016,Sopregim,32 Rue Chardon-Lagache,16  01 45 24 25,,https://www.sopregim.fr/residence-senior-paris-16-_r_9_i_7.html,Résidence services seniors,residence,a_verifier,,75,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Hespérides Villiers Monceau,Paris,75017,,66 Avenue de Villiers,17  01 43 80 96,,,Résidence services seniors,residence,a_verifier,,75,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Hespérides des Ternes,Paris,75017,Sopregim,14 Rue Gustave Charpentier,17  01 40 68 03,,https://www.sopregim.fr/residence-senior-paris-17-_r_9_i_13.html,Résidence services seniors,residence,a_verifier,,75,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Hespérides Courcelles Wagram,Paris,75017,,64 Avenue de Wagram,17  01 42 67 76,,,Résidence services seniors,residence,a_verifier,,75,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Hespérides Passy Lamballe,Paris,75016,,7 Avenue de Lamballe,16  01 42 88 22,,,Résidence services seniors,residence,a_verifier,,75,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Hespérides Daumesnil,Paris,75012,Residences-Leshesperides,125t Rue de Reuilly,12  01 40 19 08,,https://residences-leshesperides.sopregim.fr/19-residence-seniors-services-hesperides-daumesnil,Résidence services seniors,residence,a_verifier,,75,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Paris-Auteuil,Paris,75016,Nohee,115 Boulevard Suchet,16  01 88 32 65,,https://www.nohee.fr/residence/ile-de-france/paris/auteuil/,Résidence services seniors,residence,a_verifier,,75,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Hespérides Corne d'Or,Paris,75008,,23 Boulevard Malesherbes,08  01 53 30 23,,,Résidence services seniors,residence,a_verifier,,75,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Hespérides Auteuil Mirabeau,Paris,75016,Sopregim,18 Rue Mirabeau,16  01 46 47 70,,https://www.sopregim.fr/residence-senior-paris-auteuil-_r_9_i_8.html,Résidence services seniors,residence,a_verifier,,75,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Hespérides Mozart La Fontaine,Paris,75016,Residences-Leshesperides,78 Rue Jean de la Fontaine,16  01 42 88 74,,https://residences-leshesperides.sopregim.fr/22-residence-seniors-services-hesperides-mozart-la-fontaine,Résidence services seniors,residence,a_verifier,,75,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services,Paris,75014,Domitys,64 Rue des Plantes,14  01 85 53 90,,https://www.domitys.fr/residence-services-senior/ile-de-france/paris-75/paris-paris-plaisance-75,Résidence services seniors,residence,a_verifier,,75,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services L'Ellipse,Paris,75013,Domitys,126 Rue du Château des Rentiers,13  01 89 43 18,,https://www.domitys.fr/residence-services-senior/ile-de-france/paris-75/paris-lellipse-75,Résidence services seniors,residence,a_verifier,,75,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Alix,Paris,75012,Fondation-De-Rothschild,15 Rue Lamblardie,12  01 43 47 52,,https://www.fondation-de-rothschild.fr/etablissements/residence-service-seniors-alix-retraites/,Résidence services seniors,residence,a_verifier,,75,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidences Services Mobicap,Paris,75016,Residences-Mobicap,13 Rue Paul Valéry,16  03 74 09 03,,https://residences-mobicap.fr/,Résidence services seniors,residence,a_verifier,,75,pour-les-personnes-agees.gouv.fr,,personnes_agees
Le Lieu Commun,Paris,75013,,12 rue Darmesteter,,,https://www.semapa.fr/le-lieu-commun-un-espace-ouvert-a-tous/,Habitat inclusif,habitat_partage,a_verifier,"Voici la présentation de l'établissement Le Lieu Commun : Le Lieu Commun est un habitat inclusif situé dans la commune de Paris, au 12 rue Darmesteter, dans le 13e arrondissement. Cet espace est ouvert à tous et propose une variété de services et d'activités pour les habitants du quartier. Géré par l'établissement Le Lieu Commun, cet espace est conçu pour accueillir les habitants de tous âges et besoins. Il est notamment destiné à ceux qui résident dans la résidence de la Porte de Vitry menée par Paris Habitat, ainsi que dans le quartier Bédier Oudiné réalisé par la SEMAPA.",Paris (75),https://ogenie.fr/service_proposals/l-habitat-inclusif-5-5-6660b358-25e2-4a44-b1ff-cec212601d0a,2026-01-10,personnes_agees
