nom,commune,code_postal,gestionnaire,adresse_l1,telephone,email,site_web,sous_categories,habitat_type,eligibilite_avp,presentation,departement,source,date_extraction,public_cible
Résidence autonomie Les Visitandines,Sisteron,04200,Association R.P.A. Les Visitandines,4 place du général de Gaulle,04 92 61 26 16,contact@lesvisitandines.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=040787608,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Sisteron, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (04),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/alpes-de-haute-provence-04/sisteron-04200/residence-autonomie-les-visitandines/040787608,2026-01-09,personnes_agees
"Résidence autonomie MARPA La Pomme d'Or La Motte-du-Caire, ALPES-DE-HAUTE-PROVENCE",La Motte du Caire,04250,CCAS,224 rue de la République,04 92 68 36 13,marpa.lamotteducaire@orange.fr,https://www.marpa.fr/residences-retraite/la-pomme-dor-la-motte-du-caire-04/,MARPA,residence,a_verifier,"MARPA située à La Motte du Caire, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (04),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/alpes-de-haute-provence-04/la-motte-du-caire-04250/residence-autonomie-marpa-la-pomme-dor/040004152,2026-01-09,personnes_agees
"Résidence autonomie Reine-Béatrix Digne-les-Bains, ALPES-DE-HAUTE-PROVENCE",Digne Les Bains,04000,Association de gestion établissements,8 rue du Prévôt,04 92 36 78 78,direction.beatrix@ages-asso.fr,https://www.has-sante.fr/jcms/13500_FicheESSMS/fr/residence-reine-beatrix,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Digne Les Bains, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (04),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/alpes-de-haute-provence-04/digne-les-bains-04000/residence-autonomie-reine-beatrix/040785388,2026-01-09,personnes_agees
Résidence autonomie Saint-Michel,Forcalquier,04300,CCAS,5 avenue Eugène Bernard,04 92 75 06 80,secretariat@rstmichel.fr,https://www.residence-saint-michel-forcalquier.fr/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Forcalquier, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (04),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/alpes-de-haute-provence-04/forcalquier-04300/residence-autonomie-saint-michel/040780603,2026-01-09,personnes_agees
Résidence autonomie La Sousta,Barcelonnette,04400,Résidence La Sousta,9 avenue Porfirio Diaz,04 92 81 15 05,la-sousta@orange.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=040002438,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Barcelonnette, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (04),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/alpes-de-haute-provence-04/barcelonnette-04400/residence-autonomie-la-sousta/040002438,2026-01-09,personnes_agees
Résidence Services Les Jardins d'Arcadie -,Manosque,04100,Jardins-Arcadie,32 Rue Léon Mure,04 92 87 61 09,,https://jardins-arcadie.fr/residence/residence-seniors-manosque,Résidence services seniors,residence,a_verifier,,04,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Senioriales des Mées,Les Mées,04190,Senioriales,Chemin des Varzelles,05 62 47 94 94,,https://www.senioriales.com/louer/provence-alpes-cote-dazur/senioriales-des-mees,Résidence services seniors,residence,a_verifier,,04,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Eaux Vives,Digne-les-Bains,04000,Domitys,32BIS BOULEVARD VICTOR HUGO,04 12 25 00 00,,https://www.domitys.fr/residence-services-senior/provence-alpes-cote-dazur/alpes-de-haute-provence-04/digne-les-bains-les-eaux-vives-04,Résidence services seniors,residence,a_verifier,,04,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Le Lubéron,Sainte-Tulle,04220,Domusvi,Rue de Pierrevert,04 92 70 60 00,,https://www.domusvi.com/residences-seniors/alpes-de-haute-provence-04/residence-le-luberon,Résidence services seniors,residence,a_verifier,,04,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Belles Fontaines,Oraison,04700,Colisee,61 Chemin des Pins de Galfard,04 92 78 70 03,,https://colisee.fr/residences/residence-senior-oraison-belles-fontaines/,Résidence services seniors,residence,a_verifier,,04,pour-les-personnes-agees.gouv.fr,,personnes_agees
