nom,commune,code_postal,gestionnaire,adresse_l1,telephone,email,site_web,sous_categories,habitat_type,eligibilite_avp,presentation,departement,source,date_extraction,public_cible
Résidence Services L'Organdi,Kingersheim,68260,Domitys,20 Rue du Noyer,03 59 28 48 71,,https://www.domitys.fr/residence-services-senior/grand-est/haut-rhin-68/kingersheim-lorgandi-68,Résidence services seniors,residence,a_verifier,,68,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Le Jardin D'Edo,Mulhouse,68100,Domitys,160 Avenue Robert Schuman,03 59 28 48 53,,https://www.domitys.fr/residence-services-senior/grand-est/haut-rhin-68/mulhouse-le-jardin-dedo-68,Résidence services seniors,residence,a_verifier,,68,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Le Clos des Moulins,Colmar,68000,Ovelia,17 Rue des Moulins,03 92 20 00 21,,https://www.ovelia.fr/residences-seniors/colmar-clos-moulins,Résidence services seniors,residence,a_verifier,,68,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Girandières Viniféra,Wintzenheim,68920,Girandieres,2 Rue des Cotonnades,03 89 21 94 00,,https://www.girandieres.com/residences-seniors/grand-est/wintzenheim-324.html,Résidence services seniors,residence,a_verifier,,68,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Jardins d'Arcadie -,Colmar,68000,Jardins-Arcadie,16 Rue Roesselmann,03 90 50 59 29,,https://jardins-arcadie.fr/residence/residence-seniors-colmar,Résidence services seniors,residence,a_verifier,,68,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Quiételle du Trident -,Mulhouse,68200,Quietelle,32 Rue Paul Cézanne,03 89 56 53 06,,https://www.quietelle.fr/residences/mulhouse/,Résidence services seniors,residence,a_verifier,,68,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Villages d'Or de,Mulhouse,68100,Les-Villages-Dor,94 Avenue Robert Schuman,08 00 00 79 29,,https://www.les-villages-dor.com/senior/les-villages-d-or-mulhouse,Résidence services seniors,residence,a_verifier,,68,pour-les-personnes-agees.gouv.fr,,personnes_agees
La Maison pour tous,Bantzenheim,68490,Familles Solidaires Alsace,"26 Rue du Général de Gaulle, 68490 Bantzenheim",,,https://familles-solidaires.com/,Habitat inclusif,habitat_partage,a_verifier,"La Maison pour tous est un établissement d'hébergement inclusif situé dans la commune de Bantzenheim, dans le département du Haut-Rhin. Géré par l'établissement La Maison pour tous, cet établissement accueille des personnes fragilisées qui bénéficient d'un habitat adapté à leurs besoins. La Maison pour tous propose un environnement de vie convivial et sécurisé, où les résidents peuvent bénéficier d'une assistance personnalisée et d'une prise en charge globale. L'établissement s'engage à favoriser l'autonomie et la participation des résidents à la vie de la communauté.",Haut-Rhin (68),https://alsace.familles-solidaires.com/nos-habitats-inclusifs/,2025-12-29,personnes_agees
Habitat inclusif - Hirsingue,Hirsingue,68560,AFapei Sud Alsace,,,faht.studios@apeihirsingue.org,https://www.afapeisudalsace.org/etablissements-services/pole-residentiel/foyer-residence-studios-hirsingue.html,Habitat inclusif,habitat_partage,a_verifier,"L'Habitat Inclusif de Hirsingue est un établissement situé dans la commune de Hirsingue, dans le département du Haut-Rhin. Il s'agit d'un habitat inclusif qui offre un lieu d'hébergement adapté à des personnes en situation de handicap travaillant en milieu ordinaire, en Entreprise Adaptée (EA) ou en Etablissement Service d'Aide par le Travail (ESAT). Géré par l'établissement Habitat Inclusif - Hirsingue, cet établissement accueille des personnes handicapées adultes qui disposent d'un bon degré d'autonomie.",Haut-Rhin (68),https://www.afapeisudalsace.org/etablissements-services/pole-maintien-a-domicile/habitat-inclusif.html,2025-12-29,personnes_handicapees
Home Anne-Marie et Edmond Gerrer,Colmar,68000,Pôle Habitat Colmar - Centre Alsace - OPH,,,,https://www.hha.fr/,Habitat inclusif,habitat_partage,a_verifier,"**Home Anne-Marie et Edmond Gerrer** Situé à Colmar (68000) dans le département du Haut-Rhin, l'établissement Home Anne-Marie et Edmond Gerrer est un habitat inclusif qui accueille des personnes en situation de handicap ou en perte d'autonomie. Géré par l'établissement Home Anne-Marie et Edmond Gerrer, cet établissement offre un environnement convivial et sécurisé pour les personnes qui y résident. Le public accueilli comprend des personnes âgées, des personnes en situation de handicap et des personnes en perte d'autonomie.",Haut-Rhin (68),https://polehabitat-alsace.fr/focus-sur-lhabitat-inclusif-accompagner-et-adapter/,2025-12-29,personnes_agees
Malraux,Dannemarie,68210,Adapei Papillons Blancs d'Alsace,30a rue de Delle,03 89 08 07 70,,https://adapeipapillonsblancs.alsace/index.php/alsace-territoire-sundgau/,Habitat inclusif,habitat_partage,a_verifier,"Voici une présentation claire, factuelle et professionnelle de l'établissement Malraux : L'établissement Malraux est un habitat inclusif situé dans la commune de Dannemarie, dans le département du Haut-Rhin. Il est géré par l'association Adapei Papillons Blancs d'Alsace. L'établissement Malraux accueille des adultes reconnus travailleurs handicapés, qui bénéficient d'un hébergement et d'un accompagnement personnalisé. Les résidents ont la possibilité de participer à des activités et des formations pour développer leurs compétences et leur autonomie.",Haut-Rhin (68),https://adapeipapillonsblancs.alsace/index.php/2022/12/13/16655/,2025-12-29,personnes_agees
Résidence Sénior Beau Séjour,Wittenheim,68270,,1 Route de Thann Cité de l'Habitat Bloc 45,0389512430,,https://www.hha.fr/qui-sommes-nous/nos-implantations/8595/,Habitat inclusif,habitat_partage,a_verifier,"Résidence Sénior Beau Séjour est un établissement d'hébergement inclusif situé à Wittenheim, dans le département du Haut-Rhin. Cette résidence propose 64 logements, répartis dans 3 bâtiments, et est accessible en voiture via la route de Thann. Géré par l'établissement Résidence Sénior Beau Séjour, ce lieu accueille des personnes âgées qui cherchent un environnement convivial et sécurisé. Les logements sont équipés de chauffage collectif au gaz naturel et disposent d'une cave privative. Les résidents bénéficient également de la fibre optique pour un accès à internet haut débit.",Haut-Rhin (68),https://www.papyhappy.fr/etablissement-habitat-partage/haut-rhin-68,2025-12-29,personnes_agees
Maison partagée Ages & Vie Ruelisheim,Ruelisheim,68270,Ages & Vie,1 IMPASSE DU RUISSEAU,0801 07 08 09,,https://agesetvie.com/maisons-partagees/grand-est/haut-rhin-68/ruelisheim-68270/maisons-partagees-ruelisheim,Colocation avec services,habitat_partage,non_eligible,"**Maison partagée Ages & Vie Ruelisheim** La Maison partagée Ages & Vie Ruelisheim est un établissement de colocation avec services situé à Ruelisheim, dans le département du Haut-Rhin. Ce lieu convivial est conçu pour accueillir les seniors en perte d'autonomie, leur offrant une solution de proximité entre le domicile individuel et la maison de retraite. Géré par l'établissement Maison partagée Ages & Vie Ruelisheim, cet établissement est spécialement pensé pour les personnes âgées qui souhaitent maintenir leur autonomie tout en bénéficiant d'un accompagnement personnalisé.",Haut-Rhin (68),https://agesetvie.com/maisons-partagees/grand-est/haut-rhin-68/ruelisheim-68270/maisons-partagees-ruelisheim,2025-12-29,personnes_agees
Habitat inclusif Alzheimer à Zillisheim,Zillisheim,68720,Familles Solidaires,Rue du Repos,03 89 06 25 22,mairie@zillisheim.fr,https://zillisheim.fr/solidarite/logements-sociaux/,Habitat inclusif,habitat_partage,a_verifier,"Habitat inclusif Alzheimer à Zillisheim Situé dans la commune de Zillisheim, dans le département du Haut-Rhin, l'Habitat inclusif Alzheimer à Zillisheim est un établissement qui propose des logements sociaux adaptés aux personnes atteintes de la maladie d'Alzheimer ou d'autres formes de démence. Géré par l'établissement Habitat inclusif Alzheimer à Zillisheim, cet établissement accueille des personnes âgées qui nécessitent une prise en charge spécifique en raison de leur état de santé.",Haut-Rhin (68),https://investir.familles-solidaires.com/projet/une-colocation-pour-des-malades-alzheimer/,2025-12-29,"personnes_handicapees,alzheimer_accessible"
Village Seniors,Habsheim,68440,,,,,https://village-seniors.fr/village-senior-a-habsheim/,Village seniors,logement_independant,non_eligible,"Voici une présentation claire, factuelle et professionnelle de 150 à 200 mots pour l'établissement Village Seniors : Le Village Seniors est un village seniors situé à Habsheim (68440) dans le Haut-Rhin. Ce type d'établissement offre aux seniors autonomes un cadre de vie agréable, sécurisé et convivial. Géré par l'établissement Village Seniors, ce village senior accueille des personnes âgées souhaitant conserver leur indépendance tout en bénéficiant d'un accompagnement sur-mesure.",Haut-Rhin (68),https://village-seniors.fr/,2025-12-29,personnes_agees
Villa Beausoleil,Colmar,68000,,,03 67 30 15 15,,https://www.villabeausoleil.com/villa/residence-services-seniors/colmar,Habitat inclusif,habitat_partage,a_verifier,"Villa Beausoleil est un établissement d'hébergement inclusif situé à Colmar, dans le département du Haut-Rhin. Cette maison de retraite accueille des seniors et propose un environnement convivial et sécurisé. Géré par l'établissement Villa Beausoleil, ce lieu est conçu pour répondre aux besoins des personnes âgées, offrant ainsi un soutien et une assistance adaptés à leurs besoins. La résidence propose des services tels que des repas gourmands, des activités culturelles et des soins de santé, permettant aux résidents de vivre dans une atmosphère chaleureuse et accueillante.",Haut-Rhin (68),https://www.mazette.fr/residence-services/haut-rhin,2025-12-29,personnes_agees
Les Vergers de Paul,Mulhouse,68100,,,01 79 35 02 48,,https://residences-stella.com/residences-services-senior/alsace/haut-rhin-68/residence-senior-stella-a-mulhouse/,Habitat inclusif,habitat_partage,a_verifier,"**Présentation de Les Vergers de Paul** **Introduction** Les Vergers de Paul est un habitat inclusif situé à Mulhouse, dans le département du Haut-Rhin. Cette résidence est idéalement localisée en plein cœur de la ville, offrant un cadre sécurisé et calme. **Gestionnaire et public accueilli** Les Vergers de Paul est géré par l'établissement. Cette résidence est conçue pour accueillir les personnes âgées du Haut-Rhin, offrant un environnement convivial et sécurisé.",Haut-Rhin (68),https://www.mazette.fr/residence-services/haut-rhin,2025-12-29,personnes_agees
L'étoile du Vignoble,Wintzenheim,68124,,,01 79 35 02 48,,https://residences-stella.com/residences-services-senior/alsace/haut-rhin-68/residence-senior-stella-a-wintzenheim/,Habitat inclusif,habitat_partage,a_verifier,"Voici la présentation de l'établissement : L'étoile du Vignoble est un habitat inclusif situé à Wintzenheim, dans le département du Haut-Rhin. Cette résidence pour seniors se trouve à la frontière de Colmar, à proximité de toutes les commodités. Géré par l'établissement L'étoile du Vignoble, cet établissement accueille des seniors qui souhaitent profiter d'une vie en communauté en pleine nature. La résidence dispose d'un emplacement privilégié le long du Logelbach, offrant une vue imprenable sur la campagne alsacienne.",Haut-Rhin (68),https://www.mazette.fr/residence-services/haut-rhin,2025-12-29,personnes_agees
