nom,commune,code_postal,gestionnaire,adresse_l1,telephone,email,site_web,sous_categories,habitat_type,eligibilite_avp,presentation,departement,source,date_extraction,public_cible
"Résidence autonomie Jean Moracchini Enghien-les-Bains, VAL-D'OISE",Enghien Les Bains,95880,Association ARPAVIE,23 rue de la Libération,01 39 34 52 00,jean-moracchini.direction@arpavie.fr,https://arpavie.fr,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Enghien Les Bains, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (95),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/val-doise-95/enghien-les-bains-95880/residence-autonomie-jean-moracchini/950806042,2026-01-30,personnes_agees
"Résidence autonomie Jeanne d’Arc Ermont, VAL-D'OISE",Ermont,95120,Association ARPAVIE,33 rue de la Petite Bapaume,01 34 14 16 63,jeanne-darc.direction@arpavie.fr,https://www.arpavie.fr,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Ermont, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (95),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/val-doise-95/ermont-95120/residence-autonomie-jeanne-darc/950783282,2026-01-30,personnes_agees
"Résidence autonomie Hélène Moutet Domont, VAL-D'OISE",Domont,95330,Association ARPAVIE,2 voie de la Résidence Hélène Moutet,01 39 35 26 80,helene-moutet.direction@arpavie.fr,https://www.arpavie.fr,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Domont, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (95),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/val-doise-95/domont-95330/residence-autonomie-helene-moutet/950808865,2026-01-30,personnes_agees
"Résidence autonomie Les Jardins du Véxin Vétheuil, VAL-D'OISE",Vetheuil,95510,Association MARPA Vexin Val,15 rue de Montrond,01 34 97 80 05,marpa95@lesjardinsduvexin.fr,http://www.les-jardins-du-vexin.fr/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Vetheuil, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (95),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/val-doise-95/vetheuil-95510/residence-autonomie-les-jardins-du-vexin/950042952,2026-01-30,personnes_agees
Résidence Services Adamoise,L'Isle-Adam,95290,Happy Senior,13 Rue du Docteur Senlecq,07 63 95 00 49,,https://www.residencehappysenior.fr/residences/l-isle-adam/,Résidence services seniors,residence,a_verifier,,95,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Cazam,Pontoise,95300,Residences-Cazam,11 Rue Stephane Charbonnier,01 85 38 06 00,,https://www.residences-cazam.com/fr/cazam-pontoise,Résidence services seniors,residence,a_verifier,,95,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Charles de Foucauld,Saint-Brice-sous-Forêt,95350,Agefo,28 Rue de Paris,01 39 90 96 79,,https://agefo.com/residence/residence-c-de-foucauld/,Résidence services seniors,residence,a_verifier,,95,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Cosima,Enghien-les-Bains,95880,Cosima,17 Boulevard d’Ormesson,01 86 90 03 29,,https://cosima.eu/maison/enghien-les-bains/,Résidence services seniors,residence,a_verifier,,95,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services E.Dobler,Soisy-sous-Montmorency,95230,Agefo,5 Rue du Jardin Renard,01 39 34 94 00,,https://agefo.com/residence/residence-e-dobler/,Résidence services seniors,residence,a_verifier,,95,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Galilée,Cergy,95000,Domitys,7 Rue des Marjoberts,01 85 53 90 40,,https://www.domitys.fr/residence-services-senior/ile-de-france/val-doise-95/cergy-galilee-95,Résidence services seniors,residence,a_verifier,,95,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services L'Orée des Ormes,Herblay,95220,Ovelia,137 Rue de Conflans,01 89 71 72 21,,https://www.ovelia.fr/residences-seniors/herblay-oree-ormes,Résidence services seniors,residence,a_verifier,,95,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Le Pavillon d'Amélie,Ermont,95120,Ovelia,100 Rue Raoul Dautry,01 89 71 53 94,,https://www.ovelia.fr/residences-seniors/ermont-pavillon-amelie,Résidence services seniors,residence,a_verifier,,95,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Canotiers,Argenteuil,95100,Domitys,9 Rue du Poirier Fourrier,01 89 43 07 88,,https://www.domitys.fr/residence-services-senior/ile-de-france/val-doise-95/argenteuil-les-canotiers-95,Résidence services seniors,residence,a_verifier,,95,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Jardins d'Arcadie,Sannois,95110,Jardins-Arcadie,15 Rue du Lieutenant Georges Keiser,01 82 41 13 22,,https://jardins-arcadie.fr/residence/residence-seniors-sannois,Résidence services seniors,residence,a_verifier,,95,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Jardins d'Arcadie,Domont,95330,Jardins-Arcadie,7 Rue André Nouet,01 84 74 04 80,,https://jardins-arcadie.fr/residence/residence-seniors-domont,Résidence services seniors,residence,a_verifier,,95,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Templitudes La Roseraie,Osny,95520,Domusvi,7 Rue Paul Emile Victor,01 30 17 48 00,,https://www.domusvi.com/residences-seniors/val-doise-95/les-templitudes-la-roseraie,Résidence services seniors,residence,a_verifier,,95,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Villages d'Or,Jouy-le-Moutier,95280,Les-Villages-Dor,2 rue de la Jovialité,08 00 00 79 29,,https://www.les-villages-dor.com/senior/les-villages-d-or-jouy-le-moutier,Résidence services seniors,residence,a_verifier,,95,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Villages d'Or,Montlignon,95680,Les-Villages-Dor,2 Rue du Lavoir,08 00 00 79 29,,https://www.les-villages-dor.com/senior/les-villages-d-or-montlignon,Résidence services seniors,residence,a_verifier,,95,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Villages d'Or,Osny,95520,Les-Villages-Dor,54 Rue Aristide Briand,08 00 00 79 29,,https://www.les-villages-dor.com/senior/les-villages-d-or-d-osny,Résidence services seniors,residence,a_verifier,,95,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Villages d'Or,Pierrelaye,95480,Les-Villages-Dor,Rue des Jardins,08 00 00 79 29,,https://www.les-villages-dor.com/residences-seniors/les-villages-d-or-pierrelaye,Résidence services seniors,residence,a_verifier,,95,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Ma Vallée,Us,95450,Residencemavallee,7 Rue de la Libération,01 30 27 97 97,,https://www.residencemavallee.com/,Résidence services seniors,residence,a_verifier,,95,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Nohée,Enghien-les-Bains,95880,Nohee,11 Rue du Temple,01 85 53 92 26,,https://www.nohee.fr/residence/ile-de-france/val-doise/enghien-les-bains/,Résidence services seniors,residence,a_verifier,,95,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Oh Activ,Cergy,95800,Ohactiv,21 Boulevard de l'Evasion,01 73 25 66 86,,https://ohactiv.fr/residence-senior/residence-senior-cergy-le-haut/,Résidence services seniors,residence,a_verifier,,95,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Promenade Rousseau,Bezons,95870,Cogedim,11 Rue Rene Rousseau,09 70 25 52 55,,https://www.cogedim.com/ile-de-france/val-doise-95/bezons/promenade-rousseau-nohee-12178-743025.html,Résidence services seniors,residence,a_verifier,,95,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Soisy,Soisy-sous-Montmorency,95230,Happy Senior,33 Avenue du Général de Gaulle,07 57 17 36 42,,https://www.residencehappysenior.fr/residences/soisy-sous-montmorency/,Résidence services seniors,residence,a_verifier,,95,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Villa Beausoleil Cormeilles,Cormeilles-en-Parisis,95240,Villabeausoleil,41 Rue Aristide Briand,01 34 50 11 11,,https://www.villabeausoleil.com/villa/residence-services-seniors/cormeilles-en-parisis-briand,Résidence services seniors,residence,a_verifier,,95,pour-les-personnes-agees.gouv.fr,,personnes_agees
