nom,commune,code_postal,gestionnaire,adresse_l1,telephone,email,site_web,sous_categories,habitat_type,eligibilite_avp,presentation,departement,source,date_extraction,public_cible
"Résidence autonomie Le Côteau des Vignes Pouilly-sur-Loire, NIEVRE",Pouilly sur-Loire,58150,Association de gestion,,03 86 39 17 65,direction-coteauxdesvignes@orange.fr,https://www.has-sante.fr/jcms/8959_FicheESSMS/fr/f-l-le-coteau-des-vignes,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Pouilly sur-Loire, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (58),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/nievre-58/pouilly-sur-loire-58150/residence-autonomie-le-coteau-des-vignes/580970143,2025-12-29,personnes_agees
Résidence autonomie La Maison des Roses La,La Machine,58260,Fédération des oeuvres la¨ques - Nièvre,2 rue de Decize,03 86 50 87 05,residenceautonomie.lamachine@fol58.org,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=580782092,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à La Machine, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (58),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/nievre-58/la-machine-58260/residence-autonomie-la-maison-des-roses/580782092,2025-12-29,personnes_agees
Résidence autonomie La Roseraie,Nevers,58000,Association Groupe SOS Séniors,,03 86 59 33 00,direction-roseraie@groupe-sos.org,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=580782084,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Nevers, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (58),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/nievre-58/nevers-58000/residence-autonomie-la-roseraie/580782084,2025-12-29,personnes_agees
"Résidence autonomie de Varennes Vauzelles Varennes-Vauzelles, NIEVRE",Varennes Vauzelles,58640,CCAS,20 rue André Malraux,03 86 36 21 10,FPA@ville-varennes-vauzelles.fr,http://www.ville-varennes-vauzelles.fr,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Varennes Vauzelles, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (58),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/nievre-58/varennes-vauzelles-58640/residence-autonomie-de-varennes-vauzelles/580970135,2025-12-29,personnes_agees
Résidence Services Nahoma de,Nevers,58000,Nahoma,39 Rue Jean Gautherin,03 86 70 97 40,,https://www.nahoma.fr/nevers/,Résidence services seniors,residence,a_verifier,,58,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services du Parc,Nevers,58000,Obeo-Residences,6bis Rue des Renardats,03 58 80 71 71,,https://www.obeo-residences.com/obeo-nevers,Résidence services seniors,residence,a_verifier,,58,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services du Pont de Loire,La Charité-sur-Loire,58400,Colisee,50 Rue de la Résistance,03 86 70 20 05,,https://colisee.fr/residences/residence-senior-la-charite-sur-loire-le-pont-de-loire/,Résidence services seniors,residence,a_verifier,,58,pour-les-personnes-agees.gouv.fr,,personnes_agees
DHI – Dispositif d’Habitat Inclusif de Clamecy,Clamecy,58500,Adapei de la Nièvre,,,,https://www.adapei58.org/dhi-dispositif-dhabitat-inclusif-de-clamecy/,Habitat inclusif,habitat_partage,a_verifier,"Voici une présentation claire, factuelle et professionnelle de 150 à 200 mots pour l'établissement DHI – Dispositif d'Habitat Inclusif de Clamecy : Le Dispositif d'Habitat Inclusif de Clamecy est un établissement d'hébergement destiné aux personnes en situation de handicap avec trouble du neuro-développement. Situé à Clamecy, dans le département de la Nièvre, cet établissement offre un mode d'habitation regroupé, favorisant le ""vivre ensemble"" et la vie collective.",Nièvre (58),https://www.adapei58.org/dhi-dispositif-dhabitat-inclusif-de-clamecy/,2025-12-29,personnes_handicapees
Habitat inclusif,Nevers,58000,,,,,https://www.adapei58.org/accompagnement-dans-la-vie-quotidienne-dhi/,Habitat inclusif,habitat_partage,a_verifier,"Habitat Inclusif de Nevers Situé à Nevers, dans le département de la Nièvre, l'Habitat Inclusif est un établissement qui propose un dispositif d'hébergement adapté aux personnes porteuses de troubles du spectre autistique ou de déficience intellectuelle légère. Ce dispositif est géré par l'établissement Habitat inclusif. L'Habitat Inclusif accueille des personnes qui souhaitent vivre de manière autonome, bénéficier d'un collectif pour partager et échanger, et être accompagnées pour s'intégrer dans la ville.",Nièvre (58),https://www.crabourgogne.org/ouverture-dun-dispositif-habitat-inclusif-sur-nevers/,2025-12-29,personnes_handicapees
Habitat Collectif,Coulanges-lès-Nevers,58660,,rue du 19 mars 1962,,,https://www.coulanges-les-nevers.fr/mon-quotidien/environnement-et-cadre-de-vie/politique-environnementale/,Habitat inclusif,habitat_partage,a_verifier,"Présentation de l'Habitat Collectif de Coulanges-lès-Nevers L'Habitat Collectif est un établissement d'hébergement inclusif situé à Coulanges-lès-Nevers, dans le département de la Nièvre. Cette commune est reconnue ""Territoire Engagé pour la Nature"" (TEN) par l'Agence Régionale de la Biodiversité Bourgogne-Franche-Comté, en reconnaissance de ses efforts en matière de développement durable, d'écologie et de préservation de la biodiversité. L'Habitat Collectif est géré par l'établissement lui-même et accueille des personnes en situation de handicap.",Nièvre (58),https://www.colocation-adulte.fr/colocation-senior-a-coulanges-les-nevers/colocataires-seniors,2025-12-29,personnes_agees
