nom,commune,code_postal,gestionnaire,adresse_l1,telephone,email,site_web,sous_categories,habitat_type,eligibilite_avp,presentation,departement,source,date_extraction,public_cible
"Résidence autonomie La Roche d’Ajoux Propières, RHONE",Propieres,69790,Association Maison d'Accueil pour,,04 74 03 74 00,contact@residence-larochedajoux.fr,http://www.residence-larochedajoux.fr/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Propieres, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (69),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/rhone-69d/propieres-69790/residence-autonomie-la-roche-dajoux/690007174,2026-01-30,personnes_agees
"Résidence autonomie la Bretonnière Dardilly, METROPOLE DE LYON",Dardilly,69570,CCAS,,04 78 64 94 06,labretonniere@mairie-dardilly.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=690801501,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Dardilly, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (69),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/metropole-de-lyon-69m/dardilly-69570/residence-autonomie-la-bretonniere/690801501,2026-01-30,personnes_agees
"Résidence autonomie Le Colombier Saint-Pierre-la-Palud, RHONE",Saint Pierre La Palud,69210,Association Résidence Le Colombier,5 place Nicolas,04 74 70 32 00,lecolombier.stpierre@cdfede69.admr.org,https://www.has-sante.fr/jcms/6479_FicheESSMS/fr/residence-le-colombier,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Saint Pierre La Palud, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (69),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/rhone-69d/saint-pierre-la-palud-69210/residence-autonomie-le-colombier/690805429,2026-01-30,personnes_agees
"Résidence autonomie Simon Rousseau Fontaines-sur-Saône, METROPOLE DE LYON",Fontaines sur-Saone,69270,Centre hospitalier de Neuville et Fontaines-sur-Saône,1 avenue Simon Rousseau,04 72 00 10 35,directeur@chg-neuville.fr,https://www.has-sante.fr/jcms/6506_FicheESSMS/fr/residence-simon-rousseau,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Fontaines sur-Saone, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (69),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/metropole-de-lyon-69m/fontaines-sur-saone-69270/residence-autonomie-simon-rousseau/690044904,2026-01-30,personnes_agees
Résidence MARPA La Fleurisienne,Fleurie,69820,Association La Fleurisienne,,04 74 69 51 93,marpalafleurisienne@outlook.fr,https://www.marpa.fr/residences-retraite/la-fleurisienne-fleurie-69/,MARPA,residence,a_verifier,"MARPA située à Fleurie, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (69),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/rhone-69d/fleurie-69820/residence-marpa-la-fleurisienne/690035803,2026-01-30,personnes_agees
Résidence autonomie MARPA Les Trois Ruisseaux,Ternand,69620,Association MARPA Les Trois,,04 78 21 83 95,,https://www.marpa.fr/marpas/marpa-les-3-ruisseaux/#contact-marpa,MARPA,residence,a_verifier,"MARPA située à Ternand, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (69),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/rhone-69d/ternand-69620/residence-autonomie-marpa-les-trois-ruisseaux/690045273,2026-01-30,personnes_agees
Résidence autonomie Les Pins,Lentilly,69210,Association de la Résidence,,04 37 64 64 10,residencedespinslentilly@orange.fr,http://residencedespins.free.fr/pages/residence.php,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Lentilly, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (69),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/rhone-69d/lentilly-69210/residence-autonomie-les-pins/690031968,2026-01-30,personnes_agees
"Résidence autonomie Les Gentianes Lyon 7e Arrondissement, METROPOLE DE LYON",,,Association Les Gentianes,22 rue Elie Rochette,04 78 69 92 85,s.neple@les-gentianes-lyon.fr,https://les-gentianes-lyon.fr/,Résidence autonomie,residence,a_verifier,,Département (69),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/metropole-de-lyon-69m/lyon-7e-arrondissement-69007/residence-autonomie-les-gentianes/690005228,2026-01-30,personnes_agees
"Résidence autonomie Le Val Foron Caluire-et-Cuire, METROPOLE DE LYON",Caluire Et Cuire,69300,Association Les Bruyères,,04 72 27 22 22,val.foron@laposte.net,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=690785613,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Caluire Et Cuire, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (69),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/metropole-de-lyon-69m/caluire-et-cuire-69300/residence-autonomie-le-val-foron/690785613,2026-01-30,personnes_agees
"Résidence autonomie La Maison de François et Claire Tassin-la-Demi-Lune, METROPOLE DE LYON",Tassin La Demi Lune,69160,Foyers de l'Hospitalité d'Assise,113 route de Paris,04 72 87 05 01,s.sumien@habitat-humanisme.org,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=690040746,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Tassin La Demi Lune, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (69),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/metropole-de-lyon-69m/tassin-la-demi-lune-69160/residence-autonomie-la-maison-de-francois-et-claire/690040746,2026-01-30,personnes_agees
