nom,commune,code_postal,gestionnaire,adresse_l1,telephone,email,site_web,sous_categories,habitat_type,eligibilite_avp,presentation,departement,source,date_extraction,public_cible
"Résidence autonomie Arc en Ciel La Tour-du-Pin, ISERE",La Tour du Pin,38110,CCAS,29 boulevard Victor Hugo,04 74 83 24 20,rose-laurence.bertini@latourdupin.fr,https://www.latourdupin.fr/pratique/ccas/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à La Tour du Pin, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (38),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/isere-38/la-tour-du-pin-38110/residence-autonomie-arc-en-ciel/380792101,2026-01-09,personnes_agees
Résidence autonomie L'Argentière,Vienne,38200,SAS Alph'Âge gestion,,04 37 02 02 02,accueil.argentiere@univi.fr,https://www.univi.fr/produit/residence-autonomie-largentiere,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Vienne, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (38),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/isere-38/vienne-38200/residence-autonomie-largentiere/380021121,2026-01-09,personnes_agees
"Résidence autonomie de Bellevue Saint-Marcellin, ISERE",Saint Marcellin,38160,Association Joud Recollets,4 rue des Recollets,04 57 33 00 51,j.r.bellevue160@gmail.com,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=380026658,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Saint Marcellin, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (38),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/isere-38/saint-marcellin-38160/residence-autonomie-de-bellevue/380026658,2026-01-09,personnes_agees
Résidence autonomie le Belvédère,Seyssins,38180,CCAS,40 rue de la Liberté,04 76 96 78 45,ccas@mairie-seyssins.fr,https://www.seyssins.fr/92-seniors.htm,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Seyssins, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (38),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/isere-38/seyssins-38180/residence-autonomie-le-belvedere/380799817,2026-01-09,personnes_agees
"Résidence autonomie Le Belvédère Saint-Martin-d'Uriage, ISERE",Saint Martin Duriage,38410,CCAS,50 impasse du Belvédère,04 76 89 56 11,ra@mairie-smu.fr,https://www.has-sante.fr/jcms/4009_FicheESSMS/fr/residence-autonomie-le-belvedere,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Saint Martin Duriage, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (38),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/isere-38/saint-martin-duriage-38410/residence-autonomie-le-belvedere/380800748,2026-01-09,personnes_agees
"Résidence autonomie La Berjallière Bourgoin-Jallieu, ISERE",Bourgoin Jallieu,38300,CCAS,4 rue de la Berjallière,04 74 93 39 68,fberjalliere@bourgoinjallieu.fr,https://www.bourgoinjallieu.fr/vie-quotidienne/seniors/la-berjalliere,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Bourgoin Jallieu, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (38),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/isere-38/bourgoin-jallieu-38300/residence-autonomie-la-berjalliere/380785451,2026-01-09,personnes_agees
Résidence autonomie La Cerisaie,Fontaine,38600,CCAS,40 impasse de Chartreuse,04 76 27 44 84,sandrine.benini@ville-fontaine.fr,https://ville-fontaine.fr/seniors/residences-autonomie/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Fontaine, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (38),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/isere-38/fontaine-38600/residence-autonomie-la-cerisaie/380785527,2026-01-09,personnes_agees
Résidence autonomie Charminelle,Voreppe,38340,CCAS,64 avenue Honoré de Balzac,04 76 50 21 65,residence.charminelle@ville-voreppe.fr,http://www.voreppe.fr/article/r%C3%A9sidence-charminelle,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Voreppe, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (38),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/isere-38/voreppe-38340/residence-autonomie-charminelle/380786707,2026-01-09,personnes_agees
"Résidence autonomie La Colline aux Oiseaux Les Avenières Veyrins-Thuellin, ISERE",Les Avenieres Veyrins Thuellin,38630,CCAS,1 place Bacchus,04 74 33 67 78,residenceautonomie@lesavenieres.fr,https://www.has-sante.fr/jcms/13989_FicheESSMS/fr/residence-auton-la-colline-aux-oiseaux,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Les Avenieres Veyrins Thuellin, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (38),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/isere-38/les-avenieres-veyrins-thuellin-38630/residence-autonomie-la-colline-aux-oiseaux/380800722,2026-01-09,personnes_agees
"Résidence autonomie Gai Soleil Saint-André-le-Gaz, ISERE",Saint Andre Le Gaz,38490,CCAS,,04 74 88 11 61,,https://saintandrelegaz.fr/residence-gai-soleil/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Saint Andre Le Gaz, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (38),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/isere-38/saint-andre-le-gaz-38490/residence-autonomie-gai-soleil/380795443,2026-01-09,personnes_agees
