siren,siret_siege,nom_entreprise,personne_morale,entreprise_cessee,statut_rcs,forme_juridique,categorie_juridique,code_naf,libelle_code_naf,domaine_activite,tranche_effectif,effectif_min,effectif_max,annee_effectif,date_creation,ville,code_postal,code_commune,adresse_ligne_1,adresse_ligne_2,departement
788425361,78842536100060,CONSONEO,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,62.01Z,Programmation informatique,"Programmation, conseil et autres activités informatiques",21,50,99,2022,2012-09-18,PARIS,75001,75101,15 RUE DU LOUVRE,,75
110000320,11000032000033,CNCCFP COMMISSION NATIONALE DES COMPTES DE CAMPAGNE ET DES FINANCEMENTS POLITIQUES,True,0,Non inscrit,Autorité administrative ou publique indépendante,7112,84.11Z,Administration publique générale,Administration publique et défense ; sécurité sociale obligatoire,21,50,99,2022,1990-01-15,PARIS,75015,75115,31 RUE DE LA FEDERATION,31-35,75
477673412,47767341200029,HASPOLO,True,0,Inscrit,"SAS, société par actions simplifiée",5710,14.13Z,Fabrication de vêtements de dessus,Industrie de l'habillement,21,50,99,2022,2004-03-01,SAINT-CHRISTOPHE-DU-BOIS,49280,49269,ZONE D'ACTIVITES DU PARC V,,75
495160657,49516065700062,LEXFO,True,0,Inscrit,"SAS, société par actions simplifiée",5710,62.02A,Conseil en systèmes et logiciels informatiques,"Programmation, conseil et autres activités informatiques",21,50,99,2023,2007-04-01,PARIS,75008,75108,17 AVENUE HOCHE,,75
443210984,44321098400052,COSOLUCE,True,0,Inscrit,"SAS, société par actions simplifiée",5710,58.29C,Édition de logiciels applicatifs,Édition,21,50,99,2022,2002-09-01,PAU,64000,64445,20 RUE JOHANNES KEPLER,,75
900210840,90021084000014,AMTALENTS,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,85.59A,Formation continue d'adultes,Enseignement,21,50,99,2022,2021-06-01,PARIS,75013,75113,151 BOULEVARD DE L'HOPITAL,,75
429427008,42942700800025,GIE RAMSAY SANTE,True,0,Inscrit,"GIE, groupement d'intérêt économique",6220,82.99Z,Autres activités de soutien aux entreprises n.c.a.,Activités administratives et autres activités de soutien aux entreprises,21,50,99,2022,2000-01-01,PARIS,75017,75117,39 RUE MSTISLAV ROSTROPOVITCH,,75
820434439,82043443900049,LIVESTORM SAS,True,0,Inscrit,"SAS, société par actions simplifiée",5710,63.12Z,Portails Internet,Services d'information,22,100,199,2022,2016-05-17,LYON,69006,69386,16 RUE CUVIER,,75
525379426,52537942600014,GLOBAL PARTNER,True,0,Inscrit,"SAS, société par actions simplifiée",5710,46.51Z,"Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de logiciels","Commerce de gros, à l'exception des automobiles et des motocycles",21,50,99,2022,2010-10-01,PARIS,75008,75108,38 RUE DES MATHURINS,,75
387949530,38794953000050,SYSTRA,True,0,Inscrit,SA à directoire (s.a.i.),5699,71.12B,"Ingénierie, études techniques",Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,32,250,499,2023,1992-06-17,PARIS,75015,75115,72 RUE HENRY FARMAN,72 AU 76,75
542060132,54206013200199,M R C I,True,0,Inscrit,"SAS, société par actions simplifiée",5710,52.29A,"Messagerie, fret express",Entreposage et services auxiliaires des transports,22,100,199,2022,1954-01-01,PARIS,75012,75112,4 PLACE LOUIS ARMAND,TOUR DE L HORLOGE,75
722056496,72205649600010,ALMACEN,True,0,Inscrit,"SAS, société par actions simplifiée",5710,47.11B,Commerce d'alimentation générale,"Commerce de détail, à l'exception des automobiles et des motocycles",21,50,99,2022,1900-01-01,PARIS,75015,75115,2 RUE NANTEUIL,A L ANGLE DE LA RUE BRANCION,75
503960643,50396064300065,ASSOCIATION L214,True,0,Non inscrit,Association déclarée,9220,94.99Z,Autres organisations fonctionnant par adhésion volontaire,Activités des organisations associatives,21,50,99,2023,2008-03-14,STRASBOURG,67200,67482,2 RUE HENRI BERGSON,,75
429980568,42998056800027,CEH II MERCK PERFORMANCE MATERIALS,True,0,Inscrit,"SAS, société par actions simplifiée",5710,20.13B,Fabrication d'autres produits chimiques inorganiques de base n.c.a.,Industrie chimique,21,50,99,2022,2000-03-02,TROSLY-BREUIL,60350,60647,1 RUE DU FLOTTAGE,,75
537375875,53737587500201,GENERALE DU SOLAIRE,True,0,Inscrit,"SAS, société par actions simplifiée",5710,35.11Z,Production d'électricité,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",21,50,99,2023,2011-10-04,PARIS,75002,75102,50 RUE ETIENNE MARCEL,,75
832408900,83240890000021,FSP FOX SECURITY PRIVEE,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,80.10Z,Activités de sécurité privée,Enquêtes et sécurité,21,50,99,2022,2017-11-01,PARIS,75009,75109,14 RUE PIERRE SEMARD,,75
853842631,85384263100014,HUB SECURITY,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,80.10Z,Activités de sécurité privée,Enquêtes et sécurité,21,50,99,2022,2019-08-01,PARIS,75017,75117,1 PASSAGE DES ACACIAS,,75
331595587,33159558700113,SIPAREX INGENIERIE ET FINANCE SIGEFI,True,0,Inscrit,"SAS, société par actions simplifiée",5710,64.30Z,Fonds de placement et entités financières similaires,"Activités des services financiers, hors assurance et caisses de retraite",21,50,99,2022,1984-12-17,LYON,69003,69383,107 RUE SERVIENT,,75
962504049,96250404900041,SFTRF SOC FRANCAISE TUNNEL ROUTIER DE FREJUS,True,0,Inscrit,SA d'économie mixte à conseil d'administration,5515,52.21Z,Services auxiliaires des transports terrestres,Entreposage et services auxiliaires des transports,32,250,499,2022,1962-01-01,MODANE,73500,73157,LE FREJUS,PLATEFORME DU TUNNEL,75
348912965,34891296500129,FONCIA LOIRET,True,0,Inscrit,"SAS, société par actions simplifiée",5710,68.32A,Administration d'immeubles et autres biens immobiliers,Activités immobilières,21,50,99,2022,1989-01-02,ORLEANS,45000,45234,3 RUE PIERRE-GILLES DE GENNES,IM ORLEANS PLAZA BAT A ILOT DE LA RAPE,75
823921192,82392119200030,ADEVINTA PRODUCT & TECH FRANCE,True,0,Inscrit,"SAS, société par actions simplifiée",5710,62.01Z,Programmation informatique,"Programmation, conseil et autres activités informatiques",22,100,199,2023,2016-11-17,PARIS,75002,75102,24 RUE DES JEUNEURS,,75
789944873,78994487300072,MINEBEA ACCESSSOLUTIONS FRANCE,True,0,Inscrit,"SAS, société par actions simplifiée",5710,25.72Z,Fabrication de serrures et de ferrures,"Fabrication de produits métalliques, à l'exception des machines et des équipements",32,250,499,2022,2012-12-06,ALFORTVILLE,94140,94002,5 RUE CHARLES DE GAULLE,(6EME ETAGE),75
480885896,48088589600054,ISCM SUP DE PUB,True,0,Inscrit,"EURL, entreprise unipersonnelle à responsabilité limitée",5498,85.59A,Formation continue d'adultes,Enseignement,31,200,249,2023,2005-01-13,PARIS,75015,75115,2 RUE SEXTIUS MICHEL,2-10,75
776949760,77694976000065,MNSP MUTUELLE NATIONALE DES SAPEURS POMPIERS DE FRANCE,True,0,Non inscrit,Mutuelle,8210,65.12Z,Autres assurances,Assurance,21,50,99,2022,1981-07-10,PARIS,75011,75111,32 RUE BREGUET,,75
883203887,88320388700020,MOKA.CARE,True,0,Inscrit,"SAS, société par actions simplifiée",5710,62.01Z,Programmation informatique,"Programmation, conseil et autres activités informatiques",21,50,99,2022,2020-05-05,PARIS,75011,75111,6 RUE SAINT-SABIN,6-8,75
110000296,11000029600274,ARCOM AUTORITE DE REGULATION DE LA COMMUNICATION AUDIOVISUELLE ET NUMERIQUE,True,0,Non inscrit,Autorité administrative ou publique indépendante,7112,84.11Z,Administration publique générale,Administration publique et défense ; sécurité sociale obligatoire,32,250,499,2022,1986-10-01,PARIS,75012,75112,9 RUE BRAHMS,,75
353439144,35343914400018,ROLAND BERGER GMBH,True,0,Inscrit,Société commerciale étrangère immatriculée au RCS,3120,70.22Z,Conseil pour les affaires et autres conseils de gestion,Activités des sièges sociaux ; conseil de gestion,32,250,499,2022,1990-01-02,MUNICH,,,SEDERANGER 1  80538,,75
339909640,33990964000015,GIRAUDET,True,0,Inscrit,"SAS, société par actions simplifiée",5710,10.85Z,Fabrication de plats préparés,Industries alimentaires,21,50,99,2022,1986-08-01,BOURG-EN-BRESSE,01000,01053,10 AVENUE ARSENE D'ARSONVAL,Z.I. NORD,75
882181985,88218198500012,GFP TECHNOLOGIES,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,62.01Z,Programmation informatique,"Programmation, conseil et autres activités informatiques",22,100,199,2022,2020-02-17,CHARTRES,28000,28085,4 RUE BLAISE PASCAL,BAT F,75
810557926,81055792600054,SIDEXIA,True,0,Inscrit,"SAS, société par actions simplifiée",5710,71.12B,"Ingénierie, études techniques",Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,21,50,99,2022,2015-04-01,BOULOGNE-BILLANCOURT,92100,92012,116 RUE DE SILLY,,75
502080104,50208010400057,SINTEO,True,0,Inscrit,"SAS, société par actions simplifiée",5710,71.12B,"Ingénierie, études techniques",Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,21,50,99,2022,2008-01-01,PARIS,75009,75109,29 RUE SAINT-LAZARE,,75
784280729,78428072900020,ECOLE PSYCHOLOGUES PRATICIENS,True,0,Non inscrit,Association déclarée,9220,85.42Z,Enseignement supérieur,Enseignement,22,100,199,2022,1900-01-01,PARIS,75006,75106,23 RUE DU MONTPARNASSE,,75
417959640,41795964000042,M.A. NET,True,0,Inscrit,"SARL, société à responsabilité limitée",5499,81.21Z,Nettoyage courant des bâtiments,Services relatifs aux bâtiments et aménagement paysager,22,100,199,2022,1998-01-01,BAGNOLET,93170,93006,50 RUE LOUISE MICHEL,,75
338532096,33853209600058,CA2I NOVRH,True,0,Inscrit,"SAS, société par actions simplifiée",5710,58.29C,Édition de logiciels applicatifs,Édition,21,50,99,2022,1986-06-25,MARSEILLE,13008,13208,2 BOULEVARD DE GABES,LES BUREAUX DE MARVEYRE,75
197521958,19752195800029,COLLEGE GERARD PHILIPPE,True,0,Non inscrit,Établissement public local d'enseignement,7331,85.31Z,Enseignement secondaire général,Enseignement,21,50,99,2022,1973-04-11,PARIS,75018,75118,8 RUE DES AMIRAUX,,75
432608313,43260831300040,MAXIMAL PRODUCTIONS,True,0,Inscrit,"SAS, société par actions simplifiée",5710,59.11A,Production de films et de programmes pour la télévision,"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale",21,50,99,2023,2000-07-24,PARIS,75007,75107,46 AVENUE DE BRETEUIL,,75
347433724,34743372400031,ASSOCIATION DYNAMO,True,0,Non inscrit,Association déclarée,9220,94.99Z,Autres organisations fonctionnant par adhésion volontaire,Activités des organisations associatives,22,100,199,2022,1988-07-07,PARIS,75011,75111,3 PASSAGE SALARNIER,,75
197507049,19750704900017,LYCEE GENERAL CARNOT,True,0,Non inscrit,Établissement public local d'enseignement,7331,85.31Z,Enseignement secondaire général,Enseignement,22,100,199,2022,1965-05-01,PARIS,75017,75117,145 BOULEVARD MALESHERBES,,75
784347429,78434742900010,MISSION DIPLO REPUBLI FEDERALE ALLEMAGNE,True,0,Non inscrit,"État, collectivité ou établissement public étranger",3210,99.00Z,Activités des organisations et organismes extraterritoriaux,Activités des organisations et organismes extraterritoriaux,21,50,99,2022,1900-01-01,PARIS,75008,75108,13 AVENUE FRANKLIN D. ROOSEVELT,,75
847892858,84789285800014,FLORENCE DORE FASHION,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,82.30Z,"Organisation de foires, salons professionnels et congrès",Activités administratives et autres activités de soutien aux entreprises,32,250,499,2022,2019-02-01,PARIS,75007,75107,101 RUE SAINT-DOMINIQUE,,75
484075858,48407585800015,LA ROSE DU BAL,True,0,Inscrit,"SARL, société à responsabilité limitée",5499,90.01Z,Arts du spectacle vivant,"Activités créatives, artistiques et de spectacle",21,50,99,2022,2005-09-08,PARIS,75016,75116,5 RUE DES VIGNES,,75
539572859,53957285900038,TOKYO EXPLOITATION,True,0,Inscrit,"SAS, société par actions simplifiée",5710,56.10A,Restauration traditionnelle,Restauration,21,50,99,2022,2012-01-31,PARIS,75008,75108,38 AVENUE DES CHAMPS ELYSEES,,75
622032456,62203245600023,BRASSERIE L EUROPEEN,True,0,Inscrit,"SAS, société par actions simplifiée",5710,56.10A,Restauration traditionnelle,Restauration,21,50,99,2022,1962-01-01,PARIS,75012,75112,2 RUE DE LYON,,75
954506283,95450628300124,CHARLES POZZI,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,45.11Z,Commerce de voitures et de véhicules automobiles légers,Commerce et réparation d'automobiles et de motocycles,21,50,99,2022,1954-01-01,PARIS,75017,75117,10 RUE CURNONSKY,,75
542065305,54206530500550,ECI EUROPCAR INTERNATIONAL SA,True,0,Inscrit,"SAS, société par actions simplifiée",5710,66.30Z,Gestion de fonds,Activités auxiliaires de services financiers et d'assurance,32,250,499,2022,1900-01-01,PARIS,75017,75117,13 T BOULEVARD BERTHIER,,75
325445963,32544596300144,BARBARA BUI SA,True,0,Inscrit,SA à conseil d'administration (s.a.i.),5599,14.13Z,Fabrication de vêtements de dessus,Industrie de l'habillement,21,50,99,2022,1982-09-01,PARIS,75003,75103,32 RUE DES FRANCS BOURGEOIS,,75
422437657,42243765700071,D2P PHARMA,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,46.46Z,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,"Commerce de gros, à l'exception des automobiles et des motocycles",22,100,199,2022,1999-02-19,PARIS,75006,75106,42 RUE DU CHERCHE-MIDI,,75
392439154,39243915400015,ETS WINCKELMANS,True,0,Inscrit,"SAS, société par actions simplifiée",5710,23.31Z,Fabrication de carreaux en céramique,Fabrication d'autres produits minéraux non métalliques,21,50,99,2022,1993-09-13,LILLE,59000,59350,584 AVENUE DE DUNKERQUE (LOMME),,75
621620921,62162092100075,CONFISERIE DU ROY RENE,True,0,Inscrit,"SAS, société par actions simplifiée",5710,10.82Z,"Fabrication de cacao, chocolat et de produits de confiserie",Industries alimentaires,22,100,199,2023,1962-01-01,AIX-EN-PROVENCE,13100,13001,5380 ROUTE D'AVIGNON,RD 7N - CS 40001,75
492700885,49270088500022,LA LANDE SAINT MARTIN,True,0,Inscrit,"SAS, société par actions simplifiée",5710,87.30A,Hébergement social pour personnes âgées,Hébergement médico-social et social,21,50,99,2022,2007-04-01,HAUTE-GOULAINE,44115,44071,11 RUE DES GAROTTIERES,,75
428703979,42870397900081,PHOTOBOX SAS,True,0,Inscrit,"SAS, société par actions simplifiée",5710,18.12Z,Autre imprimerie (labeur),Imprimerie et reproduction d'enregistrements,22,100,199,2022,1999-12-18,NANTEUIL-LE-HAUDOUIN,60440,60446,3 ALLEE DES PRIMEVERES,,75
352567986,35256798600158,DENTSU FRANCE,True,0,Inscrit,"SAS, société par actions simplifiée",5710,73.11Z,Activités des agences de publicité,Publicité et études de marché,32,250,499,2022,1989-11-22,PARIS,75017,75117,67 AVENUE DE WAGRAM,,75
388680670,38868067000048,GYMA SAS,True,0,Inscrit,"SAS, société par actions simplifiée",5710,10.84Z,Fabrication de condiments et assaisonnements,Industries alimentaires,22,100,199,2022,1992-08-22,SORGUES,84700,84129,ESPACE D'ACTIVITES SAINT-ANNE,ZONE D ESPACE D ACTIVITES,75
393011499,39301149900034,STI FRANCE,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,25.61Z,Traitement et revêtement des métaux,"Fabrication de produits métalliques, à l'exception des machines et des équipements",22,100,199,2023,1993-11-15,PARIS,75016,75116,7 RUE GALILEE,JPA D'ANTIN,75
431268028,43126802800021,MAUNA KEA TECHNOLOGIES,True,0,Inscrit,SA à conseil d'administration (s.a.i.),5599,72.19Z,Recherche-développement en autres sciences physiques et naturelles,Recherche-développement scientifique,21,50,99,2023,2000-04-21,PARIS,75010,75110,9 RUE D'ENGHIEN,,75
431729763,43172976300083,VITRINEMEDIA,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,46.52Z,Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunication,"Commerce de gros, à l'exception des automobiles et des motocycles",21,50,99,2022,2000-06-02,BOULOGNE-BILLANCOURT,92100,92012,66 AVENUE EMILE ZOLA,BATIMENT A,75
384621215,38462121500043,CIS CATERING INTERNATIONAL & SERVICES,True,0,Inscrit,SA à conseil d'administration (s.a.i.),5599,55.10Z,Hôtels et hébergement similaire,Hébergement,21,50,99,2022,1992-02-05,MARSEILLE,13008,13208,40 AVENUE DE HAMBOURG,,75
319679825,31967982500194,GENERAL MILLS FRANCE,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,46.39B,Commerce de gros (commerce interentreprises) alimentaire non spécialisé,"Commerce de gros, à l'exception des automobiles et des motocycles",32,250,499,2022,1980-09-01,BOULOGNE-BILLANCOURT,92100,92012,30 COURS DE L'ILE SEGUIN,,75
813273554,81327355400051,BCM ENERGY,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,66.12Z,Courtage de valeurs mobilières et de marchandises,Activités auxiliaires de services financiers et d'assurance,22,100,199,2023,2015-09-14,LYON 6EME,69006,69386,BD JULES FAVRE,,75
538168329,53816832900083,OPENDATASOFT,True,0,Inscrit,"SAS, société par actions simplifiée",5710,62.02A,Conseil en systèmes et logiciels informatiques,"Programmation, conseil et autres activités informatiques",22,100,199,2023,2011-11-14,PARIS,75002,75102,32 AVENUE DE L'OPERA,,75
428167910,42816791000069,TURENNE CAPITAL PARTENAIRES,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,64.30Z,Fonds de placement et entités financières similaires,"Activités des services financiers, hors assurance et caisses de retraite",21,50,99,2023,1999-12-01,PARIS,75008,75108,9 RUE DE TEHERAN,,75
443924527,44392452700064,ANTADIS,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,62.01Z,Programmation informatique,"Programmation, conseil et autres activités informatiques",21,50,99,2023,2002-10-24,RAMBOUILLET,78120,78517,1 RUE DE CLAIREFONTAINE,,75
824628861,82462886100018,KEOLIS SANTE,True,0,Inscrit,"SAS, société par actions simplifiée",5710,70.10Z,Activités des sièges sociaux,Activités des sièges sociaux ; conseil de gestion,21,50,99,2022,2016-12-22,CANEJAN,33610,33090,10 IMPASSE DU BOIS DE LA GRANGE,,75
441320405,44132040500109,ERG FRANCE,True,0,Inscrit,"EURL, entreprise unipersonnelle à responsabilité limitée",5498,71.12B,"Ingénierie, études techniques",Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,21,50,99,2022,2002-03-01,PARIS,75009,75109,16 BOULEVARD MONTMARTRE,,75
338994916,33899491600157,PAPREC ENERGIES ATLANTIQUE,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,38.21Z,Traitement et élimination des déchets non dangereux,"Collecte, traitement et élimination des déchets ; récupération",21,50,99,2023,1986-09-26,PARIS,75008,75108,7 RUE DU DOCTEUR LANCEREAUX,,75
901399675,90139967500015,BEENEXT,True,0,Inscrit,"SAS, société par actions simplifiée",5710,62.02A,Conseil en systèmes et logiciels informatiques,"Programmation, conseil et autres activités informatiques",21,50,99,2022,2021-07-05,PARIS,75008,75108,10 RUE DE PENTHIEVRE,,75
853951770,85395177000025,CORDIER EXCEL UCCOAR,True,0,Inscrit,"SAS, société par actions simplifiée",5710,46.34Z,Commerce de gros (commerce interentreprises) de boissons,"Commerce de gros, à l'exception des automobiles et des motocycles",21,50,99,2022,2019-09-09,CARCASSONNE,11000,11069,BOULEVARD HENRY BOUFFET,ZONE INDUSTRIELLE,75
852816016,85281601600012,COVEA D,True,0,Non inscrit,Association déclarée,9220,78.30Z,Autre mise à disposition de ressources humaines,Activités liées à l'emploi,22,100,199,2022,2019-01-31,PARIS,75009,75109,86 RUE SAINT-LAZARE,,75
750338543,75033854300119,VOIX PUBLIQUE,True,0,Inscrit,"SAS, société par actions simplifiée",5710,70.21Z,Conseil en relations publiques et communication,Activités des sièges sociaux ; conseil de gestion,22,100,199,2023,2012-03-16,PARIS,75010,75110,11 RUE MARTEL,,75
513348524,51334852400069,BEAH BUREAU EUROPEEN D ASSURANCE HOSPITALIERE,True,0,Inscrit,"SAS, société par actions simplifiée",5710,65.12Z,Autres assurances,Assurance,21,50,99,2022,2009-07-01,PARIS,75009,75109,16 RUE DE LONDRES,16-18,75
751929357,75192935700018,CONVIVIUM MARBEUF,True,0,Inscrit,"SARL, société à responsabilité limitée",5499,56.10A,Restauration traditionnelle,Restauration,21,50,99,2022,2012-05-01,PARIS,75008,75108,28 RUE MARBEUF,,75
824686109,82468610900011,CARDIF IARD,True,0,Inscrit,SA à conseil d'administration (s.a.i.),5599,65.12Z,Autres assurances,Assurance,32,250,499,2022,2016-12-28,PARIS,75009,75109,1 BOULEVARD HAUSSMANN,,75
530545755,53054575500023,DMV SOTEP,True,0,Inscrit,"SAS, société par actions simplifiée",5710,24.20Z,"Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier",Métallurgie,21,50,99,2023,2011-02-09,CHOUDAY,36100,36052,67 CHEMIN DES MIDORS,,75
489206276,48920627600029,ACNE FRANCE,True,0,Inscrit,"SAS, société par actions simplifiée",5710,47.71Z,Commerce de détail d'habillement en magasin spécialisé,"Commerce de détail, à l'exception des automobiles et des motocycles",22,100,199,2022,2006-02-16,PARIS 04,75004,75104,39 RUE STE CROIX BRETONNERIE,,75
820842920,82084292000051,KEYWORDS STUDIOS FRANCE SAS,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,59.12Z,"Post-production de films cinématographiques, de vidéo et de programmes de télévision","Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale",21,50,99,2022,2016-06-01,PARIS,75016,75116,59 BOULEVARD EXELMANS,5EME ETAGE,75
849571864,84957186400040,FOOD SOCIETY LYON,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,56.10A,Restauration traditionnelle,Restauration,21,50,99,2022,2019-03-14,PARIS,75014,75114,68 AVENUE DU MAINE,,75
803927268,80392726800042,AYMAX CONSULTING,True,0,Inscrit,SA à conseil d'administration (s.a.i.),5599,62.02A,Conseil en systèmes et logiciels informatiques,"Programmation, conseil et autres activités informatiques",21,50,99,2023,2014-08-15,COURBEVOIE,92400,92026,17 PLACE DES REFLETS,LIBERTY TOWER (CB16),75
830976502,83097650200047,GATESOLUTIONS HELVETIA,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,56.10A,Restauration traditionnelle,Restauration,22,100,199,2022,2017-07-17,PARIS,75012,75112,8 AVENUE LEDRU-ROLLIN,,75
821001336,82100133600022,DIAGNOSTEAM,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,71.20B,"Analyses, essais et inspections techniques",Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,21,50,99,2023,2016-08-15,LYON,69006,69386,45 RUE SAINTE GENEVIEVE,IMMEUBLE LE POLARIS,75
616220034,61622003400055,FAUCONNIER,True,0,Inscrit,"SAS, société par actions simplifiée",5710,11.01Z,Production de boissons alcooliques distillées,Fabrication de boissons,21,50,99,2022,1962-01-01,MARCONNE,62140,62549,AV MAL DE LATTRE DE TASSIGNY,,75
795151885,79515188500048,ATHEO INGENIERIE,True,0,Inscrit,"SAS, société par actions simplifiée",5710,62.02A,Conseil en systèmes et logiciels informatiques,"Programmation, conseil et autres activités informatiques",22,100,199,2023,2013-07-15,STRASBOURG,67200,67482,10 RUE FLORA TRISTAN,,75
332641687,33264168700014,LA BEAUFORTAINE,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,47.29Z,Autres commerces de détail alimentaires en magasin spécialisé,"Commerce de détail, à l'exception des automobiles et des motocycles",21,50,99,2022,1985-01-01,BEAUFORT,73270,73034,AVENUE DU CAPITAINE BULLE,,75
844115030,84411503000018,CNA INSURANCE COMPANY (EUROPE) S.A.,True,0,Inscrit,Société commerciale étrangère immatriculée au RCS,3120,65.12Z,Autres assurances,Assurance,21,50,99,2023,2018-11-14,,,,35F AVENUE JF KENNEDY,,75
512757725,51275772500043,SENSORION,True,0,Inscrit,SA à conseil d'administration (s.a.i.),5599,72.11Z,Recherche-développement en biotechnologie,Recherche-développement scientifique,21,50,99,2022,2009-05-25,MONTPELLIER,34080,34172,375 RUE DU PROFESSEUR BLAYAC,BLAYAC,75
822620225,82262022500018,KEREIS SERVICES,True,0,Inscrit,Société en nom collectif,5202,62.02A,Conseil en systèmes et logiciels informatiques,"Programmation, conseil et autres activités informatiques",31,200,249,2022,2016-09-16,SAINT-HERBLAIN,44800,44162,3 RUE VICTOR SCHOELCHER,BAT E ET F,75
311547954,31154795400017,BEMACO BETON-MATERIAUX ET CONSTRUCTIONS,True,0,Inscrit,Société en nom collectif,5202,23.61Z,Fabrication d'éléments en béton pour la construction,Fabrication d'autres produits minéraux non métalliques,32,250,499,2022,1900-01-01,WARCQ,08000,08497,RUE FRANCOIS URANO,,75
422330423,42233042300027,SAS MARIGNAN ELYSEES,True,0,Inscrit,"SAS, société par actions simplifiée",5710,55.10Z,Hôtels et hébergement similaire,Hébergement,21,50,99,2022,1999-03-12,PARIS,75008,75108,12 RUE DE MARIGNAN,12-14,75
808233399,80823339900068,SRT GROUP,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,66.30Z,Gestion de fonds,Activités auxiliaires de services financiers et d'assurance,21,50,99,2023,2014-12-01,PARIS,75008,75108,40 RUE DU COLISEE,,75
814664892,81466489200019,CITIBANK EUROPE PUBLIC LIMITED COMPANY,True,0,Inscrit,Société commerciale étrangère immatriculée au RCS,3120,64.19Z,Autres intermédiations monétaires,"Activités des services financiers, hors assurance et caisses de retraite",22,100,199,2022,2015-10-26,DUBLIN 1,,,1 NORTH WALL QUAY,,75
449631035,44963103500044,FONDATION LE REFUGE,True,0,Non inscrit,Fondation,9300,94.99Z,Autres organisations fonctionnant par adhésion volontaire,Activités des organisations associatives,21,50,99,2023,2003-01-08,MONTPELLIER,34000,34172,75 PLACE D'ACADIE,,75
817934797,81793479700025,ROUJE,True,0,Inscrit,"SAS, société par actions simplifiée",5710,14.13Z,Fabrication de vêtements de dessus,Industrie de l'habillement,22,100,199,2022,2016-01-15,PARIS,75002,75102,11 B RUE BACHAUMONT,11 -11,75
197517931,19751793100022,CLG COLLEGE MAURICE-UTRILLO,True,0,Non inscrit,Établissement public local d'enseignement,7331,85.31Z,Enseignement secondaire général,Enseignement,21,50,99,2022,1971-03-02,PARIS,75018,75118,98 BOULEVARD NEY,,75
784573347,78457334700043,ASS INSTITUT LA BRUYERE SAINTE ISABELLE,True,0,Non inscrit,Association déclarée,9220,85.31Z,Enseignement secondaire général,Enseignement,21,50,99,2022,1900-01-01,PARIS,75014,75114,66 RUE DE L'ABBE CARTON,NU 66 A NU 70,75
500095518,50009551800030,KTO,True,0,Non inscrit,Association déclarée,9220,60.20B,Édition de chaînes thématiques,Programmation et diffusion,21,50,99,2022,2007-07-25,MALAKOFF,92240,92046,13 RUE DU 19 MARS 1962,,75
422837252,42283725200028,PLURIAD,True,0,Inscrit,"SAS, société par actions simplifiée",5710,70.22Z,Conseil pour les affaires et autres conseils de gestion,Activités des sièges sociaux ; conseil de gestion,21,50,99,2022,1999-04-12,PARIS,75019,75119,57 RUE GASTON TESSIER,,75
197506090,19750609000020,COLLEGE PAUL VERLAINE,True,0,Non inscrit,Établissement public local d'enseignement,7331,85.31Z,Enseignement secondaire général,Enseignement,21,50,99,2022,1969-04-03,PARIS,75012,75112,165 RUE DE BERCY,,75
