nom,commune,code_postal,gestionnaire,adresse_l1,telephone,email,site_web,sous_categories,habitat_type,eligibilite_avp,presentation,departement,source,date_extraction,public_cible
"Résidence autonomie Hector Bernard Saint-Doulchard, CHER",Saint Doulchard,18230,CCAS,,02 48 24 52 13,marie-claude.frottier@mairie-saintdouchard.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=180003451,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Saint Doulchard, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (18),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/cher-18/saint-doulchard-18230/residence-autonomie-hector-bernard/180003451,2026-01-23,personnes_agees
Résidence autonomie LADAPT,Bourges,18000,Association LADAPT,,02 48 66 67 67,accueil.gite-amitie@ladapt.net,https://residence-autonomie-bourges.fr/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Bourges, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (18),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/cher-18/bourges-18000/residence-autonomie-ladapt/180004087,2026-01-23,personnes_agees
Résidence autonomie Berry Grand-sud,Vesdun,18360,CCAS,20 rue du Grand Meaulnes,02 48 63 02 47,direction.residence-vesdun@cdc-berry-grand-sud.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=180003410,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Vesdun, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (18),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/cher-18/vesdun-18360/residence-autonomie-berry-grand-sud/180003410,2026-01-23,personnes_agees
Résidence autonomie Jacqueline Auriol,Bourges,18000,CCAS,2 rue Guilbeau,02 48 50 34 44,residence.auriol@ville-bourges.fr,https://www.ville-bourges.fr/site/logements-foyers-residences,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Bourges, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (18),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/cher-18/bourges-18000/residence-autonomie-jacqueline-auriol/180003444,2026-01-23,personnes_agees
Résidence autonomie Simone de Beauvoir,Bourges,18000,CCAS,23 rue Gilbert Bailly,02 48 24 39 24,residence.simonedebeauvoir@ville-bourges.fr,https://www.ville-bourges.fr/site/logements-foyers-residences,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Bourges, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (18),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/cher-18/bourges-18000/residence-autonomie-simone-de-beauvoir/180004442,2026-01-23,personnes_agees
Résidence autonomie Sully,Orval,18200,CCAS,,02 48 96 02 54,,https://www.ville-orval.fr/residence-sully-orval-cher_fr.html,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Orval, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (18),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/cher-18/orval-18200/residence-autonomie-sully/180000531,2026-01-23,personnes_agees
"Résidence autonomie Marpa la Porte Mi Charenton-du-Cher, CHER",Charenton du Cher,18210,Association Gestionnaire de la,,02 48 60 71 56,marpacharentonducher@orange.fr,http://www.marpa.fr,MARPA,residence,a_verifier,"MARPA située à Charenton du Cher, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (18),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/cher-18/charenton-du-cher-18210/residence-autonomie-marpa-la-porte-mi/180005944,2026-01-23,personnes_agees
Résidence autonomie MARPA les Marinières,Blancafort,18410,Association Gestion Marpa Blancafort,6 route de Coullons,02 48 73 98 28,marpalesmarnieres@gmail.com,"https://www.marpa.fr/residences-retraite/les-marnieres-blancafort-18/#:~:text=La%20Marpa%20%C2%AB%20Les%20Marni%C3%A8res%20%C2%BB%20est,et%20de%20l%27h%C3%A9bergement%20temporaire.",MARPA,residence,a_verifier,"MARPA située à Blancafort, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (18),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/cher-18/blancafort-18410/residence-autonomie-marpa-les-marinieres/180007668,2026-01-23,personnes_agees
"Résidence autonomie MARPA au Grès Rose Saulzais-le-Potier, CHER",Saulzais Le Potier,18360,Association Gestion MARPA Saulzais,10 rue de la Croix Rouge,02 48 63 09 23,marpa.saulzais@orange.fr,http://www.marpa.fr,MARPA,residence,a_verifier,"MARPA située à Saulzais Le Potier, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (18),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/cher-18/saulzais-le-potier-18360/residence-autonomie-marpa-au-gres-rose/180001166,2026-01-23,personnes_agees
"Résidence autonomie Louis Jouannin Menetou-Salon, CHER",Menetou Salon,18510,Association d'Aide Sociale,16 rue du Foyer Logements,02 48 64 80 98,residencelouisjouannin@orange.fr,https://www.has-sante.fr/jcms/7307_FicheESSMS/fr/residence-autonomie-louis-jouannin,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Menetou Salon, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (18),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/cher-18/menetou-salon-18510/residence-autonomie-louis-jouannin/180003436,2026-01-23,personnes_agees
