nom,commune,code_postal,gestionnaire,adresse_l1,telephone,email,site_web,sous_categories,habitat_type,eligibilite_avp,presentation,departement,source,date_extraction,public_cible
Résidence autonomie Trianon,Rouen,76000,CCAS,1 rue de Trianon,02 35 73 07 38,trianon@rouen.fr,https://rouen.fr/residence-trianon,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Rouen, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (76),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/seine-maritime-76/rouen-76000/residence-autonomie-trianon/760791996,2026-01-07,personnes_agees
"Résidence autonomie Ulysse Prévot Fécamp, SEINE-MARITIME",Fecamp,76400,CCAS,11 rue du Pressoir,06 30 38 52 08,rpa.ulysseprevost@ville-fecamp.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=760802009,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Fecamp, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (76),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/seine-maritime-76/fecamp-76400/residence-autonomie-ulysse-prevot/760802009,2026-01-07,personnes_agees
Résidence autonomie Val Fleuri,Bolbec,76210,CCAS,45 rue Jacques Fauquet,02 35 38 23 23,secretariat.ccas@bolbec.fr,https://www.has-sante.fr/jcms/3468_FicheESSMS/fr/residence-val-fleuri,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Bolbec, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (76),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/seine-maritime-76/bolbec-76210/residence-autonomie-val-fleuri/760802066,2026-01-07,personnes_agees
"Résidence autonomie La Vallée Hautot-sur-Mer, SEINE-MARITIME",Hautot sur-Mer,76550,CCAS,,02 35 04 91 37,mairie@hautot-sur-mer.fr,https://www.hautot-sur-mer.fr/adresses_utiles-ccas.php,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Hautot sur-Mer, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (76),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/seine-maritime-76/hautot-sur-mer-76550/residence-autonomie-la-vallee/760801803,2026-01-07,personnes_agees
Résidence autonomie Le Vieux Colombier,Isneauville,76230,CCAS,,02 35 61 46 61,contact@ville-isneauville.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=760801985,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Isneauville, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (76),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/seine-maritime-76/isneauville-76230/residence-autonomie-le-vieux-colombier/760801985,2026-01-07,personnes_agees
Résidence Services La Poudre de Lin,Montivilliers,76290,Domitys,26 Rue des Quatre Saisons,02 52 56 57 72,,https://www.domitys.fr/residence-services-senior/normandie/seine-maritime-76/montivilliers-la-poudre-de-lin-76,Résidence services seniors,residence,a_verifier,,76,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Athénée,Mont-Saint-Aignan,76130,Domitys,Avenue du Mont aux Malades,02 52 56 57 81,,https://www.domitys.fr/residence-services-senior/normandie/seine-maritime-76/mont-saint-aignan-athenee-76,Résidence services seniors,residence,a_verifier,,76,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services La Roze de Seine,Saint-Aubin-lès-Elbeuf,76410,Domitys,12 Rue André Gantois,02 52 56 57 89,,https://www.domitys.fr/residence-services-senior/normandie/seine-maritime-76/saint-aubin-les-elbeuf-la-roze-de-seine-76,Résidence services seniors,residence,a_verifier,,76,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Mosaiques,Rouen,76100,Domitys,64 Rue Saint-julien,02 47 67 01 82,,https://www.domitys.fr/residence-services-senior/normandie/seine-maritime-76/rouen-les-mosaiques-76,Résidence services seniors,residence,a_verifier,,76,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Jardins d'Arcadie -,Le Havre,76600,Jardins-Arcadie,22 Avenue René Coty,02 32 73 27 27,,https://jardins-arcadie.fr/residence/residence-seniors-havre-coty,Résidence services seniors,residence,a_verifier,,76,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Jardins d'Arcadie -,Rouen,76000,Jardins-Arcadie,40 Rue Saint Vivien,02 32 76 10 85,,https://jardins-arcadie.fr/residence/residence-seniors-rouen,Résidence services seniors,residence,a_verifier,,76,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Jardins d'Arcadie -,Le Havre,76600,Jardins-Arcadie,130 Boulevard François 1er,02 35 22 46 22,,https://jardins-arcadie.fr/residence/residence-seniors-havre,Résidence services seniors,residence,a_verifier,,76,pour-les-personnes-agees.gouv.fr,,personnes_agees
