nom,commune,code_postal,gestionnaire,adresse_l1,telephone,email,site_web,sous_categories,habitat_type,eligibilite_avp,presentation,departement,source,date_extraction,public_cible
"Résidence autonomie Maizières-lès-Vic, MOSELLE",Maizieres Les Vic,57810,Association Gestion Foyer Résidence,1 route de Dieuze,03 87 86 64 83,fpa57810@gmail.com,https://www.has-sante.fr/jcms/11220_FicheESSMS/fr/residence-maizieres-les-vics,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Maizieres Les Vic, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (57),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/moselle-57/maizieres-les-vic-57810/residence-autonomie/570009720,2025-12-29,personnes_agees
Résidence autonomie AMLI,Nilvange,57240,AMLI,7 rue Victor Hugo,03 82 85 25 89,location@amli.asso.fr,https://www.has-sante.fr/jcms/7842_FicheESSMS/fr/residence-amli-nilvange,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Nilvange, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (57),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/moselle-57/nilvange-57240/residence-autonomie-amli/570005405,2025-12-29,personnes_agees
"Résidence autonomie AMLI Audun-le-Tiche, MOSELLE",Audun Le Tiche,57390,AMLI,,03 82 52 21 62,location@amli.asso.fr,https://www.has-sante.fr/jcms/7846_FicheESSMS/fr/residence-amli-audun-le-tiche,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Audun Le Tiche, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (57),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/moselle-57/audun-le-tiche-57390/residence-autonomie-amli/570005397,2025-12-29,personnes_agees
Résidence autonomie AMLI,Hagondange,57300,AMLI,27 rue Mozart,09 72 10 25 10,accueil@amli.asso.fr,https://www.has-sante.fr/jcms/7841_FicheESSMS/fr/residence-amli-hagondange,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Hagondange, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (57),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/moselle-57/hagondange-57300/residence-autonomie-amli/570005371,2025-12-29,personnes_agees
"Résidence autonomie Amli Serémange-Erzange, MOSELLE",Seremange Erzange,57290,AMLI,4 rue Saint-Nicolas-en-Forêt,03 82 58 19 43,location@amli.asso.fr,https://www.has-sante.fr/jcms/7840_FicheESSMS/fr/residence-amli-seremange,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Seremange Erzange, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (57),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/moselle-57/seremange-erzange-57290/residence-autonomie-amli/570005348,2025-12-29,personnes_agees
Résidence autonomie L'Arc-en-ciel,Dieuze,57260,Association 3ème âge Les,307 route de Loudrefing,03 87 86 95 44,f.p.a.larc-en-ciel@wanadoo.fr,https://www.has-sante.fr/jcms/6295_FicheESSMS/fr/residence-l-arc-en-ciel,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Dieuze, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (57),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/moselle-57/dieuze-57260/residence-autonomie-larc-en-ciel/570015511,2025-12-29,personnes_agees
"Résidence autonomie du Canal Montigny-lès-Metz, MOSELLE",Montigny Les Metz,57950,Fondation Oeuvre Sociale Protestante,41 rue du Canal,03 87 38 61 61,contact@lavacquiniere.fr,https://www.gcs-iungo.fr,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Montigny Les Metz, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (57),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/moselle-57/montigny-les-metz-57950/residence-autonomie-du-canal/570001081,2025-12-29,personnes_agees
Résidence autonomie du Centre,Sarreguemines,57200,CCAS,4 rue de la Cité,03 87 95 49 34,residence.du.centre@orange.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=570009829,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Sarreguemines, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (57),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/moselle-57/sarreguemines-57200/residence-autonomie-du-centre/570009829,2025-12-29,personnes_agees
Résidence autonomie La Chapelle,Forbach,57600,AMLI,8 rue de la Chapelle,09 72 10 25 10,laurent.jacques@batigere.fr,https://www.has-sante.fr/jcms/7844_FicheESSMS/fr/residence-la-chapelle,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Forbach, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (57),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/moselle-57/forbach-57600/residence-autonomie-la-chapelle/570005439,2025-12-29,personnes_agees
Résidence autonomie La Coulée Verte,Creutzwald,57150,Association Résidence du 3Eme,39 rue de la Gare,03 87 93 28 78,lacouleeverte57150@gmail.com,https://www.has-sante.fr/jcms/5914_FicheESSMS/fr/residence-la-coulee-verte,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Creutzwald, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (57),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/moselle-57/creutzwald-57150/residence-autonomie-la-coulee-verte/570015578,2025-12-29,personnes_agees
