nom,commune,code_postal,gestionnaire,adresse_l1,telephone,email,site_web,sous_categories,habitat_type,eligibilite_avp,presentation,departement,source,date_extraction,public_cible
Résidence autonomie Denise Viennet,Valdahon,25800,CCAS,1 rue Denise Viennet,03 81 56 25 55,c.leroy@valdahon.com,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=250004439,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Valdahon, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (25),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/doubs-25/valdahon-25800/residence-autonomie-denise-viennet/250004439,2025-12-29,personnes_agees
"Résidence autonomie des Salins de Bregille Besançon, DOUBS",Besancon,25000,Les Salins de Bregille,13 chemin des monts de bregille haut,03 81 65 87 87,residenceautonomie@salinsdebregille.com,https://www.residence-les-salins.fr,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Besancon, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (25),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/doubs-25/besancon-25000/residence-autonomie-des-salins-de-bregille/250004447,2025-12-29,personnes_agees
"Résidence autonomie Jean Bossière Montbéliard, DOUBS",Montbeliard,25200,CCAS,8 rue Cnl Desazars de Montgaillard,03 81 91 04 87,foyer.bossiere@montbeliard.com,https://www.has-sante.fr/jcms/3916_FicheESSMS/fr/residence-autonomie-jean-bossiere,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Montbeliard, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (25),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/doubs-25/montbeliard-25200/residence-autonomie-jean-bossiere/250004421,2025-12-29,personnes_agees
"Résidence autonomie Jean-Baptiste de la Salle Besançon, DOUBS",Besancon,25000,Association Les Bruyères,2 rue du souvenir français,03 81 47 80 60,secmelun@asso-lesbruyeres.org,https://www.has-sante.fr/jcms/740_FicheESSMS/fr/residence-jean-baptiste-de-la-salle,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Besancon, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (25),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/doubs-25/besancon-25000/residence-autonomie-jean-baptiste-de-la-salle/250011418,2025-12-29,personnes_agees
"Résidence autonomie Les Cèdres Besançon, DOUBS",Besancon,25000,CCAS,2 rue kepler,03 81 54 31 00,residenceautonomie.cedres@besancon.fr,https://www.grandbesancon.fr/infos-pratiques/solidarite-sante/acceder-a-un-logement/vivre-en-residence-autonomie-conjuguer-independance-et-convivialite/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Besancon, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (25),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/doubs-25/besancon-25000/residence-autonomie-les-cedres/250004363,2025-12-29,personnes_agees
"Résidence autonomie Les Hortensias Besançon, DOUBS",Besancon,25000,CCAS,15 avenue de Bourgogne,03 81 61 48 00,residenceautonomie.hortensias@besancon.fr,https://www.grandbesancon.fr/infos-pratiques/solidarite-sante/acceder-a-un-logement/vivre-en-residence-autonomie-conjuguer-independance-et-convivialite/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Besancon, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (25),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/doubs-25/besancon-25000/residence-autonomie-les-hortensias/250004389,2025-12-29,personnes_agees
"Résidence autonomie Les Lilas Besançon, DOUBS",Besancon,25000,CCAS,7 rue des Lilas,03 81 65 45 00,residenceautonomie.lilas@besancon.fr,https://www.grandbesancon.fr/infos-pratiques/solidarite-sante/acceder-a-un-logement/vivre-en-residence-autonomie-conjuguer-independance-et-convivialite/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Besancon, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (25),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/doubs-25/besancon-25000/residence-autonomie-les-lilas/250004397,2025-12-29,personnes_agees
"Résidence autonomie MARPA Clarines de Bellevue Pierrefontaine-les-Varans, DOUBS",Pierrefontaine Les Varans,25510,Association de Gestion de,7 rue de Bellevue,03 81 56 10 85,marpaplv@orange.fr,https://www.marpa.fr/residences-retraite/les-clarines-de-bellevue-pierrefontaine-les-varans-25/,MARPA,residence,a_verifier,"MARPA située à Pierrefontaine Les Varans, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (25),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/doubs-25/pierrefontaine-les-varans-25510/residence-autonomie-marpa-clarines-de-bellevue/250016748,2025-12-29,personnes_agees
"Résidence autonomie MARPA d'École Valentin École-Valentin, DOUBS",Ecole Valentin,25480,PEP CBFC,26 rue de la Combe du Puits,03 81 88 81 75,residence.lesvalentines@pepcbfc.org,https://www.marpa.fr/residences-retraite/les-valentines-ecole-valentin-25/,MARPA,residence,a_verifier,"MARPA située à Ecole Valentin, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (25),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/doubs-25/ecole-valentin-25480/residence-autonomie-marpa-decole-valentin/250017795,2025-12-29,personnes_agees
Résidence autonomie MARPA Les Chenevières,Amancey,25330,Association Maison d'accueil Les,5 rue du Pres Gras,03 81 86 55 42,marpa.amancey@orange.fr,https://www.marpa.fr/,MARPA,residence,a_verifier,"MARPA située à Amancey, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (25),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/doubs-25/amancey-25330/residence-autonomie-marpa-les-chenevieres/250010675,2025-12-29,personnes_agees
