nom,commune,code_postal,gestionnaire,adresse_l1,telephone,email,site_web,sous_categories,habitat_type,eligibilite_avp,presentation,departement,source,date_extraction,public_cible
Résidence Services de,Bruz,35170,Girandieres,2 Rue de Gavrinis,02 23 50 34 40,,https://www.girandieres.com/residences-seniors/bretagne/bruz-266.html,Résidence services seniors,residence,a_verifier,,35,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Le Patio Margot,Chantepie,35135,Ovelia,2 Allée Clarissa Jean-Philippe,02 20 06 00 85,,https://www.ovelia.fr/residences-seniors/rennes-chantepie-patio-margot,Résidence services seniors,residence,a_verifier,,35,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Jardins d'Arcadie -,Rennes,35000,Jardins-Arcadie,27 Rue Sully Prudhomme,02 19 00 38 65,,https://jardins-arcadie.fr/residence/residence-seniors-rennes-sainte-therese,Résidence services seniors,residence,a_verifier,,35,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Senioriales de,Mordelles,35310,Senioriales,4bis Rue Jeanne d'Arc,05 62 47 94 94,,https://www.senioriales.com/louer/bretagne/senioriales-de-mordelles,Résidence services seniors,residence,a_verifier,,35,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Hermine,Vitré,35500,Heurus,16 Rue Jean - Marie Choleau,02 52 56 64 90,,https://www.heurus.com/residence/hermine/,Résidence services seniors,residence,a_verifier,,35,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services de,Cesson-Sévigné,35510,Jardins-Arcadie,3 Rue de la Chalotais,02 30 21 29 42,,https://jardins-arcadie.fr/residence/residence-seniors-cesson-sevigne,Résidence services seniors,residence,a_verifier,,35,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services,Rennes,35000,Espace & Vie,5 Rue Claude Bernard,02 99 01 17 00,,https://www.residences-espaceetvie.fr/residences/rennes-mabilais-ille-et-vilaine-services-35,Résidence services seniors,residence,a_verifier,,35,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Senioriales de,Gévezé,35850,Senioriales,19 Rue de la Mézière,05 62 47 94 94,,https://www.senioriales.com/louer/bretagne/senioriales-de-geveze,Résidence services seniors,residence,a_verifier,,35,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Colombines,Thorigné-Fouillard,35235,Domitys,34 Rue Nationale,02 52 56 57 68,,https://www.domitys.fr/residence-services-senior/bretagne/ille-et-vilaine-35/thorigne-fouillard-les-colombines-35,Résidence services seniors,residence,a_verifier,,35,pour-les-personnes-agees.gouv.fr,,personnes_agees
Ty Koad,Rennes,35700,Espoir 35,Ty Koad,02 57 87 29 04,contact@espoir35.fr,https://www.espoir35.fr/contact,Habitat inclusif,habitat_partage,a_verifier,"L'établissement Ty Koad est un habitat inclusif situé dans la commune de Rennes, dans le département d'Ille-et-Vilaine. Il est géré par l'association Espoir 35. Ty Koad accueille des personnes en situation de handicap, offrant un environnement inclusif et convivial. L'établissement propose des services adaptés aux besoins de ses résidents, tels que des activités récréatives, des soins et des services de soutien. Les activités et services proposés à Ty Koad incluent des ateliers de création artistique, des séances de kinésithérapie et des activités sportives.",Ille-et-Vilaine (35),https://www.espoir35.fr/habitat-inclusif-ty-armor,2026-01-15,personnes_agees
LES GLYCINES,Vern-sur-Seiche,35770,ADIMC 35,Chemin de Seiche,02 99 00 40 15,foyer.orgerie@adimc35.fr,https://adimc35.fr/nos-sites/lorgerie/,Habitat inclusif,habitat_partage,a_verifier,"LES GLYCINES est un habitat inclusif situé à Vern-sur-Seiche, dans le département d'Ille-et-Vilaine. L'établissement est géré par l'ADIMC 35 et propose un accueil adapté aux personnes adultes de plus de 20 ans atteintes d'une infirmité motrice cérébrale et/ou paralysie cérébrale. L'établissement accueille des personnes présentant une déficience motrice avec ou sans troubles associés. Les GLYCINES proposent trois types d'accueil : un hébergement collectif avec 15 places d'internat, une résidence extérieure ""Karavel"" avec 2 places d'internat, et une résidence autonomie qui offre une modalité alternative d'accueil, d'hébergement et d'accompagnement à la vie en milieu ordinaire. Les résidents ont la possibilité d'apprendre et de se former à la vie en milieu ordinaire. L'entrée en établissement est subordonnée à une décision d'orientation de la Commission des droits et de l'autonomie des personnes handicapées - CDAPH. Les GLYCINES sont référencés par la Loi n° 2005-102 du 11 février 2005 pour l'égalité des droits et des chances, la participation et la citoyenneté.",Ille-et-Vilaine (35),https://adimc35.fr/nos-sites/saad/,2026-01-15,personnes_agees
ChezMoiParmiVous / Habitat inclusif de la Placardière,Fougères,35300,Association Le Parc,,,,https://leparc.asso.fr/etablissement/habitat-inclusif,Habitat inclusif,habitat_partage,a_verifier,"ChezMoiParmiVous / Habitat inclusif de la Placardière est un habitat inclusif situé à Fougères, dans le département d'Ille-et-Vilaine. Ce type d'établissement a été créé en 2016 par des familles locales souhaitant préparer l'avenir de leurs enfants en situation de handicap, avec le soutien de la ville de Fougères. L'Association Le Parc pilote ce projet depuis 2021. Géré par l'établissement ChezMoiParmiVous / Habitat inclusif de la Placardière, cet habitat inclusif accueille des personnes en situation de handicap, offrant un cadre de vie adapté, sécurisé et convivial.",Ille-et-Vilaine (35),https://leparc.asso.fr/etablissement/habitat-inclusif,2026-01-15,personnes_handicapees
Maison partagée Ercé-en-Lamée,Ercé-en-Lamée,35620,Ages & Vie,1 ET 2 RÉSIDENCE DU PARC,0801 07 08 09,,https://agesetvie.com/maisons-partagees/bretagne/ille-et-vilaine-35/erce-en-lamee-35620/maisons-partagees-erce-en-lamee,Colocation avec services,habitat_partage,non_eligible,"Maison partagée Ercé-en-Lamée est une colocation avec services située à Ercé-en-Lamée, dans le département d'Ille-et-Vilaine. Cette maison partagée est gérée par l'établissement Maison partagée Ercé-en-Lamée. Cette maison partagée est spécifiquement conçue pour accueillir les seniors en perte d'autonomie, offrant une solution de proximité entre le domicile individuel et la maison de retraite. Les résidents peuvent librement continuer à mener leur vie, vivre en couple, avoir un animal de compagnie, et disposer de la clé de leur logement pour aller, venir et recevoir qui ils le souhaitent.",Ille-et-Vilaine (35),https://agesetvie.com/maisons-partagees/bretagne/ille-et-vilaine-35,2026-01-15,personnes_agees
