nom,commune,code_postal,gestionnaire,adresse_l1,telephone,email,site_web,sous_categories,habitat_type,eligibilite_avp,presentation,departement,source,date_extraction,public_cible
Résidence autonomie Wetzel,Carqueiranne,83320,CCAS,6 rue Pierre Victor Peyron,04 94 58 50 33,residence.wetzel@carqueiranne.fr,https://www.has-sante.fr/jcms/3541_FicheESSMS/fr/residence-autonomie-wetzel,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Carqueiranne, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (83),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/var-83/carqueiranne-83320/residence-autonomie-wetzel/830201125,2026-01-09,personnes_agees
Résidence Services La Palombine,Saint-Raphaël,83700,Domitys,Rue Jules Ferry,04 82 29 74 02,,https://www.domitys.fr/residence-services-senior/provence-alpes-cote-dazur/var-83/saint-raphael-la-palombine-83,Résidence services seniors,residence,a_verifier,,83,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Côteaux de l'Esterel,Fréjus,83600,Domitys,134 Allée du PARC ARUNDO,04 82 29 74 01,,https://www.domitys.fr/residence-services-senior/provence-alpes-cote-dazur/var-83/frejus-les-coteaux-de-lesterel-83,Résidence services seniors,residence,a_verifier,,83,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Villa Sully,Fréjus,83600,Frejus,45 Rue des TOMBADES,09 87 86 07 00,,https://frejus.villasully.fr/,Résidence services seniors,residence,a_verifier,,83,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services La Garance,Draguignan,83300,Domitys,24 Place Henry Senes,04 82 29 73 80,,https://www.domitys.fr/residence-services-senior/provence-alpes-cote-dazur/var-83/draguignan-la-garance-83,Résidence services seniors,residence,a_verifier,,83,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Girandières,La Seyne-sur-Mer,83500,Girandieres,80 rue lucie cavatorta,08 00 96 99 96,,https://www.girandieres.com/residences-seniors/provence-alpes-cote-d-azur/la-seyne-sur-mer-332.html,Résidence services seniors,residence,a_verifier,,83,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Templitudes -,La Londe-les-Maures,83250,Domusvi,280 Avenue du General de Gaulle,04 94 00 72 05,,https://www.domusvi.com/residence-seniors/les-templitudes-la-londe-les-maures-2116440,Résidence services seniors,residence,a_verifier,,83,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Mille Soleils,Le Muy,83490,Emera,213 Boulevard Charles de Gaulle,04 98 11 11 15,,https://www.emera.fr/trouver-hebergement-senior/residence-seniors/mille-soleils/,Résidence services seniors,residence,a_verifier,,83,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Aquarelia,Le Thoronet,83340,Aquarelia,Rue Claudius Camail,04 94 60 67 67,,https://aquarelia.fr/residences-seniors/residence-senior-le-thoronet/,Résidence services seniors,residence,a_verifier,,83,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Jardins d'Arcadie -,Toulon,83100,Jardins-Arcadie,58 Rue de l’Hopital Font Pre,04 94 03 09 51,,https://jardins-arcadie.fr/residence/residence-seniors-toulon,Résidence services seniors,residence,a_verifier,,83,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services La Villa Marina,Fréjus,83600,Ovelia,133 Rue des CAMPANETTES,04 12 29 01 82,,https://www.ovelia.fr/residences-seniors/frejus-villa-marina,Résidence services seniors,residence,a_verifier,,83,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Cardinales,Hyères,83400,Residencecardinales,9 Rue Georges Simenon,04 94 65 18 73,,https://www.residencecardinales.com/,Résidence services seniors,residence,a_verifier,,83,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Sérianes,Hyères,83400,Residence-Services-Seniors-Les-Serianes,14 Rue Michelet,04 94 65 05 11,,https://www.residence-services-seniors-les-serianes.com/,Résidence services seniors,residence,a_verifier,,83,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Villages d'Or,Saint-Raphaël,83700,Les-Villages-Dor,1532 Avenue de Valescure,08 00 00 79 29,,https://www.les-villages-dor.com/residences-seniors/les-villages-d-or-saint-raphael,Résidence services seniors,residence,a_verifier,,83,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Senioriales de,Pourrières,83910,Senioriales,35 Chemin de Bellevue,05 62 47 94 94,,https://www.senioriales.com/investir/provence-alpes-cote-dazur/senioriales-de-pourrieres,Résidence services seniors,residence,a_verifier,,83,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Terra Souleou,La Valette-du-Var,83160,Domitys,292 Avenue Anatole France,04 82 29 74 08,,https://www.domitys.fr/residence-services-senior/provence-alpes-cote-dazur/var-83/la-valette-du-var-terra-souleou-83,Résidence services seniors,residence,a_verifier,,83,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Villages d'Or,La Crau,83260,Les-Villages-Dor,22 Rue du 22 Ème Bmna,08 00 00 79 29,,https://www.les-villages-dor.com/residences-seniors/les-villages-d-or-de-la-crau-proche-toulon,Résidence services seniors,residence,a_verifier,,83,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Senioriales de,Gonfaron,83590,Senioriales,Avenue Paul Maurel,05 62 47 94 94,,https://www.senioriales.com/louer/provence-alpes-cote-dazur/senioriales-de-gonfaron,Résidence services seniors,residence,a_verifier,,83,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Edénea,Ollioules,83190,Nexity,112 Avenue Semper Oliva,09 72 96 50 33,,https://www.nexity.fr/residence_seniors/PO0000306,Résidence services seniors,residence,a_verifier,,83,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Girandières,Toulon,83000,Girandieres,545 Avenue de l’Infanterie de Marine,08 00 96 99 96,,https://www.girandieres.com/residences-seniors/provence-alpes-cote-d-azur/toulon-387.html,Résidence services seniors,residence,a_verifier,,83,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Senioriales de,La Celle,83170,Senioriales,Chemin les Aires,05 62 47 94 94,,https://www.senioriales.com/louer/provence-alpes-cote-dazur/senioriales-de-la-celle,Résidence services seniors,residence,a_verifier,,83,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Villages d'Or,Puget-sur-Argens,83480,Les-Villages-Dor,169 Boulevard de Provence,08 00 00 79 29,,https://www.les-villages-dor.com/senior/les-villages-d-or-puget-sur-argens,Résidence services seniors,residence,a_verifier,,83,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Villa Alma,La Seyne-sur-Mer,83500,Villa-Alma-Residence,814 Avenue de Bruxelles,04 94 10 28 60,,https://www.villa-alma-residence.com/,Résidence services seniors,residence,a_verifier,,83,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Villages d'Or,Grimaud,83310,Les-Villages-Dor,245 Chemin de Saint-pierre,08 00 00 79 29,,https://www.les-villages-dor.com/senior/les-villages-d-or-de-grimaud,Résidence services seniors,residence,a_verifier,,83,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services,Les Arcs,83460,Loreden,Impasse Simone Veil,05 56 07 77 03,,https://www.loreden.fr/nouvelle-residence-loreden-aux-arcs-sur-argens/,Résidence services seniors,residence,a_verifier,,83,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Aquarelia,La Londe-les-Maures,83250,Aquarelia,1641 Chemin du Pansard,04 94 01 39 39,,https://aquarelia.fr/residences-seniors/residence-senior-la-londe-les-maures/,Résidence services seniors,residence,a_verifier,,83,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Jardins d'Arcadie,Roquebrune-sur-Argens,83520,Jardins-Arcadie,65 rue des pierres precieuses,08 00 00 16 17,,https://jardins-arcadie.fr/residence/residence-seniors-roquebrune-sur-argens,Résidence services seniors,residence,a_verifier,,83,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Jardins d'Arcadie,Bormes-les-Mimosas,83230,Jardins-Arcadie,35 rue du Romarin,04 83 69 24 30,,https://jardins-arcadie.fr/residence/residence-seniors-bormes-les-mimosas,Résidence services seniors,residence,a_verifier,,83,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Le Verger,Sanary-sur-Mer,83110,Univi,avenue du Nid,04 94 88 58 30,,https://www.univi.fr/etablissement/residence-autonomie-le-verger/,Résidence services seniors,residence,a_verifier,,83,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Terrasses du Revest,Le Revest-les-Eaux,83200,Domusvi,376 Chemin de l'Oratoire,04 94 10 19 00,,https://www.domusvi.com/residences-seniors/var-83/les-terrasses-du-revest,Résidence services seniors,residence,a_verifier,,83,pour-les-personnes-agees.gouv.fr,,personnes_agees
