nom,commune,code_postal,gestionnaire,adresse_l1,telephone,email,site_web,sous_categories,habitat_type,eligibilite_avp,presentation,departement,source,date_extraction,public_cible
"Résidence autonomie Soleil de Loire Chalonnes-sur-Loire, MAINE-ET-LOIRE",Chalonnes sur-Loire,49290,CCAS,23 allée du Parc,02 41 78 23 39,residencesoleildeloire@chalonnes-sur-loire.fr,https://www.chalonnes-sur-loire.fr/a-tout-age/adultes-et-aines/la-residence-autonomie-soleil-de-loire/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Chalonnes sur-Loire, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (49),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/maine-et-loire-49/chalonnes-sur-loire-49290/residence-autonomie-soleil-de-loire/490003951,2026-01-30,personnes_agees
Résidence autonomie Bellefontaine,Angers,49000,CCAS,2 rue de la Rame,02 41 87 55 11,,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=490531860,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Angers, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (49),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/maine-et-loire-49/angers-49000/residence-autonomie-bellefontaine/490531860,2026-01-30,personnes_agees
Résidence autonomie ClairSoleil,Saumur,49400,CCAS,165 rue Antoine Parmentier,02 41 50 24 29,clair.soleil@saumur.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=490004009,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Saumur, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (49),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/maine-et-loire-49/saumur-49400/residence-autonomie-clairsoleil/490004009,2026-01-30,personnes_agees
"Résidence autonomie Bon Accueil Mauges-sur-Loire, MAINE-ET-LOIRE",Mauges sur-Loire,49620,CCAS,9 allée des Hortensias,02 41 77 75 78,eric.daviau@mauges-sur-loire.fr,https://www.mauges-sur-loire.fr/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Mauges sur-Loire, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (49),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/maine-et-loire-49/mauges-sur-loire-49620/residence-autonomie-bon-accueil/490003969,2026-01-30,personnes_agees
"Résidence autonomie Saint-Jean Beaupréau-en-Mauges, MAINE-ET-LOIRE",Beaupreau En Mauges,49600,CCAS,5 rue André Chiron,02 41 63 02 06,accueil.stjean@beaupreauenmauges.fr,https://www.beaupreauenmauges.fr/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Beaupreau En Mauges, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (49),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/maine-et-loire-49/beaupreau-en-mauges-49600/residence-autonomie-saint-jean/490003894,2026-01-30,personnes_agees
"Résidence autonomie Les Blés d'Or Verrières-en-Anjou, MAINE-ET-LOIRE",Verrieres En Anjou,49112,CCAS,,02 41 76 75 41,accueil.blesdor@verrieres-anjou.fr,https://www.has-sante.fr/jcms/14803_FicheESSMS/fr/residence-les-bles-d-or,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Verrieres En Anjou, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (49),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/maine-et-loire-49/verrieres-en-anjou-49112/residence-autonomie-les-bles-dor/490003985,2026-01-30,personnes_agees
Résidence autonomie Le Bosquet,Cholet,49300,CIAS,51 rue du Paradis,02 41 62 23 36,bmarie@choletagglomeration.fr,https://www.cholet.fr/chaines/dossier_371_residences+epa.html,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Cholet, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (49),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/maine-et-loire-49/cholet-49300/residence-autonomie-le-bosquet/490003910,2026-01-30,personnes_agees
"Résidence autonomie Les Fontaines Gennes-Val-de-Loire, MAINE-ET-LOIRE",Gennes Val de Loire,49350,CCAS,46 rue de la Croix,02 41 51 86 86,residenceautonomielesfontaines@orange.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=490004025,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Gennes Val de Loire, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (49),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/maine-et-loire-49/gennes-val-de-loire-49350/residence-autonomie-les-fontaines/490004025,2026-01-30,personnes_agees
Résidence autonomie Corbeille d'Argent,Angers,49000,CCAS,14 boulevard Robert Schuman,02 41 43 63 43,,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=490003845,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Angers, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (49),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/maine-et-loire-49/angers-49000/residence-autonomie-corbeille-dargent/490003845,2026-01-30,personnes_agees
"Résidence autonomie Louis Marie Cadic Tiercé, MAINE-ET-LOIRE",Tierce,49125,CCAS,,02 41 42 60 88,flsalussiere@wanadoo.fr,http://www.tierce.fr,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Tierce, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (49),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/maine-et-loire-49/tierce-49125/residence-autonomie-louis-marie-cadic/490535978,2026-01-30,personnes_agees
"Résidence autonomie La Grande Fontaine Le May-sur-Èvre, MAINE-ET-LOIRE",Le May sur-Evre,49122,CIAS,,02 41 63 25 97,pchesse@agglo-choletais.fr,https://www.cholet.fr/chaines/dossier_371_residences+epa.html,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Le May sur-Evre, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (49),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/maine-et-loire-49/le-may-sur-evre-49122/residence-autonomie-la-grande-fontaine/490537172,2026-01-30,personnes_agees
