nom,commune,code_postal,gestionnaire,adresse_l1,telephone,email,site_web,sous_categories,habitat_type,eligibilite_avp,presentation,departement,source,date_extraction,public_cible
"Résidence autonomie Jeanne Dijon, COTE-D'OR",Dijon,21000,Petites soeurs des pauvres,35 boulevard de Strasbourg,03 80 65 34 75,accueil@residence-jeanne.fr,https://www.ehpad-jeanne.fr/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Dijon, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (21),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/cote-dor-21/dijon-21000/residence-autonomie-jeanne/210003869,2026-01-23,personnes_agees
"Résidence autonomie Les Primevères Beaune Beaune, COTE-D'OR",Beaune,21200,Prima services,23 route Ancienne Rte de Gigny,03 80 24 79 36,direction.primeveres@orange.fr,https://www.has-sante.fr/jcms/13885_FicheESSMS/fr/les-primeveres-beaune,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Beaune, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (21),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/cote-dor-21/beaune-21200/residence-autonomie-les-primeveres-beaune/210950093,2026-01-23,personnes_agees
"Résidence autonomie Gabriel Couturier Fontaine-Française, COTE-D'OR",Fontaine Francaise,21610,Âges Adapei 21,43 rue des Murots,03 80 75 21 00,residenceautonomie@ages-fontaine.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=210986279,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Fontaine Francaise, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (21),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/cote-dor-21/fontaine-francaise-21610/residence-autonomie-gabriel-couturier/210986279,2026-01-23,personnes_agees
"Résidence autonomie Le Beau Meunier Saulieu, COTE-D'OR",Saulieu,21210,SASU Le Beau Meunier,16 rue de Libard,03 80 64 08 67,secretariat@residencelebeaumeunier.fr,https://www.residencelebeaumeunier.fr/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Saulieu, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (21),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/cote-dor-21/saulieu-21210/residence-autonomie-le-beau-meunier/210950143,2026-01-23,personnes_agees
"Résidence autonomie Les Myosotis Pouilly-en-Auxois, COTE-D'OR",Pouilly En Auxois,21320,SASU Les Myosotis,,03 80 90 31 00,secretariat@residencelesmyosotis.fr,https://www.residencelesmyosotis.fr/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Pouilly En Auxois, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (21),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/cote-dor-21/pouilly-en-auxois-21320/residence-autonomie-les-myosotis/210950135,2026-01-23,personnes_agees
"Résidence autonomie Marpa Résidence L'Aube d'Or Montigny-sur-Aube, COTE-D'OR",Montigny sur-Aube,21520,PEP CBFC,,03 80 93 54 64,sabrina.kreft@pepcbfc.org,https://www.marpa.fr/residences-retraite/laube-dor-montigny-sur-aube-21/,MARPA,residence,a_verifier,"MARPA située à Montigny sur-Aube, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (21),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/cote-dor-21/montigny-sur-aube-21520/residence-autonomie-marpa-residence-laube-dor/210986865,2026-01-23,personnes_agees
"Résidence autonomie MARPA Résidence Les Albizias Talmay, COTE-D'OR",Talmay,21270,PEP 21,22 rue de la Corvée Blanche,03 80 47 84 43,marpatalmay@gmail.com,https://www.marpa.fr/residences-retraite/les-albizias-talmay-21/,MARPA,residence,a_verifier,"MARPA située à Talmay, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (21),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/cote-dor-21/talmay-21270/residence-autonomie-marpa-residence-les-albizias/210010799,2026-01-23,personnes_agees
"Résidence autonomie MARPA Résidence les tilleuls Baigneux-les-Juifs, COTE-D'OR",Baigneux Les Juifs,21450,PEP CBFC,4 impasse des Tilleuls,03 80 96 51 72,annick.bourgeois@pepcbfc.org,https://www.marpa.fr/residences-retraite/les-tilleuls-baigneux-les-juifs-21/,MARPA,residence,a_verifier,"MARPA située à Baigneux Les Juifs, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (21),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/cote-dor-21/baigneux-les-juifs-21450/residence-autonomie-marpa-residence-les-tilleuls/210986907,2026-01-23,personnes_agees
Résidence Services Bleu du Terron,Santenay,21590,Colisee,7 Avenue des Sources,03 80 20 62 11,,https://colisee.fr/residences/residence-senior-santenay-bleu-du-terron/,Résidence services seniors,residence,a_verifier,,21,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Hautevill'Age,Hauteville-lès-Dijon,21121,Colisee,1 Impasse des Jardins,03 80 55 56 56,,https://colisee.fr/residences/residence-senior-hauteville-les-dijon-hautevill-age/,Résidence services seniors,residence,a_verifier,,21,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services La Combe Saint-Victor,Crimolois,21800,Colisee,7 Rue de la Combe aux Métiers,03 80 47 39 61,,https://colisee.fr/residences/residence-senior-saint-victor-residence-saint-victor/,Résidence services seniors,residence,a_verifier,,21,pour-les-personnes-agees.gouv.fr,,personnes_agees
