nom,commune,code_postal,gestionnaire,adresse_l1,telephone,email,site_web,sous_categories,habitat_type,eligibilite_avp,presentation,departement,source,date_extraction,public_cible
"Résidence autonomie Clair Horizon Évian-les-Bains, HAUTE-SAVOIE",Evian Les Bains,74500,CCAS,30 boulevard Jean Jaurès,04 50 75 00 71,ccas-clair-horizon@ville-evian.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=740784400,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Evian Les Bains, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (74),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/haute-savoie-74/evian-les-bains-74500/residence-autonomie-clair-horizon/740784400,2025-12-29,personnes_agees
Résidence autonomie La Cour,Annecy,74000,CIAS,1 passage des Pinsons,04 50 66 13 95,ciasadmissions@grandannecy.fr,https://www.grandannecy.fr/annuaires/equipements/detail/residence-autonomie-la-cour,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Annecy, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (74),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/haute-savoie-74/annecy-74000/residence-autonomie-la-cour/740788179,2025-12-29,personnes_agees
Résidence autonomie des Edelweiss,Scionzier,74950,Les Séréniales,,04 50 18 17 94,directionlesedelweiss@sereniales.com,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=740011754,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Scionzier, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (74),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/haute-savoie-74/scionzier-74950/residence-autonomie-des-edelweiss/740011754,2025-12-29,personnes_agees
Résidence autonomie l'Eau Vive,Annemasse,74100,CCAS,2 place du Jumelage,04 50 37 16 73,direction.eau-vive@annemasse.fr,https://www.has-sante.fr/jcms/5742_FicheESSMS/fr/residence-autonomie-l-eau-vive,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Annemasse, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (74),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/haute-savoie-74/annemasse-74100/residence-autonomie-leau-vive/740784475,2025-12-29,personnes_agees
Résidence autonomie Le Leman,Douvaine,74140,Le foyer du Leman,5 chemin des Afforets,04 50 94 22 41,secretariat@foyerduleman.org,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=740786496,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Douvaine, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (74),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/haute-savoie-74/douvaine-74140/residence-autonomie-le-leman/740786496,2025-12-29,personnes_agees
Résidence autonomie Les Amarenthes,Amancy,74800,Association de gestion Les,20 impasse des Amarenthes,07 48 90 74 19,direction@marpa-amarenthes.fr,https://www.marpa.fr/residences-retraite/les-amarenthes/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Amancy, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (74),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/haute-savoie-74/amancy-74800/residence-autonomie-les-amarenthes/740018411,2025-12-29,personnes_agees
Résidence autonomie Les Pervenches,Annecy,74000,CIAS,5 rue des Pervenches,04 50 57 63 46,ciasadmissions@grandannecy.fr,https://www.grandannecy.fr/annuaires/equipements/detail/residence-autonomie-les-pervenches,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Annecy, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (74),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/haute-savoie-74/annecy-74000/residence-autonomie-les-pervenches/740783063,2025-12-29,personnes_agees
"Résidence autonomie les Ursules Thonon-les-Bains, HAUTE-SAVOIE",Thonon Les Bains,74200,CCAS,3 rue des Potiers,04 50 71 51 42,v-tonnellier@ville-thonon.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=740784459,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Thonon Les Bains, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (74),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/haute-savoie-74/thonon-les-bains-74200/residence-autonomie-les-ursules/740784459,2025-12-29,personnes_agees
"Résidence autonomie MARPA La Clairière Habère-Lullin, HAUTE-SAVOIE",Habere Lullin,74420,Association La Clairière,656 route vieille,04 50 39 56 89,info@residence-laclairiere.fr,https://www.residence-laclairiere.fr/,MARPA,residence,a_verifier,"MARPA située à Habere Lullin, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (74),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/haute-savoie-74/habere-lullin-74420/residence-autonomie-marpa-la-clairiere/740008024,2025-12-29,personnes_agees
Résidence autonomie du Mont Blanc,Sallanches,74700,Résidence autonomie du Mont-Blanc,331 rue Charles Viard,04 50 58 05 35,foyerdumontblanc@gmail.com,https://www.santeenfrance.fr/etablissement/94196-residence-autonomie-du-mont-blanc,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Sallanches, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (74),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/haute-savoie-74/sallanches-74700/residence-autonomie-du-mont-blanc/740008164,2025-12-29,personnes_agees
Résidence autonomie le Passy Flore,Passy,74190,CCAS,,04 50 78 10 31,s.colombani@mairie-passy.fr,https://www.has-sante.fr/jcms/810_FicheESSMS/fr/residence-autonomie-le-passy-flore,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Passy, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (74),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/haute-savoie-74/passy-74190/residence-autonomie-le-passy-flore/740784418,2025-12-29,personnes_agees
"Résidence autonomie Le Rocailles du Verger La Roche-sur-Foron, HAUTE-SAVOIE",La Roche sur-Foron,74800,CCAS,44 rue soeur jeanne antide thouret,04 50 03 24 87,lesrocailles@larochesurforon.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=740784384,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à La Roche sur-Foron, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (74),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/haute-savoie-74/la-roche-sur-foron-74800/residence-autonomie-le-rocailles-du-verger/740784384,2025-12-29,personnes_agees
Résidence autonomie Sans Souci,Cluses,74300,Fondation ALIA,2 rue Édouard Herriot,04 50 98 91 54,rass.assistdirection@fondationalia.fr,https://fondationalia.fr/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Cluses, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (74),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/haute-savoie-74/cluses-74300/residence-autonomie-sans-souci/740784426,2025-12-29,personnes_agees
