nom,commune,code_postal,gestionnaire,adresse_l1,telephone,email,site_web,sous_categories,habitat_type,eligibilite_avp,presentation,departement,source,date_extraction,public_cible
Résidence autonomie Alleray Paris 15e,,,Centre d'action sociale de la ville de Paris (CASVP),40 rue des Favorites,01 44 69 19 44,casvp-s15@paris.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=750828949,Résidence autonomie,residence,a_verifier,"La Résidence autonomie Alleray Paris 15e est un établissement situé à Paris, dans le 15e arrondissement. Cette résidence autonomie est gérée par le Centre d'action sociale de la ville de Paris (CASVP). La Résidence autonomie Alleray Paris 15e accueille des personnes âgées qui souhaitent maintenir leur autonomie et leur indépendance. L'établissement est conçu pour offrir un environnement convivial et sécurisé, permettant aux résidents de vivre dans la dignité et la liberté.",Département (75),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/paris-75/paris-15e-arrondissement-75015/residence-autonomie-alleray/750828949,2026-01-10,personnes_agees
Résidence autonomie Amandiers Paris 20e,,,Centre d'action sociale de la ville de Paris (CASVP),115 rue des Amandiers,01 53 38 55 65,casvp-s20@paris.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=750831489,Résidence autonomie,residence,a_verifier,"La Résidence autonomie Amandiers Paris 20e est une résidence autonomie située à Paris, dans le 20e arrondissement. Elle est gérée par le Centre d'action sociale de la ville de Paris (CASVP). Cette résidence est conçue pour accueillir des personnes âgées ou ayant des besoins spécifiques, qui souhaitent vivre de manière autonome tout en bénéficiant d'une aide et d'un soutien adaptés à leurs besoins. Les résidents peuvent ainsi profiter d'une vie indépendante tout en bénéficiant d'une assistance et d'une surveillance régulières.",Département (75),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/paris-75/paris-20e-arrondissement-75020/residence-autonomie-amandiers/750831489,2026-01-10,personnes_agees
Résidence autonomie André Malraux Paris 6e,,,Centre d'action sociale de la ville de Paris (CASVP),112 rue de Rennes,01 45 48 17 34,casvp-s06@paris.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=750803959,Résidence autonomie,residence,a_verifier,"La Résidence autonomie André Malraux Paris 6e est une résidence autonomie située dans le 6e arrondissement de Paris. Elle propose un environnement convivial et sécurisé pour les personnes âgées qui souhaitent maintenir leur autonomie. Gérée par le Centre d'action sociale de la ville de Paris (CASVP), cette résidence accueille les personnes âgées qui souhaitent vivre de manière autonome tout en bénéficiant d'une aide et d'un soutien adaptés à leurs besoins. Les résidents peuvent ainsi profiter de services tels que des repas, des activités culturelles et des soins de santé.",Département (75),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/paris-75/paris-6e-arrondissement-75006/residence-autonomie-andre-malraux/750803959,2026-01-10,personnes_agees
Résidence autonomie Arago Paris 13e,,,Centre d'action sociale de la ville de Paris (CASVP),49 boulevard Arago,01 47 07 18 33,casvp-s13@paris.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=750801185,Résidence autonomie,residence,a_verifier,"La Résidence autonomie Arago Paris 13e est une résidence autonomie située 49 boulevard Arago, dans le 13e arrondissement de Paris. Gérée par le Centre d'action sociale de la ville de Paris (CASVP), cet établissement accueille des personnes âgées qui souhaitent maintenir leur autonomie tout en bénéficiant d'une assistance et d'un soutien adaptés à leurs besoins. La Résidence autonomie Arago Paris 13e est conçue pour répondre aux besoins de personnes âgées qui souhaitent vivre de manière autonome tout en bénéficiant d'une assistance pour les tâches quotidiennes.",Département (75),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/paris-75/paris-13e-arrondissement-75013/residence-autonomie-arago/750801185,2026-01-10,personnes_agees
Résidence autonomie Beaucour Paris 8e,,,Centre d'action sociale de la ville de Paris (CASVP),3 avenue Beaucour,01 42 81 41 94,casvp-s09@paris.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=750827024,Résidence autonomie,residence,a_verifier,"Résidence autonomie Beaucour Paris 8e est une structure de type Résidence autonomie située dans le 8e arrondissement de Paris. Elle est gérée par le Centre d'action sociale de la ville de Paris (CASVP). Cette résidence accueille des personnes âgées qui souhaitent maintenir leur autonomie tout en bénéficiant d'une aide et d'un soutien adaptés à leurs besoins. Les résidents peuvent profiter d'une vie en communauté, avec des activités et des services spécifiques conçus pour favoriser leur bien-être et leur qualité de vie.",Département (75),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/paris-75/paris-8e-arrondissement-75008/residence-autonomie-beaucour/750827024,2026-01-10,personnes_agees
Résidence autonomie Beauharnais Paris 11e,,,Centre d'action sociale de la ville de Paris (CASVP),10 cité Beauharnais,01 46 07 90 50,casvp-s10@paris.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=750827040,Résidence autonomie,residence,a_verifier,"Résidence autonomie Beauharnais Paris 11e est une résidence autonomie située dans le 11e arrondissement de Paris. Elle est gérée par le Centre d'action sociale de la ville de Paris (CASVP). Cette résidence est conçue pour accueillir des personnes âgées qui souhaitent maintenir leur autonomie et leur indépendance. Le public accueilli est composé de personnes âgées de 60 ans et plus qui nécessitent un soutien pour leur quotidien, mais qui souhaitent continuer à vivre dans un environnement familial et convivial.",Département (75),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/paris-75/paris-11e-arrondissement-75011/residence-autonomie-beauharnais/750827040,2026-01-10,personnes_agees
Résidence autonomie Boinod Paris 18e,,,Centre d'action sociale de la ville de Paris (CASVP),49 rue Boinod,01 48 03 43 43,casvp-s18@paris.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=750831414,Résidence autonomie,residence,a_verifier,"La Résidence autonomie Boinod Paris 18e est une résidence autonomie située au 49 rue Boinod dans le 18e arrondissement de Paris. Cette structure est gérée par le Centre d'action sociale de la ville de Paris (CASVP). La Résidence autonomie Boinod Paris 18e accueille des personnes âgées ou handicapées qui souhaitent vivre de manière autonome. L'établissement propose un environnement convivial et sécurisé, permettant aux résidents de maintenir leur indépendance tout en bénéficiant d'une aide et d'une assistance adaptées à leurs besoins.",Département (75),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/paris-75/paris-18e-arrondissement-75018/residence-autonomie-boinod/750831414,2026-01-10,personnes_agees
Résidence autonomie Bois le Vent Paris 16e,,,Centre d'action sociale de la ville de Paris (CASVP),,01 45 25 61 17,casvp-s16@paris.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=750800955,Résidence autonomie,residence,a_verifier,"La Résidence autonomie Bois le Vent Paris 16e est une structure dédiée à l'autonomie des personnes âgées, située dans le 16e arrondissement de Paris. Elle est gérée par le Centre d'action sociale de la ville de Paris (CASVP). Cette résidence accueille des personnes âgées qui souhaitent maintenir leur autonomie et leur indépendance. Le public accueilli est composé de personnes âgées qui nécessitent un soutien pour leur quotidien, mais qui souhaitent continuer à vivre dans un environnement sécurisé et convivial.",Département (75),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/paris-75/paris-16e-arrondissement-75016/residence-autonomie-bois-le-vent/750800955,2026-01-10,personnes_agees
Résidence autonomie Charcot Paris 13e,,,Centre d'action sociale de la ville de Paris (CASVP),11 rue Charcot,01 45 86 25 79,casvp-s13@paris.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=750803934,Résidence autonomie,residence,a_verifier,"Résidence autonomie Charcot Paris 13e est un établissement situé à Paris, dans le 13e arrondissement. Il est géré par le Centre d'action sociale de la ville de Paris (CASVP). Cette résidence autonomie accueille des personnes âgées qui souhaitent maintenir leur autonomie tout en bénéficiant d'une assistance adaptée à leurs besoins. Les résidents peuvent bénéficier d'une aide pour les activités quotidiennes, ainsi que d'une prise en charge médicale et paramédicale.",Département (75),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/paris-75/paris-13e-arrondissement-75013/residence-autonomie-charcot/750803934,2026-01-10,personnes_agees
Résidence autonomie Charles Delescluze Paris 11e,,,Centre d'action sociale de la ville de Paris (CASVP),5 rue Charles Delescluze,01 43 57 86 27,casvp-s11@paris.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=750800823,Résidence autonomie,residence,a_verifier,"Résidence autonomie Charles Delescluze Paris 11e est un établissement situé au 5 rue Charles Delescluze, dans le 11e arrondissement de Paris. C'est une résidence autonomie qui offre un environnement convivial et sécurisé pour les personnes âgées. Géré par le Centre d'action sociale de la ville de Paris (CASVP), cette résidence accueille des personnes âgées qui souhaitent maintenir leur autonomie tout en bénéficiant d'une aide et d'un soutien adaptés à leurs besoins. Les résidents peuvent profiter de services tels que des repas chauds, des activités culturelles et des soins de santé.",Département (75),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/paris-75/paris-11e-arrondissement-75011/residence-autonomie-charles-delescluze/750800823,2026-01-10,personnes_agees
