nom,commune,code_postal,gestionnaire,adresse_l1,telephone,email,site_web,sous_categories,habitat_type,eligibilite_avp,presentation,departement,source,date_extraction,public_cible
Résidence autonomie ADMR L'Arlésienne,Graveson,13690,Fédération ADMR des Bouches-du-Rhône,11 avenue du docteur Pramayon,04 86 19 40 12,arlesienne@admr13.org,https://www.has-sante.fr/jcms/2546_FicheESSMS/fr/ehpa-l-arlesienne,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Graveson, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (13),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/bouches-du-rhone-13/graveson-13690/residence-autonomie-admr-larlesienne/130048317,2026-01-15,personnes_agees
"Résidence autonomie ADMR La Mazurka Saint-Andiol, BOUCHES-DU-RHONE",Saint Andiol,13670,Association ADMR La Mazurka,110 route De Saint Rémy,04 86 19 41 70,mazuka@admr13.org,https://www.has-sante.fr/jcms/2545_FicheESSMS/fr/ehpa-la-mazurka,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Saint Andiol, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (13),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/bouches-du-rhone-13/saint-andiol-13670/residence-autonomie-admr-la-mazurka/130048333,2026-01-15,personnes_agees
Résidence autonomie Alphonse Daudet,Fontvieille,13990,CCAS,,04 90 54 75 43,secretariat@foyerdaudet.com,https://www.has-sante.fr/jcms/10016_FicheESSMS/fr/residence-mais-alphonse-daudet,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Fontvieille, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (13),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/bouches-du-rhone-13/fontvieille-13990/residence-autonomie-alphonse-daudet/130790108,2026-01-15,personnes_agees
Résidence autonomie La Bastide des Calanques,Cassis,13260,SAS Le Bregadan,3 chemin du Mont Gibaou,04 42 36 07 70,contact@labastidedescalanques.fr,https://www.labastidedescalanques.fr,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Cassis, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (13),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/bouches-du-rhone-13/cassis-13260/residence-autonomie-la-bastide-des-calanques/130048283,2026-01-15,personnes_agees
Résidence autonomie Le Belvedère Marseille 12e,,,Marseille Le belvedère,12 boulevard du belvedere,04 13 94 08 07,accueil.belvedere@univi.fr,https://www.univi.fr/etablissement/residence-autonomie-le-belvedere/,Résidence autonomie,residence,a_verifier,,Département (13),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/bouches-du-rhone-13/marseille-12e-arrondissement-13012/residence-autonomie-le-belvedere/130051881,2026-01-15,personnes_agees
Résidence autonomie La Ben Vengudo,Rognonas,13870,Association Résidence autonomie La,2 boulevard de Bonet d'Oléon,04 90 94 80 94,benvengudo@free.fr,https://www.has-sante.fr/jcms/11678_FicheESSMS/fr/residence-foyer-la-ben-vengudo,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Rognonas, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (13),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/bouches-du-rhone-13/rognonas-13870/residence-autonomie-la-ben-vengudo/130780950,2026-01-15,personnes_agees
"Résidence autonomie Cantagai La Roque-d'Anthéron, BOUCHES-DU-RHONE",La Roque Dantheron,13640,Habitat Pluriel,,04 42 50 45 63,cantagai@unicil.fr,http://www.habitat-pluriel.fr/residences/cantagai,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à La Roque Dantheron, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (13),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/bouches-du-rhone-13/la-roque-dantheron-13640/residence-autonomie-cantagai/130780893,2026-01-15,personnes_agees
Résidence autonomie Le Chatelier Marseille 15e,,,Les seniors du chatelier,31 rue le chatelier,04 91 67 20 45,direction-lechatelier@sud-generations.fr,https://www.has-sante.fr/jcms/11266_FicheESSMS/fr/residence-autonomie-du-chatelier,Résidence autonomie,residence,a_verifier,,Département (13),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/bouches-du-rhone-13/marseille-15e-arrondissement-13015/residence-autonomie-le-chatelier/130047749,2026-01-15,personnes_agees
Résidence autonomie L'Escale du Panier Marseille 2e,,,CCAS,60 rue de l'eveche,04 91 91 13 53,g.parinello@ccas-marseille.fr,https://www.ccas-marseille.fr/vos-loisirs,Résidence autonomie,residence,a_verifier,,Département (13),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/bouches-du-rhone-13/marseille-2e-arrondissement-13002/residence-autonomie-lescale-du-panier/130786502,2026-01-15,personnes_agees
"Résidence autonomie La Farandole Plan-de-Cuques, BOUCHES-DU-RHONE",Plan de Cuques,13380,SAS SOEFAR,,04 96 13 33 40,contact@residencefarandole.fr,https://www.has-sante.fr/jcms/11269_FicheESSMS/fr/residence-la-farandole,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Plan de Cuques, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Département (13),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/bouches-du-rhone-13/plan-de-cuques-13380/residence-autonomie-la-farandole/130053341,2026-01-15,personnes_agees
