nom,commune,code_postal,gestionnaire,adresse_l1,telephone,email,site_web,sous_categories,habitat_type,eligibilite_avp,presentation,departement,source,date_extraction,public_cible
"Résidence autonomie Bellevue Monclar,",Monclar,47380,CCAS,,05 53 41 80 69,monclar.mairie@orange.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=470005430,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Monclar, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Lot-et-Garonne (47),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/lot-et-garonne-47/monclar-47380/residence-autonomie-bellevue/470005430,2025-12-02,personnes_agees
"Résidence autonomie de Burges Le Passage,",Le Passage,47520,CCAS,,05 53 96 23 33,burges@ville-lepassage.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=470004144,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Le Passage, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Lot-et-Garonne (47),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/lot-et-garonne-47/le-passage-47520/residence-autonomie-de-burges/470004144,2025-12-02,personnes_agees
"Résidence autonomie Le Canalet Le Passage,",Le Passage,47520,Mutualité,,05 53 98 88 00,adjointecanalet@mutualite47.fr,https://www.marpa.fr/marpas/le-canalet/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Le Passage, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Lot-et-Garonne (47),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/lot-et-garonne-47/le-passage-47520/residence-autonomie-le-canalet/470014440,2025-12-02,personnes_agees
"Résidence autonomie Labeyrie Meilhan-sur-Garonne,",Meilhan sur-Garonne,47180,"Association SolincitéN° FINESS :470008103Principales caractéristiquesCapacité :25 à 50 placesStatut :Privé non lucratifPrix : à partir de  451,61 € / mois  Ce prix correspond au prix du logement le plus bas proposé dans cette résidence hors aides publiques (aide sociale à l’hébergement, aides au logement et APA). Pour plus de précisions, consultez l’article “  Comprendre les prix affichés  ”. Type d’hébergement Permanent  : disponible Temporaire  : non disponibleType d’accueil Accueil de jour  : non disponible Accueil de nuit  : non disponibleAides financières possiblesAPA (allocation personnalisée d'autonomie) APL (aide personnalisée au logement)  En savoir plus sur les aides financières Tarifs de l'établissement Prix mensuels par logement pour de l'hébergement longue durée (mis à jour le 16/06/2025)F1 - Studio avec kitchenette non proposé F1* - Studio avec kitchenette non proposé F1bis - Studio avec cuisine isolées à partir de 451,61 €/mois F1bis* - Studio avec cuisine isolée non proposé F2 - Deux pièces non proposé F2* - Deux pièces non proposé  *Les prix signalés par une étoile sont fixés par les départements. Ils s'appliquent aux bénéficiaires de l'ASH (aide sociale à l'hébergement). Certaines résidences autonomie proposent ce tarif à l'ensemble de leurs résidents. Dans ce cas, les prix affichés sont identiques.  Le prix mensuel affiché correspond au prix TTC le plus bas proposé par type de logement sur la base de 30 jours, comprenant : le prix du loyer + le montant des charges locatives + les prestations détaillées ci-après. Les prix sont renseignés par les établissements sous leur unique responsabilité. Prestations hébergement Prestations minimales (dit “socle de prestation”) incluses dans le prix affiché Prestations d'administration Gestion administrative de l'ensemble du séjour, notamment l'état des lieux contradictoire d'entrée et de sortie Élaboration et suivi du contrat de séjour, de ses annexes et ses avenantsPrestations d'accueil hôtelier Mise à disposition d'un logement privatif comprenant en sus des connectiques nécessaires pour recevoir la télévision et installer le téléphone Mise à disposition et entretien de locaux collectifsAccès aux moyens de communication, y compris Internet, dans tout ou partie de l'établissement Accès à un dispositif de sécurité apportant au résident 24h/24h une assistance par tous moyens et lui permettant de se signaler Prestations de restaurationAccès à un service de restauration par tous moyensPrestations de blanchissageAccès à un service de blanchisserie par tous moyensPrestations d'animation de la vie sociale Accès à une offre d'actions collectives et individuelles de prévention de la perte d'autonomie au sein de l'établissement ou à l'extérieur de celui-ci Accès aux animations collectives et aux activités organisées dans l'enceinte de l'établissementOrganisation des activités extérieures Autres prestations incluses dans le prix affiché Télé-assistance Autres prestations non incluses dans le prix et autres prix hébergement Pas de prestation indiquéeFaire une demande d'hébergement dans cet établissement Avec ViaTrajectoire, créez votre dossier pour effectuer votre demande d'admission en résidence autonomie.  Le service ViaTrajectoire vous permet de réaliser une demande en ligne, de déposer des demandes dans d'autres structures et de suivre l'évolution de vos demandes.  Demander un hébergement avec le service en ligne ViaTrajectoire Partager cette pageImprimer Imprimer Partager par email Partager par email Partager sur Facebook Partager sur Facebook Partager sur X Partager sur X Partager sur Linkedin Partager sur Linkedin  Si vous souhaitez partager sur Facebook, LinkedIn, X et Whatsapp, veuillez autoriser le dépôt de cookies .  Haut de page Vous êtes dans une situation d’urgence ? Mettre en place des services d'aide et de soins à domicile  Organiser une sortie d'hospitalisation  Trouver un établissement d'accueil Annuaires et comparateur de prix Avec nos annuaires, simplifiez vos recherches, comparez les prix des EHPAD ou orientez-vous sur le site de votre département pour vos démarches  Annuaire des départements  Liste des services du département en charge de l’aide à l’autonomie des personnes âgées (informations de proximité, évaluation des besoins des personnes âgées, demande APA...).  Annuaire des points d’information locaux  Liste et coordonnées des guichets d'accueil de proximité ayant pour mission d'informer les personnes âgées et leurs proches (aidants, famille...).  Annuaire des EHPAD  Liste, coordonnées et principales caractéristiques des EHPAD (statut, capacités, prix hébergement et tarifs dépendance...). Comparateur de prix et des restes à charge (déduction faite des aides logement et de l'APA (aide personnalisée d'autonomie)  Annuaire des résidences autonomie  Annuaire des services d’aide et de soins à domicile  Liste et coordonnées des SSIAD (services de soins infirmiers à domicile), des SPASAD (services polyvalents d'aides et de soins à domicile) et des SAAD (services d'aide et d'accompagnement à domicile).  Annuaire des numéros utiles  Tous les annuaires Abonnez-vous à notre lettre d'informationRecevez gratuitement tous les mois notre lettre d'information : actualités, dossier du mois, agenda... Votre email est uniquement utilisée pour l'envoi de nos lettres d'information. Vous pouvez à tout moment utiliser le lien de désabonnement intégré dans la lettre d'information.  En savoir plus sur la gestion de vos données et de vos droits .  Voir toutes les lettres d'information Suivez-nous sur les réseaux sociauxPartager sur YoutubePartager sur Facebook Préserver son autonomie  Perte d'autonomie : évaluation et droits  Aménager son logement et s'équiper  Préserver son autonomie et sa santé  Organiser à l'avance sa propre protection  Les mesures de protection  Les obligations de la famille  A qui s’adresser  Les politiques du grand âge  Vivre à domicile  Bénéficier d'aide à domicile  Bénéficier de soins à domicile  Aides financières  Solutions d'accueil temporaire  Partager son logement  Vivre à domicile avec une maladie ou un handicap  Être hospitalisé  Fin de vie à domicile  Changer de logement  Les questions à se poser  Vivre dans une résidence avec services pour seniors  Vivre chez un proche  Vivre en accueil familial  Autres solutions de logement  Vivre dans un EHPAD  Les différents établissements médicalisés  Préparer l'entrée en EHPAD  Aides financières en EHPAD  Prévention, accompagnement et soins  Comprendre les prix en EHPAD  Droits en EHPAD  Fin de vie en EHPAD  Solutions pour les aidants  Soutien financier  Trouver du soutien  Se préserver  Travailler et aider un proche  Partir en vacances  Annuaires et services Annuaires et comparateur de prixVidéothèque Articles en ""Facile à lire et à comprendre"" Lettre d'informationFormulaires et services en ligneQuestions-RéponsesGlossaire Portail national d'information et d'orientation des personnes âgées en perte d'autonomie et de leurs proches, créé par la loi d'adaptation de la société au vieillissement. Il est édité et animé par le Service public de l'autonomie, avec la collaboration de nombreux partenaires engagés dans l'accompagnement et l'information des personnes âgées et de leurs aidants. info.gouv.frservice-public.frlegifrance.gouv.frdata.gouv.fr Plan du site  Accessibilité : totalement conforme  Mentions légales  Contact  Prix et comparateurs  Données personnelles  Gestion des cookies  Politique des cookies  Outils de communication  Partenaires  Historique des évolutions  Sauf mention explicite de propriété intellectuelle détenue par des tiers, les contenus de ce site sont proposés sous licence etalab-2.0",,05 53 94 31 74,residence-autonomie-labeyrie@solincite.org,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=470008103,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Meilhan sur-Garonne, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Lot-et-Garonne (47),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/lot-et-garonne-47/meilhan-sur-garonne-47180/residence-autonomie-labeyrie/470008103,2025-12-02,personnes_agees
"Résidence autonomie Les Charmilles Miramont-de-Guyenne,",Miramont de Guyenne,47800,CCAS,,05 53 93 45 50,ccas@miramontdeguyenne.fr,http://www.ville-miramontdeguyenne.fr,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Miramont de Guyenne, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Lot-et-Garonne (47),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/lot-et-garonne-47/miramont-de-guyenne-47800/residence-autonomie-les-charmilles/470005422,2025-12-02,personnes_agees
Résidence autonomie Les Glycines,Marmande,47200,CCAS,,05 53 64 14 19,ccasaccueil@mairie-marmande.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=470004169,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Marmande, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Lot-et-Garonne (47),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/lot-et-garonne-47/marmande-47200/residence-autonomie-les-glycines/470004169,2025-12-02,personnes_agees
"Résidence autonomie Les Michelettes Mézin,",Mezin,47170,"Maison de Retraite de MézinN° FINESS :470015249Principales caractéristiquesCapacité : moins de 25 placesStatut :PublicPrix : à partir de  426,66 € / mois  Ce prix correspond au prix du logement le plus bas proposé dans cette résidence hors aides publiques (aide sociale à l’hébergement, aides au logement et APA). Pour plus de précisions, consultez l’article “  Comprendre les prix affichés  ”. Type d’hébergement Permanent  : disponible Temporaire  : non disponibleType d’accueil Accueil de jour  : non disponible Accueil de nuit  : non disponibleAides financières possiblesAPA (allocation personnalisée d'autonomie) APL (aide personnalisée au logement)  En savoir plus sur les aides financières Tarifs de l'établissement Prix mensuels par logement pour de l'hébergement longue durée (mis à jour le 22/11/2024)F1 - Studio avec kitchenette à partir de 426,66 €/mois F1* - Studio avec kitchenette non proposé F1bis - Studio avec cuisine isolées à partir de 458,54 €/mois F1bis* - Studio avec cuisine isolée non proposé F2 - Deux pièces non proposé F2* - Deux pièces non proposé  *Les prix signalés par une étoile sont fixés par les départements. Ils s'appliquent aux bénéficiaires de l'ASH (aide sociale à l'hébergement). Certaines résidences autonomie proposent ce tarif à l'ensemble de leurs résidents. Dans ce cas, les prix affichés sont identiques.  Le prix mensuel affiché correspond au prix TTC le plus bas proposé par type de logement sur la base de 30 jours, comprenant : le prix du loyer + le montant des charges locatives + les prestations détaillées ci-après. Les prix sont renseignés par les établissements sous leur unique responsabilité. Prestations hébergement Prestations minimales (dit “socle de prestation”) incluses dans le prix affiché Prestations d'administration Gestion administrative de l'ensemble du séjour, notamment l'état des lieux contradictoire d'entrée et de sortie Élaboration et suivi du contrat de séjour, de ses annexes et ses avenantsPrestations d'accueil hôtelier Mise à disposition d'un logement privatif comprenant en sus des connectiques nécessaires pour recevoir la télévision et installer le téléphone Mise à disposition et entretien de locaux collectifsAccès aux moyens de communication, y compris Internet, dans tout ou partie de l'établissement Accès à un dispositif de sécurité apportant au résident 24h/24h une assistance par tous moyens et lui permettant de se signaler Prestations de restaurationAccès à un service de restauration par tous moyensPrestations de blanchissageAccès à un service de blanchisserie par tous moyensPrestations d'animation de la vie sociale Accès à une offre d'actions collectives et individuelles de prévention de la perte d'autonomie au sein de l'établissement ou à l'extérieur de celui-ci Accès aux animations collectives et aux activités organisées dans l'enceinte de l'établissementOrganisation des activités extérieures Autres prestations incluses dans le prix affiché 1 repas par jour, Télé-assistance Autres prestations non incluses dans le prix et autres prix hébergement Pas de prestation indiquéeFaire une demande d'hébergement dans cet établissement Avec ViaTrajectoire, créez votre dossier pour effectuer votre demande d'admission en résidence autonomie.  Le service ViaTrajectoire vous permet de réaliser une demande en ligne, de déposer des demandes dans d'autres structures et de suivre l'évolution de vos demandes.  Demander un hébergement avec le service en ligne ViaTrajectoire Partager cette pageImprimer Imprimer Partager par email Partager par email Partager sur Facebook Partager sur Facebook Partager sur X Partager sur X Partager sur Linkedin Partager sur Linkedin  Si vous souhaitez partager sur Facebook, LinkedIn, X et Whatsapp, veuillez autoriser le dépôt de cookies .  Haut de page Vous êtes dans une situation d’urgence ? Mettre en place des services d'aide et de soins à domicile  Organiser une sortie d'hospitalisation  Trouver un établissement d'accueil Annuaires et comparateur de prix Avec nos annuaires, simplifiez vos recherches, comparez les prix des EHPAD ou orientez-vous sur le site de votre département pour vos démarches  Annuaire des départements  Liste des services du département en charge de l’aide à l’autonomie des personnes âgées (informations de proximité, évaluation des besoins des personnes âgées, demande APA...).  Annuaire des points d’information locaux  Liste et coordonnées des guichets d'accueil de proximité ayant pour mission d'informer les personnes âgées et leurs proches (aidants, famille...).  Annuaire des EHPAD  Liste, coordonnées et principales caractéristiques des EHPAD (statut, capacités, prix hébergement et tarifs dépendance...). Comparateur de prix et des restes à charge (déduction faite des aides logement et de l'APA (aide personnalisée d'autonomie)  Annuaire des résidences autonomie  Annuaire des services d’aide et de soins à domicile  Liste et coordonnées des SSIAD (services de soins infirmiers à domicile), des SPASAD (services polyvalents d'aides et de soins à domicile) et des SAAD (services d'aide et d'accompagnement à domicile).  Annuaire des numéros utiles  Tous les annuaires Abonnez-vous à notre lettre d'informationRecevez gratuitement tous les mois notre lettre d'information : actualités, dossier du mois, agenda... Votre email est uniquement utilisée pour l'envoi de nos lettres d'information. Vous pouvez à tout moment utiliser le lien de désabonnement intégré dans la lettre d'information.  En savoir plus sur la gestion de vos données et de vos droits .  Voir toutes les lettres d'information Suivez-nous sur les réseaux sociauxPartager sur YoutubePartager sur Facebook Préserver son autonomie  Perte d'autonomie : évaluation et droits  Aménager son logement et s'équiper  Préserver son autonomie et sa santé  Organiser à l'avance sa propre protection  Les mesures de protection  Les obligations de la famille  A qui s’adresser  Les politiques du grand âge  Vivre à domicile  Bénéficier d'aide à domicile  Bénéficier de soins à domicile  Aides financières  Solutions d'accueil temporaire  Partager son logement  Vivre à domicile avec une maladie ou un handicap  Être hospitalisé  Fin de vie à domicile  Changer de logement  Les questions à se poser  Vivre dans une résidence avec services pour seniors  Vivre chez un proche  Vivre en accueil familial  Autres solutions de logement  Vivre dans un EHPAD  Les différents établissements médicalisés  Préparer l'entrée en EHPAD  Aides financières en EHPAD  Prévention, accompagnement et soins  Comprendre les prix en EHPAD  Droits en EHPAD  Fin de vie en EHPAD  Solutions pour les aidants  Soutien financier  Trouver du soutien  Se préserver  Travailler et aider un proche  Partir en vacances  Annuaires et services Annuaires et comparateur de prixVidéothèque Articles en ""Facile à lire et à comprendre"" Lettre d'informationFormulaires et services en ligneQuestions-RéponsesGlossaire Portail national d'information et d'orientation des personnes âgées en perte d'autonomie et de leurs proches, créé par la loi d'adaptation de la société au vieillissement. Il est édité et animé par le Service public de l'autonomie, avec la collaboration de nombreux partenaires engagés dans l'accompagnement et l'information des personnes âgées et de leurs aidants. info.gouv.frservice-public.frlegifrance.gouv.frdata.gouv.fr Plan du site  Accessibilité : totalement conforme  Mentions légales  Contact  Prix et comparateurs  Données personnelles  Gestion des cookies  Politique des cookies  Outils de communication  Partenaires  Historique des évolutions  Sauf mention explicite de propriété intellectuelle détenue par des tiers, les contenus de ce site sont proposés sous licence etalab-2.0",,05 53 65 70 36,administratif@ehpad-mezin.fr,https://ehpad-mezin.fr/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Mezin, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Lot-et-Garonne (47),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/lot-et-garonne-47/mezin-47170/residence-autonomie-les-michelettes/470015249,2025-12-02,personnes_agees
"Résidence autonomie Les Tilleuls Tonneins,",Tonneins,47400,CCAS,,05 53 84 51 43,contact@ccas-tonneins.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=470005455,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Tonneins, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Lot-et-Garonne (47),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/lot-et-garonne-47/tonneins-47400/residence-autonomie-les-tilleuls/470005455,2025-12-02,personnes_agees
"Résidence autonomie MARPA La Bégatte Duras,",Duras,47120,CCAS,,05 53 83 35 05,marpa847@orange.fr,http://www.marpa.fr/le-concept-marpa/,MARPA,residence,a_verifier,"MARPA située à Duras, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Lot-et-Garonne (47),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/lot-et-garonne-47/duras-47120/residence-autonomie-marpa-la-begatte/470002932,2025-12-02,personnes_agees
"Résidence autonomie MARPA Gilbert Cassagne Boé,",Boe,47550,CCAS,,05 53 48 23 86,marpa@ville-boe.fr,https://www.marpa.fr/,MARPA,residence,a_verifier,"MARPA située à Boe, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Lot-et-Garonne (47),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/lot-et-garonne-47/boe-47550/residence-autonomie-marpa-gilbert-cassagne/470013194,2025-12-02,personnes_agees
