nom,commune,code_postal,gestionnaire,adresse_l1,telephone,email,site_web,sous_categories,habitat_type,eligibilite_avp,presentation,departement,source,date_extraction,public_cible
"Résidence autonomie Bellevue Monclar,",Monclar,47380,CCAS,,05 53 41 80 69,monclar.mairie@orange.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=470005430,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Monclar, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Lot-et-Garonne (47),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/lot-et-garonne-47/monclar-47380/residence-autonomie-bellevue/470005430,2025-12-02,personnes_agees
"Résidence autonomie de Burges Le Passage,",Le Passage,47520,CCAS,,05 53 96 23 33,burges@ville-lepassage.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=470004144,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Le Passage, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Lot-et-Garonne (47),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/lot-et-garonne-47/le-passage-47520/residence-autonomie-de-burges/470004144,2025-12-02,personnes_agees
"Résidence autonomie Le Canalet Le Passage,",Le Passage,47520,Mutualité,,05 53 98 88 00,adjointecanalet@mutualite47.fr,https://www.marpa.fr/marpas/le-canalet/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Le Passage, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Lot-et-Garonne (47),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/lot-et-garonne-47/le-passage-47520/residence-autonomie-le-canalet/470014440,2025-12-02,personnes_agees
"Résidence autonomie Labeyrie Meilhan-sur-Garonne,",Meilhan sur-Garonne,47180,Association SolincitéN° FINESS,,05 53 94 31 74,residence-autonomie-labeyrie@solincite.org,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=470008103,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Meilhan sur-Garonne, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Lot-et-Garonne (47),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/lot-et-garonne-47/meilhan-sur-garonne-47180/residence-autonomie-labeyrie/470008103,2025-12-02,personnes_agees
"Résidence autonomie Les Charmilles Miramont-de-Guyenne,",Miramont de Guyenne,47800,CCAS,,05 53 93 45 50,ccas@miramontdeguyenne.fr,http://www.ville-miramontdeguyenne.fr,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Miramont de Guyenne, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Lot-et-Garonne (47),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/lot-et-garonne-47/miramont-de-guyenne-47800/residence-autonomie-les-charmilles/470005422,2025-12-02,personnes_agees
Résidence autonomie Les Glycines,Marmande,47200,CCAS,,05 53 64 14 19,ccasaccueil@mairie-marmande.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=470004169,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Marmande, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Lot-et-Garonne (47),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/lot-et-garonne-47/marmande-47200/residence-autonomie-les-glycines/470004169,2025-12-02,personnes_agees
"Résidence autonomie Les Michelettes Mézin,",Mezin,47170,Maison de Retraite de MézinN° FINESS :470015249Principales caractéristiquesCapacité : moins de 25 pl...,,05 53 65 70 36,administratif@ehpad-mezin.fr,https://ehpad-mezin.fr/,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Mezin, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Lot-et-Garonne (47),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/lot-et-garonne-47/mezin-47170/residence-autonomie-les-michelettes/470015249,2025-12-02,personnes_agees
"Résidence autonomie Les Tilleuls Tonneins,",Tonneins,47400,CCAS,,05 53 84 51 43,contact@ccas-tonneins.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=470005455,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Tonneins, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Lot-et-Garonne (47),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/lot-et-garonne-47/tonneins-47400/residence-autonomie-les-tilleuls/470005455,2025-12-02,personnes_agees
"Résidence autonomie MARPA La Bégatte Duras,",Duras,47120,CCAS,,05 53 83 35 05,marpa847@orange.fr,http://www.marpa.fr/le-concept-marpa/,MARPA,residence,a_verifier,"MARPA située à Duras, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Lot-et-Garonne (47),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/lot-et-garonne-47/duras-47120/residence-autonomie-marpa-la-begatte/470002932,2025-12-02,personnes_agees
"Résidence autonomie MARPA Gilbert Cassagne Boé,",Boe,47550,CCAS,,05 53 48 23 86,marpa@ville-boe.fr,https://www.marpa.fr/,MARPA,residence,a_verifier,"MARPA située à Boe, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Lot-et-Garonne (47),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/lot-et-garonne-47/boe-47550/residence-autonomie-marpa-gilbert-cassagne/470013194,2025-12-02,personnes_agees
"Résidence autonomie MARPA Les Mûriers Pont-du-Casse,",Pont du Casse,47480,CCAS,,05 53 66 45 01,marpa.pont-du-casse@wanadoo.fr,https://www.marpa.fr/,MARPA,residence,a_verifier,"MARPA située à Pont du Casse, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Lot-et-Garonne (47),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/lot-et-garonne-47/pont-du-casse-47480/residence-autonomie-marpa-les-muriers/470013863,2025-12-02,personnes_agees
"Résidence autonomie MARPA Résidence du Clocher Sérignac-sur-Garonne,",Serignac sur-Garonne,47310,CCAS,,05 53 77 08 70,marpa.serignac47@wanadoo.fr,http://www.marpa.fr,MARPA,residence,a_verifier,"MARPA située à Serignac sur-Garonne, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Lot-et-Garonne (47),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/lot-et-garonne-47/serignac-sur-garonne-47310/residence-autonomie-marpa-residence-du-clocher/470013160,2025-12-02,personnes_agees
"Résidence autonomie MARPA de Sainte Bazeille Sainte-Bazeille,",Sainte Bazeille,47180,CCAS,,05 53 94 55 61,contact@ccas-saintebazeille.fr,http://www.marpa.fr/annuaires/,MARPA,residence,a_verifier,"MARPA située à Sainte Bazeille, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Lot-et-Garonne (47),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/lot-et-garonne-47/sainte-bazeille-47180/residence-autonomie-marpa-de-sainte-bazeille/470013087,2025-12-02,personnes_agees
"Résidence autonomie La Salève Agen,",Agen,47000,CCAS,,05 53 77 98 98,celine.herpsont@agglo-agen.fr,https://trajectoire.sante-ra.fr/GrandAge/Pages/Public/AccesEtablissement.aspx?FINESS=470004136,Résidence autonomie,residence,a_verifier,"Résidence autonomie située à Agen, proposant un logement adapté aux seniors en perte d'autonomie légère avec services et animation collective.",Lot-et-Garonne (47),https://www.pour-les-personnes-agees.gouv.fr/annuaire-ehpad-et-maisons-de-retraite/residence-autonomie/lot-et-garonne-47/agen-47000/residence-autonomie-la-saleve/470004136,2025-12-02,personnes_agees
Résidence Services Frédéric Chopin,Marmande,47200,Residence-Service-Frederic-Chopin,Impasse Frédéric Chopin,05 53 94 68 42,,http://residence-service-frederic-chopin.fr/wp-content/uploads/2020/10/LIVRET-A5-12pages-def.pdf,Résidence services seniors,residence,a_verifier,,47,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Senioriales de Villeréal,Villeréal,47210,Senioriales,Allee Montlabour,05 62 47 86 10,,https://www.senioriales.com/louer/nouvelle-aquitaine/senioriales-de-villereal,Résidence services seniors,residence,a_verifier,,47,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Senioriales de Casteljaloux,Casteljaloux,47700,Senioriales,Rue de la Bartère,05 62 47 86 10,,https://www.senioriales.com/louer/nouvelle-aquitaine/senioriales-de-casteljaloux,Résidence services seniors,residence,a_verifier,,47,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Vergers d'Ebène,Agen,47000,Domitys,Rue André Boillot,05 33 06 28 13,,https://www.domitys.fr/residence-services-senior/nouvelle-aquitaine/lot-et-garonne-47/agen-les-vergers-debene-47?at_campaign=agen&amp;at_medium=pm&amp;at_source=gmb&amp;utm_campaign=agen&amp;utm_medium=pm&amp;utm_source=,Résidence services seniors,residence,a_verifier,,47,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Villeneuve-sur-Lot,Villeneuve-sur-Lot,47300,API Résidence,16 Rue du Port de Gajac,09 72 10 10 01,,https://www.api-residence.fr/nos-residences/residences-services-senior-villeneuve-sur-lot/,Résidence services seniors,residence,a_verifier,,47,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Montesquieu - Agen,Agen,47000,Happy Senior,32 Rue Montesquieu,05 53 77 47 61,,https://www.residencehappysenior.fr/residences/agen/,Résidence services seniors,residence,a_verifier,,47,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Maison Montayral,Montayral,47500,Cette Famille,27bis Avenue de Cezerac,05 54 54 87 82,,"https://www.cettefamille.com/habitats-partages/france/nouvelle-aquitaine/lot-et-garonne/maison-seniors-montayral/#:~:text=La%20maison%20de%20Montayral%20est,de%20salles%20de%20bain%20privatives.",Résidence services seniors,residence,a_verifier,,47,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Les Écrins d’Aliénor,Agen,47000,Les Écrins d'Aliénor,61 Rue Denfert Rochereau,05 53 69 38 00,,https://www.ecrins-alienor.fr/,Résidence services seniors,residence,a_verifier,,47,pour-les-personnes-agees.gouv.fr,,personnes_agees
Résidence Services Agen,Agen,47000,Espace & Vie,12 Boulevard de la Liberté,08 00 11 13 00,,https://www.residences-espaceetvie.fr/residences/residence-services-seniors-a-agen-lot-et-garonne-47,Résidence services seniors,residence,a_verifier,,47,pour-les-personnes-agees.gouv.fr,,personnes_agees
